player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Mecole Hardman Jr.,42683,WR,KC,11,5,3,2,61.3,38,0,62,0,2,3,20,117.6,2,2,16,0,1,85.8,72.8,14.2,,69.4,67.9,85.8,59.2,20,1,90,12,72,41,0,0,14,17,1,62,20,4.0,12.4,1.25,0
Kyle Trask,39987,QB,TB,4,5,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,30,0,0,70.4,63.8,74.5,60.0,,,61.3,60.0,0,0,0,0,0,18,0,0,0,5,0,-4,0,0.0,-0.8,,0
Hendon Hooker,60593,QB,DET,3,5,0,0,0.0,0,0,0,0,0,0,2,0.0,0,1,11,0,0,74.1,74.1,76.5,72.8,,,63.8,60.0,3,0,0,0,0,22,2,1,0,4,0,2,4,0.8,0.4,,0
Malik Washington,97108,WR,MIA,14,5,4,1,72.0,18,1,25,2,2,4,18,69.7,1,1,17,0,0,86.2,57.7,40.9,,64.9,60.8,65.1,31.8,18,2,223,26,258,144,0,0,36,31,1,25,18,3.6,5.0,0.86,2
Jonathan Ward,25859,HB,PIT,3,5,1,0,0.0,0,0,22,0,0,1,17,68.0,0,1,25,0,0,69.7,72.9,0.0,,75.7,59.7,75.4,60.0,7,1,0,0,1,8,0,0,0,5,0,22,17,3.4,4.4,0.0,5
Chris Collier,142677,HB,LV,3,5,1,0,0.0,0,0,12,0,0,1,8,26.7,0,0,23,0,3,78.5,51.3,71.8,,,58.5,52.0,60.0,4,0,-4,1,9,10,0,0,2,6,0,12,8,1.6,2.4,-0.44,2
Christian Watson,66581,WR,GB,15,4,1,0,0.0,0,0,23,2,1,1,10,15.2,1,1,12,1,0,28.6,69.1,53.5,,66.2,71.3,61.8,52.2,14,2,620,29,274,259,0,0,51,33,0,23,10,2.5,5.8,2.26,0
Jalen McMillan,131905,WR,TB,14,4,1,1,39.5,17,1,43,5,1,1,19,22.1,2,3,30,0,0,80.6,60.8,14.2,,69.0,62.8,73.3,45.3,17,5,502,39,413,231,0,0,62,43,0,43,19,4.75,10.8,1.22,0
Josh Johnson,4474,QB,BLT,6,4,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,3,0,0,71.3,57.8,76.9,61.8,,,54.0,60.0,2,0,0,0,0,32,0,0,0,4,0,1,0,0.0,0.3,,0
Tony Jones Jr.,40498,HB,ARZ,1,4,2,1,83.6,46,0,55,0,0,2,53,662.5,1,1,1,0,4,68.6,73.8,66.9,,,,70.7,60.0,46,0,0,0,0,5,0,0,0,4,1,55,53,13.25,13.8,,0
Adonai Mitchell,146712,WR,IND,17,4,0,0,0.0,0,0,6,4,1,0,7,6.5,1,1,14,2,0,20.3,57.9,86.1,36.4,,61.4,55.4,43.4,10,1,312,23,206,162,0,0,51,27,0,6,7,1.75,1.5,1.51,0
Jarrett Stidham,13725,QB,DEN,3,4,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,1,10,0,0,68.2,68.7,73.5,,,,65.7,60.0,8,0,0,0,0,13,8,1,0,3,0,5,5,1.25,1.3,,0
Blake Watson,84363,HB,DEN,2,4,0,0,0.0,0,0,10,0,1,0,6,30.0,0,2,10,0,0,69.4,70.0,70.4,,,71.3,67.4,,7,0,13,1,7,4,0,0,2,5,0,10,6,1.5,2.5,1.86,4
Xavier Smith,102585,WR,LA,10,4,1,1,66.7,24,0,36,0,0,1,16,66.7,1,1,26,0,0,87.5,73.8,75.4,,,67.9,69.2,62.3,24,0,6,2,8,27,0,0,2,6,0,36,16,4.0,9.0,0.75,2
Jaylen Waddle,84088,WR,MIA,15,4,0,0,0.0,0,0,12,6,3,0,3,3.6,0,1,17,0,0,80.8,72.1,89.5,,,71.5,55.1,65.2,6,0,744,58,486,280,0,0,83,62,0,12,3,0.75,3.0,1.53,0
Devin Duvernay,40006,WR,JAX,12,4,2,0,0.0,0,0,3,0,0,2,17,56.7,0,1,15,0,0,88.2,59.3,83.0,,,59.0,65.3,48.5,4,0,79,11,131,49,0,0,16,15,0,3,17,4.25,0.8,0.6,0
Stefon Diggs,9579,WR,HST,8,3,0,0,0.0,0,0,2,2,3,0,5,15.3,0,1,13,0,0,79.7,79.0,64.0,60.4,,79.7,64.9,53.3,6,2,496,47,270,142,6,1,62,49,1,8,5,1.67,2.7,1.84,1
Jalen Reagor,61697,WR,LAC,8,3,0,0,0.0,0,0,-3,0,0,0,5,0.0,0,0,27,1,0,21.5,56.2,82.3,,,56.9,54.0,58.2,1,0,100,7,87,45,0,0,11,10,0,-3,5,1.67,-1.0,1.15,1
Davis Mills,52269,QB,HST,4,3,0,0,0.0,0,0,2,0,0,0,1,0.0,0,1,13,0,0,79.6,68.5,79.5,64.0,,,74.7,60.0,9,0,0,0,0,31,9,1,0,2,0,11,2,0.67,3.7,,0
George Holani,72154,HB,SEA,2,3,0,0,0.0,0,0,10,0,0,0,7,0.0,0,1,29,0,2,68.2,73.2,67.9,,,64.5,70.3,,8,0,-1,1,2,3,0,0,1,4,0,10,7,2.33,3.3,-0.5,1
Rome Odunze,73774,WR,CHI,17,3,2,0,0.0,0,0,15,5,4,2,18,63.2,0,1,6,2,0,25.7,63.8,89.9,,76.6,65.3,35.1,47.0,8,1,734,54,624,273,0,0,96,57,0,15,18,6.0,5.0,1.18,0
Dyami Brown,77986,WR,WAS,19,3,0,0,0.0,0,0,26,2,13,0,9,83.0,1,1,32,3,0,20.3,66.5,74.3,73.4,66.3,66.5,63.5,48.4,14,4,537,44,352,260,0,0,56,47,0,26,9,3.0,8.7,1.53,0
Myles Gaskin,45914,HB,MIN,2,3,0,0,0.0,0,0,-1,0,0,0,4,0.0,0,0,18,0,1,73.0,63.1,68.7,,,84.2,50.6,,2,0,11,1,2,3,0,0,1,4,0,-1,4,1.33,-0.3,5.5,2
Reggie Gilliam,40951,FB,BUF,17,3,0,0,0.0,0,0,7,0,0,0,7,0.0,0,1,4,0,0,67.2,61.2,43.0,,79.7,48.8,65.6,65.7,4,2,0,0,29,137,0,0,0,3,0,7,7,2.33,2.3,0.0,0
Darrynton Evans,40692,HB,CHI,1,3,0,0,0.0,0,0,3,0,0,0,3,0.0,0,0,6,0,2,67.2,52.1,67.6,,,59.6,54.2,,4,0,0,0,1,3,0,0,0,3,0,3,3,1.0,1.0,0.0,1
Velus Jones Jr.,40573,HB,CAR,2,3,0,0,0.0,0,0,11,0,0,0,7,0.0,0,1,5,0,0,71.0,65.1,70.6,,,59.1,65.4,59.8,6,0,8,1,3,4,0,0,1,4,0,11,7,2.33,3.7,2.67,2
Ja'Marr Chase,84270,WR,CIN,17,3,0,0,0.0,0,0,32,10,24,0,8,49.2,2,2,7,0,0,85.3,85.8,81.5,,,84.9,75.0,63.2,14,1,1708,127,709,295,0,0,171,130,0,32,8,2.67,10.7,2.41,0
Jalen Nailor,84292,WR,MIN,18,3,1,0,0.0,0,1,-4,4,0,1,8,7.8,0,1,18,0,0,78.0,59.3,39.8,,,60.3,67.4,50.1,3,3,447,31,426,164,0,0,47,34,0,-4,8,2.67,-1.3,1.05,1
Tim Boyle,21956,QB,NYG,3,3,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,1,21,0,0,81.8,54.8,80.1,54.0,,,62.4,60.2,6,0,0,0,0,24,10,2,0,1,0,9,6,2.0,3.0,,0
Tyrion Davis-Price,99169,HB,PHI,1,3,0,0,0.0,0,0,7,0,0,0,8,0.0,0,0,24,0,2,67.2,61.2,68.9,,,,60.6,60.0,5,0,0,0,0,5,0,0,0,3,0,7,8,2.67,2.3,,1
Ricky Pearsall,100660,WR,SF,11,3,0,1,86.7,39,0,41,1,0,0,31,0.0,1,1,28,0,0,79.2,63.9,65.4,60.0,66.2,64.1,57.0,62.2,39,2,400,31,306,130,4,1,44,33,0,45,32,10.67,15.0,1.31,0
Nick Mullens,12282,QB,MIN,4,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,18,0,0,69.1,76.1,71.1,75.5,,,60.5,60.0,0,0,0,0,0,5,0,0,0,3,0,-2,0,0.0,-0.7,,0
Wan'Dale Robinson,101735,WR,NYG,17,3,3,0,0.0,0,1,18,7,20,3,19,151.7,1,1,21,0,0,83.2,63.4,64.8,,67.8,64.6,57.0,46.5,14,4,699,93,579,232,0,0,132,96,0,18,19,6.33,6.0,1.21,0
Demario Douglas,104155,WR,NE,17,3,2,0,0.0,0,0,16,1,9,2,8,42.5,0,0,19,1,1,48.6,70.0,87.2,,67.4,69.5,62.9,56.0,9,2,621,66,442,198,0,0,84,69,0,16,8,2.67,5.3,1.4,0
Jordan Addison,123000,WR,MIN,16,3,1,0,0.0,0,0,20,4,5,1,12,34.8,0,1,18,0,0,81.5,72.9,54.3,,67.4,73.6,63.5,56.8,9,4,904,66,552,283,0,0,100,69,1,20,12,4.0,6.7,1.64,0
Quentin Johnston,123085,WR,LAC,16,3,1,0,0.0,0,0,6,6,13,1,9,72.4,0,0,27,0,0,80.5,67.4,74.8,,,68.2,55.1,49.2,4,1,711,55,435,238,0,0,93,58,0,6,9,3.0,2.0,1.63,0
Brandon Allen,10835,QB,SF,3,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,28,2,0,20.4,41.1,0.0,44.5,,,54.4,60.0,6,1,0,0,0,21,6,1,0,2,0,4,14,4.67,1.3,,0
Carson Wentz,10636,QB,KC,3,3,0,0,,0,0,-2,0,0,0,0,0.0,0,0,16,0,0,77.1,50.7,77.3,51.1,,,57.9,60.0,2,0,0,0,0,12,2,1,0,2,0,0,1,0.33,0.0,,0
Brandin Cooks,8655,WR,DAL,10,3,0,0,0.0,0,1,-3,0,0,0,2,0.0,0,0,9,0,0,76.8,63.2,87.4,,,63.3,56.5,53.7,5,1,259,26,290,153,0,0,50,29,0,-3,2,0.67,-1.0,0.89,0
Tyrod Taylor,6332,QB,NYJ,2,3,1,0,0.0,0,0,0,0,0,0,8,0.0,0,0,22,1,1,25.6,74.5,76.8,78.4,,,49.2,60.0,7,0,0,0,0,9,13,2,0,1,0,13,15,5.0,4.3,,0
Khalil Shakir,84140,WR,BUF,18,2,1,0,0.0,0,1,4,2,24,1,6,78.1,0,0,4,1,0,58.4,78.9,76.3,,61.6,80.1,56.6,49.1,2,3,995,94,453,225,0,0,115,96,0,4,6,3.0,2.0,2.2,0
Steven Sims,48341,WR,BLT,6,2,0,1,100.0,15,0,15,0,0,0,8,0.0,1,1,3,0,0,86.7,56.1,76.2,,,55.7,59.5,58.2,15,0,4,1,10,18,0,0,1,3,0,15,8,4.0,7.5,0.4,0
Kadarius Toney,61245,WR,CLV,3,2,3,0,0.0,0,0,-4,0,0,3,0,0.0,0,0,8,0,1,73.7,43.3,75.0,,,54.5,46.4,58.6,3,0,0,0,6,10,0,0,1,2,0,-4,0,0.0,-2.0,0.0,0
Bailey Zappe,60396,QB,CLV,1,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,8,0,0,78.8,41.0,0.0,43.7,,,57.9,60.0,3,1,0,0,0,16,3,1,0,1,0,2,0,0.0,1.0,,0
Taylor Heinicke,9896,QB,LAC,4,2,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,27,0,0,71.4,74.7,75.2,72.9,,,63.7,60.0,12,0,0,0,0,12,20,2,0,0,0,20,0,0.0,10.0,,0
Amon-Ra St. Brown,84470,WR,DET,18,2,0,0,0.0,0,1,6,2,13,0,1,5.2,1,1,11,1,1,64.0,89.3,79.9,60.5,76.2,90.2,58.8,52.9,10,3,1400,123,597,457,0,0,148,125,0,6,1,0.5,3.0,2.35,0
Tyreik McAllister,156153,WR,LV,1,2,0,0,0.0,0,0,11,0,0,0,8,0.0,1,1,23,0,2,72.3,62.0,68.9,,,59.1,62.4,60.0,10,0,0,0,1,3,0,0,0,2,0,11,8,4.0,5.5,0.0,0
Jonnu Smith,11855,TE,MIA,17,2,0,0,0.0,0,3,-1,4,13,0,8,57.8,0,0,17,2,1,29.3,78.2,11.1,,69.6,84.0,57.0,40.5,0,6,886,88,454,122,0,0,109,90,0,-1,8,4.0,-0.5,1.95,0
Darius Slayton,25578,WR,NYG,16,2,1,0,0.0,0,0,17,7,7,1,5,48.8,1,1,21,0,2,79.3,59.0,54.6,,74.3,59.9,68.7,47.1,11,5,573,39,531,294,0,0,70,41,0,17,5,2.5,8.5,1.08,0
Jimmy Garoppolo,8697,QB,LA,1,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,26,0,0,80.1,70.8,79.0,71.5,,,53.6,60.0,5,0,0,0,0,20,5,1,0,1,0,5,0,0.0,2.5,,0
Kameron Johnson,165866,WR,TB,4,2,0,0,0.0,0,0,11,1,0,0,2,0.0,1,1,30,0,1,70.0,50.0,78.4,,,44.6,62.5,72.3,11,0,0,0,19,27,0,0,1,2,0,11,2,1.0,5.5,0.0,0
Malachi Corley,66272,WR,NYJ,7,2,0,1,69.2,18,0,26,0,0,0,1,0.0,1,1,22,1,0,14.3,52.2,79.9,,66.1,57.2,30.8,74.4,18,0,16,3,47,34,0,0,6,5,0,26,1,0.5,13.0,0.34,0
Ainias Smith,99207,WR,PHI,7,2,0,0,0.0,0,0,6,1,0,0,7,0.0,0,1,24,0,0,72.4,55.2,79.3,,,54.8,61.6,54.4,4,0,41,7,42,53,0,0,9,9,0,6,7,3.5,3.0,0.98,0
Cooper Kupp,11824,WR,LA,14,2,0,0,0.0,0,0,10,2,7,0,1,4.7,0,1,26,1,0,50.3,71.4,88.5,,51.0,72.3,58.6,51.1,9,0,800,73,426,279,0,0,105,75,0,10,1,0.5,5.0,1.88,0
Treylon Burks,99218,WR,TEN,5,2,2,0,0.0,0,0,1,1,1,2,11,275.0,0,0,31,0,0,70.7,52.2,82.4,,,53.3,62.6,39.8,6,0,34,4,79,66,0,0,8,6,0,1,11,5.5,0.5,0.43,0
Dallas Goedert,47272,TE,PHI,13,2,0,0,0.0,0,1,13,3,7,0,11,65.3,0,0,24,2,0,26.2,73.3,77.6,,62.6,77.6,59.5,54.9,9,3,684,57,299,290,0,0,69,59,0,13,11,5.5,6.5,2.29,0
Ke'Shawn Vaughn,45866,HB,SF,1,2,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,28,0,1,65.2,52.6,69.0,,,60.0,54.8,,3,0,0,0,1,2,0,0,0,2,0,4,3,1.5,2.0,0.0,1
Troy Franklin,146567,WR,DEN,17,2,0,0,0.0,0,1,8,4,3,0,4,18.8,0,0,10,0,0,77.2,54.3,40.9,,,55.8,55.6,48.7,5,4,317,30,279,106,0,0,52,32,0,8,4,2.0,4.0,1.14,0
C.J. Ham,11347,FB,MIN,18,2,0,0,0.0,0,0,10,0,0,0,3,0.0,0,1,18,1,0,18.7,51.1,90.7,,62.0,37.7,69.0,53.5,8,0,43,6,83,133,0,0,7,8,1,10,3,1.5,5.0,0.52,1
Jakobi Meyers,47468,WR,LV,15,2,1,1,87.0,20,0,23,0,6,1,15,59.0,1,1,23,0,0,83.2,77.7,77.8,60.0,70.7,78.5,68.0,45.9,20,4,1027,87,584,270,0,0,126,89,0,23,15,7.5,11.5,1.76,0
Kalif Raymond,11028,WR,DET,13,2,0,0,,0,0,0,0,3,0,3,20.5,1,1,11,0,0,87.2,71.1,84.2,,,70.8,59.5,59.8,12,0,252,20,154,82,0,0,24,22,0,0,3,1.5,0.0,1.64,0
George Pickens,99229,WR,PIT,15,2,1,0,0.0,0,0,-6,9,12,1,1,9.8,0,0,25,1,0,47.7,78.6,38.9,,,79.7,56.6,63.6,4,6,987,64,467,311,0,0,105,66,0,-6,1,0.5,-3.0,2.11,0
Garrett Wilson,97405,WR,NYJ,17,2,1,0,0.0,0,0,5,6,25,1,14,176.7,0,1,22,2,0,32.7,78.9,50.1,,,79.3,62.1,61.1,5,5,1104,101,653,330,0,0,152,103,0,5,14,7.0,2.5,1.69,0
Tutu Atwell,77965,WR,LA,19,2,0,0,0.0,0,0,7,3,1,0,2,2.2,0,0,26,0,0,79.1,72.7,63.9,59.7,,73.9,49.5,57.4,7,1,580,43,259,151,0,0,62,45,0,7,2,1.0,3.5,2.24,0
Jake Browning,46401,QB,CIN,3,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,7,0,0,65.2,61.0,69.9,,,,60.0,60.0,-1,0,0,0,0,5,0,0,0,2,0,-2,0,0.0,-1.0,,0
Terry McLaurin,48229,WR,WAS,20,2,0,0,0.0,0,0,2,5,11,0,2,11.2,0,0,32,1,0,57.4,82.1,81.7,,67.0,84.8,39.6,43.6,2,1,1323,96,671,407,0,0,136,98,0,2,2,1.0,1.0,1.97,0
Jordan Whittington,97623,WR,LA,16,2,2,0,0.0,0,1,12,0,2,2,4,32.0,0,2,26,0,0,81.8,78.3,55.3,,78.9,78.9,72.0,61.4,7,2,305,23,124,166,0,0,29,25,0,12,4,2.0,6.0,2.46,0
Josh Downs,122832,WR,IND,14,1,0,0,0.0,0,0,-1,4,8,0,0,0.0,1,1,14,0,0,86.2,84.8,71.3,,64.5,85.1,,62.5,13,2,803,72,365,216,0,0,102,73,0,12,0,0.0,12.0,2.2,0
Diontae Johnson,33441,WR,HST,13,2,0,0,0.0,0,0,6,2,6,0,1,8.3,0,1,13,0,0,78.0,65.1,64.1,,,65.3,59.2,58.8,4,1,387,34,261,136,0,0,67,36,0,6,1,0.5,3.0,1.48,0
Jonathan Mingo,97774,WR,DAL,17,2,0,0,0.0,0,0,5,2,2,0,6,31.6,0,0,9,1,0,24.1,49.9,86.3,,,50.6,29.2,63.8,3,0,167,17,269,174,0,0,42,19,0,5,6,3.0,2.5,0.62,0
Deven Thompkins,84480,WR,CAR,7,2,0,0,0.0,0,0,7,0,1,0,8,66.7,0,0,5,0,0,77.5,60.1,0.0,,,63.1,59.5,58.4,9,1,20,4,34,17,0,0,4,6,0,7,8,4.0,3.5,0.59,0
Tyler Boyd,10689,WR,TEN,16,1,0,0,0.0,0,0,3,1,5,0,3,37.5,0,1,31,1,0,78.3,60.0,87.4,51.2,39.1,60.9,,47.7,3,0,390,39,429,172,0,0,56,40,0,3,3,3.0,3.0,0.91,0
British Brooks,77714,FB,HST,2,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,13,0,0,61.9,56.5,71.6,,64.9,52.0,60.0,65.2,2,0,0,0,3,5,0,0,0,1,0,2,1,1.0,2.0,0.0,0
Trey McBride,75916,TE,ARZ,16,1,0,0,0.0,0,0,2,2,14,0,4,50.0,0,1,1,0,0,84.3,86.8,74.8,,70.5,89.8,63.8,63.4,2,6,1146,111,536,350,0,0,139,112,1,2,4,4.0,2.0,2.14,0
Jermaine Jackson,141559,WR,NO,2,1,1,0,0.0,0,0,-1,0,0,1,5,500.0,0,0,20,0,0,82.3,56.1,68.4,,,,59.2,59.1,-1,0,0,0,0,4,0,0,0,1,0,-1,5,5.0,-1.0,,0
Tavierre Thomas,66931,S,TB,1,1,0,0,0.0,0,0,-2,0,0,0,1,0.0,0,0,30,0,0,61.9,53.8,65.0,,,,56.0,,-2,0,0,0,0,1,0,0,0,1,0,-2,1,1.0,-2.0,,0
Tanner Hudson,66924,TE,CIN,11,1,0,0,0.0,0,0,1,2,6,0,0,0.0,0,1,7,1,0,24.4,67.4,84.5,,73.0,66.8,62.6,54.6,1,1,154,19,79,24,0,0,23,20,0,1,0,0.0,1.0,1.95,0
Ashtyn Davis,49560,S,NYJ,1,1,1,1,100.0,21,0,21,0,0,1,26,2.6e3,1,1,22,0,0,61.9,64.9,60.4,,,,63.1,,21,1,0,0,0,1,0,0,0,1,0,21,26,26.0,21.0,,0
Keon Coleman,144949,WR,BUF,16,1,0,0,0.0,0,2,9,5,5,0,1,15.2,0,0,4,0,0,77.7,68.3,47.9,,,68.8,,62.7,9,5,578,32,373,317,0,0,64,33,0,9,1,1.0,9.0,1.55,0
Julian Love,51081,S,SEA,1,1,0,0,0.0,0,0,2,0,0,0,0,0.0,0,1,29,0,0,61.9,65.0,65.0,,,,63.1,,2,0,0,0,0,1,0,0,0,1,0,2,0,0.0,2.0,,0
Travis Kelce,7844,TE,KC,18,1,0,0,0.0,0,0,1,5,5,0,2,9.3,0,0,16,2,0,59.5,72.7,93.2,,66.7,72.8,,60.7,1,2,959,106,631,330,0,0,143,107,0,1,2,2.0,1.0,1.52,0
Marcus Jones,55717,CB,NE,3,1,0,0,0.0,0,2,5,0,0,0,1,0.0,0,0,19,0,1,43.4,69.2,69.0,,,78.8,56.3,60.0,5,5,18,1,3,2,0,0,1,2,0,5,1,1.0,5.0,6.0,0
Jaden Hicks,146512,S,KC,2,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,16,0,0,61.9,60.2,63.6,,,,60.0,60.0,1,1,0,0,0,2,0,0,0,1,0,1,0,0.0,1.0,,0
Justin Jefferson,61398,WR,MIN,18,1,0,0,0.0,0,1,0,6,11,0,,10.2,0,0,18,1,0,60.9,86.6,71.6,60.3,,88.0,58.3,52.6,3,3,1591,108,656,400,3,1,158,108,0,3,2,2.0,3.0,2.43,0
JK Scott,38809,P,LAC,2,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,27,1,0,60.4,61.0,67.4,60.3,,,60.0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,,0
Chris Oladokun,40364,QB,KC,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,16,1,0,13.6,26.2,69.9,60.0,,,57.9,60.0,5,0,0,0,0,3,5,1,0,0,0,5,1,1.0,5.0,,0
Dell Pettus,97290,S,NE,1,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,1,19,0,0,61.9,64.9,60.4,,,,63.1,,2,1,0,0,0,1,0,0,0,1,0,2,1,1.0,2.0,,0
Dylan Laube,88664,HB,LV,2,1,0,0,,0,0,0,0,0,0,4,0.0,0,0,23,1,1,19.2,25.8,66.6,,,59.1,39.9,,0,0,0,0,1,1,0,0,0,1,0,0,4,4.0,0.0,0.0,0
Sam Howell,97599,QB,SEA,2,1,1,0,0.0,0,0,0,0,0,0,,100.0,0,0,29,0,0,74.8,27.0,75.5,27.6,,,58.3,60.0,2,0,0,0,0,6,2,1,0,0,0,2,5,5.0,2.0,,0
Rashee Rice,97605,WR,KC,4,1,0,0,0.0,0,1,1,1,8,0,1,32.0,0,1,16,0,1,75.8,85.1,83.1,,,85.5,64.6,43.7,1,1,288,24,91,56,0,0,29,25,0,1,1,1.0,1.0,3.16,0
Jake Bailey,33963,P,MIA,1,1,0,0,,0,0,0,0,0,0,8,0.0,0,0,17,0,0,61.9,60.0,60.5,,,,60.0,,0,0,0,0,0,1,0,0,0,1,0,0,8,8.0,0.0,,0
Drake London,86519,WR,ATL,17,1,0,0,0.0,0,0,-3,5,17,0,0,0.0,0,0,2,0,0,83.6,87.8,59.7,,75.7,90.1,60.0,49.5,-3,7,1271,100,548,437,0,0,149,101,0,-3,0,0.0,-3.0,2.32,0
Cedric Tillman,84434,WR,CLV,11,1,0,0,0.0,0,2,-5,2,9,0,0,0.0,0,0,8,1,0,27.8,63.6,65.6,,70.7,65.8,56.2,39.5,-5,2,339,29,278,130,0,0,45,30,0,-5,0,0.0,-5.0,1.22,0
Laviska Shenault Jr.,61220,WR,LAC,11,1,1,0,0.0,0,0,1,0,1,1,2,66.7,0,0,27,0,0,19.8,53.8,0.0,,,60.3,56.6,46.2,1,1,36,5,25,26,0,0,5,6,0,1,2,2.0,1.0,1.44,0
Michael Wilson,84423,WR,ARZ,16,1,1,0,0.0,0,1,7,2,3,1,4,33.3,0,0,1,1,0,37.2,62.9,38.7,,46.8,64.5,60.0,51.6,7,5,548,47,501,284,0,0,70,48,0,7,4,4.0,7.0,1.09,0
Joshua Kelley,13750,HB,TEN,2,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,31,0,0,61.9,57.0,68.5,,,59.7,59.2,60.0,2,0,0,0,1,3,0,0,0,1,0,2,2,2.0,2.0,0.0,0
Jahan Dotson,84375,WR,PHI,20,1,0,0,0.0,0,1,13,0,4,0,0,0.0,1,1,24,0,0,76.8,53.7,76.6,,,53.8,,51.2,13,1,227,20,466,294,0,0,32,21,0,13,0,0.0,13.0,0.49,0
DeVonta Smith,61100,WR,PHI,16,1,0,0,0.0,0,0,1,4,9,0,2,22.2,0,0,24,0,0,82.0,80.9,57.7,,,83.1,,52.9,1,4,954,80,477,466,0,0,96,81,0,1,2,2.0,1.0,2.0,0
Matthew Hayball,100813,P,NO,3,1,0,0,0.0,0,0,11,0,0,0,4,0.0,1,1,20,0,0,61.9,65.4,68.4,,63.8,,63.1,60.0,11,0,0,0,0,2,0,0,0,1,0,11,4,4.0,11.0,,0
Jacob Cowing,100894,WR,SF,12,1,0,0,0.0,0,0,7,0,0,0,7,0.0,0,0,28,0,0,86.6,62.4,81.6,,,62.6,63.1,45.5,7,2,80,4,67,35,0,0,5,5,0,7,7,7.0,7.0,1.19,0
Chris Olave,84355,WR,NO,8,1,0,0,0.0,0,0,7,1,0,0,0,0.0,0,1,20,1,0,28.6,82.4,85.4,,39.9,83.0,,55.1,7,0,400,32,188,113,0,0,43,33,0,7,0,0.0,7.0,2.13,0
Kevin Austin Jr.,84345,WR,NO,8,1,0,0,0.0,0,0,9,1,0,0,2,0.0,0,0,20,1,0,21.0,56.0,57.9,,77.0,57.6,63.1,39.8,9,1,151,11,192,113,0,0,21,12,0,9,2,2.0,9.0,0.79,0
Jha'Quan Jackson,101135,WR,TEN,9,1,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,31,0,0,20.4,69.3,79.0,,,67.7,,69.3,-5,0,8,1,17,27,0,0,3,2,0,-5,0,0.0,-5.0,0.47,0
Dane Belton,101398,S,NYG,1,1,0,0,0.0,0,0,10,0,0,0,1,0.0,1,1,21,0,0,61.9,64.9,60.4,,,,63.1,,10,0,0,0,0,1,0,0,0,1,0,10,1,1.0,10.0,,0
Cade Otton,61071,TE,TB,15,1,1,0,0.0,0,0,-4,7,13,1,3,67.7,0,0,30,2,0,25.9,64.1,60.0,,62.0,63.1,,65.2,-4,4,632,61,483,326,0,0,86,62,0,-4,3,3.0,-4.0,1.31,0
Elijah Moore,84302,WR,CLV,17,1,0,0,0.0,0,0,1,4,4,0,0,0.0,0,0,8,0,0,81.1,58.5,89.3,,65.8,58.6,,47.9,1,3,538,61,594,262,0,0,97,62,0,1,0,0.0,1.0,0.91,0
Charlie Kolar,60917,TE,BLT,15,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,1,3,0,0,71.3,69.3,50.1,,53.8,77.3,62.6,61.9,2,2,131,9,49,215,0,0,11,10,0,2,1,1.0,2.0,2.67,0
Chigoziem Okonkwo,84000,TE,TEN,17,1,0,1,100.0,17,0,17,1,12,0,3,67.9,1,1,31,2,0,40.2,59.9,55.6,,65.5,65.4,63.1,36.0,17,3,479,52,382,230,0,0,67,53,0,17,3,3.0,17.0,1.25,0
Olamide Zaccheaus,44920,WR,WAS,20,1,0,0,0.0,0,0,8,6,11,0,5,103.8,0,1,32,0,0,61.0,69.2,56.9,,69.0,69.7,62.8,56.8,8,3,551,52,380,228,0,0,72,53,0,8,5,5.0,8.0,1.45,0
Xavier Gipson,104136,WR,NYJ,16,1,2,0,0.0,0,0,5,1,1,2,5,214.3,0,1,22,0,1,64.1,48.6,83.0,,,49.9,62.7,33.7,5,0,39,6,128,45,0,0,10,7,0,5,5,5.0,5.0,0.3,0
