team,abbr,year,nfelo,qb_adj,value,off_epa,off_pass_epa,off_rush_epa,def_epa,def_pass_epa,def_rush_epa,point_diff,wins,pythag_wins,film,pass_rate,rush_rate,proe,adot,shotgun_pct,no_huddle_pct,personnel_11_pct,personnel_12_pct,top_min,net_epa,win_pct,qb_grade,rb_grade,wr_grade,edge_grade,idl_grade,lb_grade,cb_grade,s_grade,ol_grade,success_rate,dropback_sr,rush_sr,lag_off_epa,lag_off_pass_epa,lag_off_rush_epa,lag_def_epa,lag_def_pass_epa,lag_def_rush_epa,lag_net_epa,lag_wins,lag_win_pct,lag_nfelo,lag_qb_adj,lag_pythag_wins,lag_pass_rate,lag_proe,lag_adot,lag_shotgun_pct,lag_qb_grade,lag_ol_grade,lag_rb_grade,lag_wr_grade,lag_edge_grade,lag_idl_grade,lag_lb_grade,lag_cb_grade,lag_s_grade,lag_success_rate,lag_dropback_sr,lag_rush_sr,lag2_net_epa,epa_trend_2yr,lag2_nfelo,nfelo_trend,next_net_epa,next_win_pct,next_wins
Rams,LAR,2016,1336.14,-11.419,-6.88314,-0.2084,-0.2941,-0.167928,-0.0058,0.0533,-0.0418239,-10.625,4,3.3245,6,0.6263,0.3737,-0.0183,7.3028,0.388,0.0411,0.5573,0.3668,29.1,-0.24,0.25,42.266666666666666,54.9,57.857142857142854,62.04,75.425,61.43333333333334,56.875,60.06,,,,,-0.1837,-0.2039,-0.136145,-0.0959,-0.0355,-0.145014,-0.08,7.0,0.43799999999999994,1473.96,-40.5384,6.4618,,,,,62.70000000000001,,63.1,64.18333333333334,68.21666666666667,73.275,55.9,67.2,59.75,,,,-0.05,-0.03,1551.22,-77.25999999999999,0.14,0.647,11.0
Rams,LAR,2017,1518.45,39.7705,1.49207,0.0612,0.0952,-0.0410722,-0.0901,-0.1107,-0.0255769,8.0,11,11.6149,12,0.5659,0.4341,-0.0139,7.8566,0.3117,0.1481,0.8089,0.1336,29.833333333333332,0.14,0.647,65.1,61.95,67.45714285714286,60.48333333333333,66.2,56.739999999999995,74.4,74.4,,,,,-0.2084,-0.2941,-0.167928,-0.0058,0.0533,-0.0418239,-0.24,4.0,0.25,1336.14,-11.419,3.3245,0.6263,-0.0183,7.3028,0.388,42.266666666666666,,54.9,57.857142857142854,62.04,75.425,61.43333333333334,56.875,60.06,,,,-0.08,-0.15999999999999998,1473.96,-137.81999999999994,0.15,0.79,15.0
Rams,LAR,2018,1663.52,2.7287,6.66605,0.1178,0.1641,0.0633963,-0.0181,0.0049,-0.0283578,7.5789,15,12.5616,16,0.5964,0.4036,0.0145,8.6678,0.1862,0.1467,0.9551,0.0369,30.666666666666668,0.15,0.79,73.95,69.53999999999999,74.4,66.84,70.4,60.08,67.8,69.95,,,,,0.0612,0.0952,-0.0410722,-0.0901,-0.1107,-0.0255769,0.14,11.0,0.647,1518.45,39.7705,11.6149,0.5659,-0.0139,7.8566,0.3117,65.1,,61.95,67.45714285714286,60.48333333333333,66.2,56.739999999999995,74.4,74.4,,,,-0.24,0.38,1336.14,182.30999999999995,0.04,0.563,9.0
Rams,LAR,2019,1583.99,7.5724,4.05792,-0.0145,0.0968,-0.151949,-0.0499,-0.0171,-0.0853476,1.875,9,8.7486,8,0.6358,0.3642,0.0213,7.7163,0.1974,0.1367,0.699,0.254,28.833333333333332,0.04,0.563,60.45,64.39999999999999,69.84,64.325,65.25,57.36,73.74000000000001,62.35,58.27791060939221,0.444,0.46299999999999997,0.408,0.1178,0.1641,0.0633963,-0.0181,0.0049,-0.0283578,0.15,15.0,0.79,1663.52,2.7287,12.5616,0.5964,0.0145,8.6678,0.1862,73.95,,69.53999999999999,74.4,66.84,70.4,60.08,67.8,69.95,,,,0.14,0.009999999999999981,1518.45,145.06999999999994,0.151,0.611,11.0
Rams,LAR,2020,1649.71,4.2188,6.50699,-0.0487,0.0172,-0.0757427,-0.1413,-0.1936,-0.122286,4.0,11,10.973,12,0.5963,0.4037,-0.0069,6.6956,0.1865,0.1542,0.5862,0.3683,31.85,0.151,0.611,71.1,68.63333333333334,71.225,63.0,68.39999999999999,47.333333333333336,71.9,64.78333333333333,68.76790663382188,0.446,0.474,0.40399999999999997,-0.0145,0.0968,-0.151949,-0.0499,-0.0171,-0.0853476,0.04,9.0,0.563,1583.99,7.5724,8.7486,0.6358,0.0213,7.7163,0.1974,60.45,58.27791060939221,64.39999999999999,69.84,64.325,65.25,57.36,73.74000000000001,62.35,0.444,0.46299999999999997,0.408,0.15,-0.10999999999999999,1663.52,-79.52999999999997,0.107,0.762,16.0
Rams,LAR,2021,1678.9,11.3329,6.52296,0.0447,0.2016,-0.159541,-0.0695,-0.0418,-0.0803282,5.7143,16,13.3829,14,0.6216,0.3784,0.0268,8.458,0.3396,0.1715,0.8795,0.1002,28.783333333333335,0.107,0.762,60.45,62.3,70.56,68.92857142857143,67.5125,58.6,61.0,60.525,67.68174068580431,0.466,0.502,0.406,-0.0487,0.0172,-0.0757427,-0.1413,-0.1936,-0.122286,0.151,11.0,0.611,1649.71,4.2188,10.973,0.5963,-0.0069,6.6956,0.1865,71.1,68.76790663382188,68.63333333333334,71.225,63.0,68.39999999999999,47.333333333333336,71.9,64.78333333333333,0.446,0.474,0.40399999999999997,0.04,0.11099999999999999,1583.99,65.72000000000003,-0.098,0.294,5.0
Rams,LAR,2022,1411.16,-59.8897,-2.85225,-0.0993,-0.1379,-0.0408186,-0.0033,0.0508,-0.0436347,-4.5294,5,6.2972,6,0.619,0.381,-0.0306,7.017,0.3364,0.1145,0.925,0.0676,29.633333333333333,-0.098,0.294,54.4,68.75,66.51111111111112,58.625,63.388888888888886,77.10000000000001,62.84285714285715,64.0,58.73380913106174,0.41200000000000003,0.44,0.366,0.0447,0.2016,-0.159541,-0.0695,-0.0418,-0.0803282,0.107,16.0,0.762,1678.9,11.3329,13.3829,0.6216,0.0268,8.458,0.3396,60.45,67.68174068580431,62.3,70.56,68.92857142857143,67.5125,58.6,61.0,60.525,0.466,0.502,0.406,0.151,-0.044,1649.71,29.190000000000055,0.04,0.556,10.0
Rams,LAR,2023,1592.05,15.463,3.90944,0.0111,0.0859,0.001308,-0.0195,0.0086,-0.0326426,1.4444,10,9.6688,11,0.5866,0.4134,-0.0287,7.7707,0.4916,0.11,0.951,0.049,30.683333333333334,0.04,0.556,84.45,68.075,68.04285714285714,52.760000000000005,63.275,57.46666666666667,53.339999999999996,54.550000000000004,,,,,-0.0993,-0.1379,-0.0408186,-0.0033,0.0508,-0.0436347,-0.098,5.0,0.294,1411.16,-59.8897,6.2972,0.619,-0.0306,7.017,0.3364,54.4,58.73380913106174,68.75,66.51111111111112,58.625,63.388888888888886,77.10000000000001,62.84285714285715,64.0,0.41200000000000003,0.44,0.366,0.107,-0.20500000000000002,1678.9,-267.74,-0.04232456626,0.579,11.0
Rams,LAR,2024,1559.78,0.6787,1.79604,0.0199,0.0687,-0.0897564,0.0295,0.0157,0.0164099,-0.3684,11,9.3122,6,0.5798,0.4202,-0.036,7.3907,,0.0885,,,29.166666666666668,-0.04232456626,0.579,72.75,66.9,74.38571428571429,66.53333333333333,59.15,60.26666666666667,54.48333333333333,71.0,,,,,0.0111,0.0859,0.001308,-0.0195,0.0086,-0.0326426,0.04,10.0,0.556,1592.05,15.463,9.6688,0.5866,-0.0287,7.7707,0.4916,84.45,,68.075,68.04285714285714,52.760000000000005,63.275,57.46666666666667,53.339999999999996,54.550000000000004,,,,-0.098,0.138,1411.16,180.88999999999987,,,14.0
Rams,LAR,2025,1660.29,13.3813,6.90776,0.1344,0.2285,0.000821501,-0.0305,-0.0508,-0.0455442,8.7,14,13.8563,16,0.5909,0.4091,0.0296,9.1227,,0.0663,,,30.483333333333334,,,,,,,,,,,,,,,0.0199,0.0687,-0.0897564,0.0295,0.0157,0.0164099,-0.04232456626,11.0,0.579,1559.78,0.6787,9.3122,0.5798,-0.036,7.3907,,72.75,,66.9,74.38571428571429,66.53333333333333,59.15,60.26666666666667,54.48333333333333,71.0,,,,0.04,-0.08232456626000001,1592.05,-32.26999999999998,,,
Dolphins,MIA,2011,1555.24,-7.5221,1.50184,-0.0288,-0.0253,-0.0812964,-0.0508,0.0108,-0.0987776,1.0,6,8.4721,6,,,,,,,,,,-0.01,0.375,66.2,61.13333333333333,68.43333333333332,85.4,56.3875,63.53333333333333,58.53333333333333,55.4,,,,,-0.0748,-0.0349,-0.128209,-0.0102,0.0613,-0.131946,-0.07,7.0,0.43799999999999994,1472.56,0.0735,6.1506,,,,,68.3,,58.9,61.55,62.166666666666664,66.71111111111111,70.65,75.36666666666666,58.5,,,,,,1503.29,-30.730000000000018,-0.08,0.43799999999999994,7.0
Dolphins,MIA,2012,1488.09,6.0754,-0.28354,-0.0291,-0.0662,-0.0720065,0.0033,0.0484,-0.0472757,-1.8125,7,7.0944,8,,,,,,,,,,-0.08,0.43799999999999994,71.4,62.56666666666666,63.916666666666664,75.2,58.1,62.91428571428571,58.36,71.0,,,,,-0.0288,-0.0253,-0.0812964,-0.0508,0.0108,-0.0987776,-0.01,6.0,0.375,1555.24,-7.5221,8.4721,,,,,66.2,,61.13333333333333,68.43333333333332,85.4,56.3875,63.53333333333333,58.53333333333333,55.4,,,,-0.07,0.060000000000000005,1472.56,82.68000000000006,-0.06,0.5,8.0
Dolphins,MIA,2013,1469.33,4.8912,-0.760967,-0.0262,-0.0049,-0.125948,0.0007,0.0075,0.00928899,-1.125,8,7.4772,7,,,,,,,,,,-0.06,0.5,61.85,73.03333333333333,70.48,70.875,71.46666666666667,60.371428571428574,66.5375,70.7,,,,,-0.0291,-0.0662,-0.0720065,0.0033,0.0484,-0.0472757,-0.08,7.0,0.43799999999999994,1488.09,6.0754,7.0944,,,,,71.4,,62.56666666666666,63.916666666666664,75.2,58.1,62.91428571428571,58.36,71.0,,,,-0.01,-0.07,1555.24,-67.15000000000009,0.01,0.5,8.0
Dolphins,MIA,2014,1521.89,25.4281,0.179692,-0.0117,0.041,-0.0751697,-0.0224,0.0444,-0.0699579,0.9375,8,8.3735,8,,,,,,,,,,0.01,0.5,65.55,68.16,67.06,70.075,61.06666666666666,64.3111111111111,58.871428571428574,66.05714285714285,,,,,-0.0262,-0.0049,-0.125948,0.0007,0.0075,0.00928899,-0.06,8.0,0.5,1469.33,4.8912,7.4772,,,,,61.85,,73.03333333333333,70.48,70.875,71.46666666666667,60.371428571428574,66.5375,70.7,,,,-0.08,0.020000000000000004,1488.09,-18.75999999999999,-0.1,0.375,6.0
Dolphins,MIA,2015,1351.34,-8.2034,-4.94739,-0.0593,-0.0072,-0.0956527,0.0246,0.1605,-0.0750629,-4.9375,6,5.8984,4,,,,,,,,,,-0.1,0.375,65.35,71.03333333333333,67.08333333333333,67.76,58.525,64.8375,57.71666666666667,63.0,,,,,-0.0117,0.041,-0.0751697,-0.0224,0.0444,-0.0699579,0.01,8.0,0.5,1521.89,25.4281,8.3735,,,,,65.55,,68.16,67.06,70.075,61.06666666666666,64.3111111111111,58.871428571428574,66.05714285714285,,,,-0.06,0.06999999999999999,1469.33,52.56000000000017,-0.01,0.588,10.0
Dolphins,MIA,2016,1479.96,-51.6258,-1.1192,-0.051,0.0491,-0.0826557,-0.0033,0.0236,0.00782735,-2.0588,10,7.6046,8,0.574,0.426,-0.0578,8.0253,0.4205,0.0861,0.6947,0.2377,28.933333333333334,-0.01,0.588,66.95,72.60000000000001,64.58,67.725,65.23333333333333,53.42857142857143,64.225,62.760000000000005,,,,,-0.0593,-0.0072,-0.0956527,0.0246,0.1605,-0.0750629,-0.1,6.0,0.375,1351.34,-8.2034,5.8984,,,,,65.35,,71.03333333333333,67.08333333333333,67.76,58.525,64.8375,57.71666666666667,63.0,,,,0.01,-0.11,1521.89,-170.55000000000018,-0.15,0.375,6.0
Dolphins,MIA,2017,1388.36,6.0942,-3.7117,-0.1455,-0.1155,-0.155535,-0.0146,0.1247,-0.0980906,-7.0,6,4.9774,3,0.6528,0.3472,-0.0066,8.1265,0.4981,0.0779,0.6577,0.2462,29.55,-0.15,0.375,55.166666666666664,67.23333333333333,66.9,68.86666666666666,65.9,53.31666666666666,64.6,61.8125,,,,,-0.051,0.0491,-0.0826557,-0.0033,0.0236,0.00782735,-0.01,10.0,0.588,1479.96,-51.6258,7.6046,0.574,-0.0578,8.0253,0.4205,66.95,,72.60000000000001,64.58,67.725,65.23333333333333,53.42857142857143,64.225,62.760000000000005,,,,-0.1,0.09000000000000001,1351.34,128.62000000000012,-0.15,0.43799999999999994,7.0
Dolphins,MIA,2018,1378.13,-3.9399,-4.74963,-0.1353,-0.1273,-0.105741,0.0187,0.0865,-0.00607609,-7.125,7,5.2237,6,0.597,0.403,-0.033,8.1656,0.4709,0.142,0.6904,0.1707,27.9,-0.15,0.43799999999999994,49.0,69.675,67.625,66.48333333333333,64.6,57.81666666666667,60.666666666666664,62.574999999999996,,,,,-0.1455,-0.1155,-0.155535,-0.0146,0.1247,-0.0980906,-0.15,6.0,0.375,1388.36,6.0942,4.9774,0.6528,-0.0066,8.1265,0.4981,55.166666666666664,,67.23333333333333,66.9,68.86666666666666,65.9,53.31666666666666,64.6,61.8125,,,,-0.01,-0.13999999999999999,1479.96,-91.60000000000014,-0.201,0.313,5.0
Dolphins,MIA,2019,1283.63,27.3605,-7.95646,-0.095,-0.0777,-0.165773,0.1184,0.2488,-0.0184152,-11.75,5,3.8915,3,0.7041,0.2959,0.0522,8.9265,0.5018,0.0631,0.5128,0.3084,28.816666666666666,-0.201,0.313,61.25,57.58,62.0,57.24285714285714,66.12,54.04,51.225,62.879999999999995,58.270451833721765,0.415,0.462,0.301,-0.1353,-0.1273,-0.105741,0.0187,0.0865,-0.00607609,-0.15,7.0,0.43799999999999994,1378.13,-3.9399,5.2237,0.597,-0.033,8.1656,0.4709,49.0,,69.675,67.625,66.48333333333333,64.6,57.81666666666667,60.666666666666664,62.574999999999996,,,,-0.15,0.0,1388.36,-10.22999999999979,0.049,0.625,10.0
Dolphins,MIA,2020,1513.02,-39.1688,1.03923,0.017,0.0559,-0.0791123,-0.0659,-0.0872,-0.00201569,4.125,10,9.6662,8,0.6214,0.3786,0.0296,7.6973,0.5126,0.1407,0.1877,0.2798,31.116666666666667,0.049,0.625,70.25,66.22,66.42,69.67500000000001,62.550000000000004,48.68,59.46,57.42,60.489983015871005,0.46799999999999997,0.514,0.391,-0.095,-0.0777,-0.165773,0.1184,0.2488,-0.0184152,-0.201,5.0,0.313,1283.63,27.3605,3.8915,0.7041,0.0522,8.9265,0.5018,61.25,58.270451833721765,57.58,62.0,57.24285714285714,66.12,54.04,51.225,62.879999999999995,0.415,0.462,0.301,-0.15,-0.05100000000000002,1378.13,-94.5,-0.019,0.529,9.0
Dolphins,MIA,2021,1477.77,-2.7011,-1.52199,-0.0774,-0.0124,-0.131466,-0.0437,-0.0482,-0.037331,-1.8824,9,7.5999,6,0.6341,0.3659,0.0196,7.2936,0.5512,0.1401,0.1708,0.6925,30.533333333333335,-0.019,0.529,72.3,62.73333333333333,66.24444444444445,66.51666666666667,66.02000000000001,60.2,62.52857142857143,59.279999999999994,57.70231004904866,0.418,0.47,0.32299999999999995,0.017,0.0559,-0.0791123,-0.0659,-0.0872,-0.00201569,0.049,10.0,0.625,1513.02,-39.1688,9.6662,0.6214,0.0296,7.6973,0.5126,70.25,60.489983015871005,66.22,66.42,69.67500000000001,62.550000000000004,48.68,59.46,57.42,0.46799999999999997,0.514,0.391,-0.201,0.25,1283.63,229.38999999999987,0.032,0.5,9.0
Dolphins,MIA,2022,1412.53,-139.668,-2.79722,0.0101,0.0648,-0.050387,0.0021,0.0114,-0.0453065,-0.2778,9,8.8761,10,0.6412,0.3588,0.0199,9.1252,0.4984,0.0462,0.3551,0.1242,29.216666666666665,0.032,0.5,70.56666666666666,71.8,69.97142857142858,71.53333333333333,62.6,53.260000000000005,57.63333333333333,62.46666666666667,67.22972443587251,0.446,0.467,0.40700000000000003,-0.0774,-0.0124,-0.131466,-0.0437,-0.0482,-0.037331,-0.019,9.0,0.529,1477.77,-2.7011,7.5999,0.6341,0.0196,7.2936,0.5512,72.3,57.70231004904866,62.73333333333333,66.24444444444445,66.51666666666667,66.02000000000001,60.2,62.52857142857143,59.279999999999994,0.418,0.47,0.32299999999999995,0.049,-0.068,1513.02,-35.25,0.13,0.611,11.0
Dolphins,MIA,2023,1612.08,5.8363,4.71064,0.0723,0.14,-0.0225553,-0.0189,-0.031,-0.0546273,4.7778,11,10.9675,12,0.5917,0.4083,-0.0098,7.6348,0.634,0.0376,0.7881,0.0858,29.833333333333332,0.13,0.611,69.7,73.85000000000001,69.81428571428572,69.78,68.17999999999999,70.47999999999999,64.55555555555556,72.65,,,,,0.0101,0.0648,-0.050387,0.0021,0.0114,-0.0453065,0.032,9.0,0.5,1412.53,-139.668,8.8761,0.6412,0.0199,9.1252,0.4984,70.56666666666666,67.22972443587251,71.8,69.97142857142858,71.53333333333333,62.6,53.260000000000005,57.63333333333333,62.46666666666667,0.446,0.467,0.40700000000000003,-0.019,0.051000000000000004,1477.77,-65.24000000000001,-0.03099899621,0.47100000000000003,8.0
Dolphins,MIA,2024,1478.07,-61.2838,-1.47205,-0.0189,0.0667,-0.185991,-0.0033,0.0088,-0.0662364,-1.1176,8,7.9607,9,0.6134,0.3866,-0.0255,6.322,,0.0567,,,31.65,-0.03099899621,0.47100000000000003,59.166666666666664,68.85,60.2,60.128571428571426,61.53333333333333,57.375,57.92857142857143,56.75,,,,,0.0723,0.14,-0.0225553,-0.0189,-0.031,-0.0546273,0.13,11.0,0.611,1612.08,5.8363,10.9675,0.5917,-0.0098,7.6348,0.634,69.7,,73.85000000000001,69.81428571428572,69.78,68.17999999999999,70.47999999999999,64.55555555555556,72.65,,,,0.032,0.098,1412.53,199.54999999999995,,,7.0
Dolphins,MIA,2025,1356.64,-75.9449,-5.2384,0.0094,-0.0093,-0.0286597,0.0902,0.1343,0.0253443,-4.5294,7,6.5185,9,0.5658,0.4342,-0.0584,7.0482,,0.035,,,28.733333333333334,,,,,,,,,,,,,,,-0.0189,0.0667,-0.185991,-0.0033,0.0088,-0.0662364,-0.03099899621,8.0,0.47100000000000003,1478.07,-61.2838,7.9607,0.6134,-0.0255,6.322,,59.166666666666664,,68.85,60.2,60.128571428571426,61.53333333333333,57.375,57.92857142857143,56.75,,,,0.13,-0.16099899621,1612.08,-134.01,,,
Vikings,MIN,2011,1410.76,-7.9205,-4.27749,-0.0566,-0.1632,0.071143,0.0615,0.1857,-0.115239,-6.8125,3,5.4553,9,,,,,,,,,,-0.1,0.188,55.43333333333334,66.76666666666667,65.05,73.2,64.17999999999999,66.125,58.949999999999996,46.875,,,,,-0.1018,-0.1813,-0.0760518,-0.0345,-0.0202,-0.10321,-0.07,6.0,0.375,1383.02,-66.316,6.015,,,,,54.300000000000004,,71.95,70.13333333333334,70.575,64.9,73.18,64.975,48.339999999999996,,,,,,1714.8,-331.78,-0.01,0.588,10.0
Vikings,MIN,2012,1464.89,-52.4254,-1.21121,0.0288,-0.0443,0.0205459,0.0059,0.0884,-0.122184,1.0,10,8.9497,9,,,,,,,,,,-0.01,0.588,44.95,73.9,66.85000000000001,66.28,65.275,60.97142857142857,57.94,62.7,,,,,-0.0566,-0.1632,0.071143,0.0615,0.1857,-0.115239,-0.1,3.0,0.188,1410.76,-7.9205,5.4553,,,,,55.43333333333334,,66.76666666666667,65.05,73.2,64.17999999999999,66.125,58.949999999999996,46.875,,,,-0.07,-0.03,1383.02,27.74000000000001,-0.11,0.33299999999999996,5.0
Vikings,MIN,2013,1444.06,-8.5321,-1.77183,0.0151,-0.1098,0.0412947,0.0981,0.1527,-0.050747,-5.5625,5,6.0932,6,,,,,,,,,,-0.11,0.33299999999999996,57.800000000000004,70.73333333333333,74.65,68.19999999999999,60.339999999999996,61.275,58.64,58.239999999999995,,,,,0.0288,-0.0443,0.0205459,0.0059,0.0884,-0.122184,-0.01,10.0,0.588,1464.89,-52.4254,8.9497,,,,,44.95,,73.9,66.85000000000001,66.28,65.275,60.97142857142857,57.94,62.7,,,,-0.1,0.09000000000000001,1410.76,54.13000000000011,-0.04,0.43799999999999994,7.0
Vikings,MIN,2014,1481.36,24.8182,-1.44147,-0.0543,-0.063,-0.0077142,-0.0329,0.0411,-0.0354424,-1.125,7,7.4897,7,,,,,,,,,,-0.04,0.43799999999999994,57.96666666666666,62.5,69.74,61.35,71.8,66.28571428571429,59.666666666666664,75.125,,,,,0.0151,-0.1098,0.0412947,0.0981,0.1527,-0.050747,-0.11,5.0,0.33299999999999996,1444.06,-8.5321,6.0932,,,,,57.800000000000004,,70.73333333333333,74.65,68.19999999999999,60.339999999999996,61.275,58.64,58.239999999999995,,,,-0.01,-0.1,1464.89,-20.830000000000155,0.04,0.647,11.0
Vikings,MIN,2015,1568.22,-0.774,3.72794,0.0171,-0.04,-0.00860038,-0.0497,-0.0351,-0.0959077,3.6471,11,10.2981,10,,,,,,,,,,0.04,0.647,56.0,67.96666666666667,67.14999999999999,69.31666666666666,64.38,56.957142857142856,59.56666666666666,62.56,,,,,-0.0543,-0.063,-0.0077142,-0.0329,0.0411,-0.0354424,-0.04,7.0,0.43799999999999994,1481.36,24.8182,7.4897,,,,,57.96666666666666,,62.5,69.74,61.35,71.8,66.28571428571429,59.666666666666664,75.125,,,,-0.11,0.07,1444.06,37.299999999999955,0.06,0.5,8.0
Vikings,MIN,2016,1513.19,32.0113,0.198833,-0.0714,0.0694,-0.258012,-0.1037,-0.1022,-0.139227,1.25,8,8.5972,7,0.6388,0.3612,0.0111,6.5997,0.475,0.0946,0.5158,0.2004,30.333333333333332,0.06,0.5,70.0,54.699999999999996,66.89999999999999,59.160000000000004,59.42,56.38333333333333,69.36666666666666,62.599999999999994,,,,,0.0171,-0.04,-0.00860038,-0.0497,-0.0351,-0.0959077,0.04,11.0,0.647,1568.22,-0.774,10.2981,,,,,56.0,,67.96666666666667,67.14999999999999,69.31666666666666,64.38,56.957142857142856,59.56666666666666,62.56,,,,-0.04,0.08,1481.36,86.86000000000013,0.15,0.778,14.0
Vikings,MIN,2017,1678.77,-19.3083,7.90493,-0.0155,0.0832,-0.125649,-0.1268,-0.1113,-0.142291,5.7778,14,11.9394,14,0.5551,0.4449,-0.0299,7.6015,0.3633,0.1006,0.5177,0.2605,32.06666666666667,0.15,0.778,70.76666666666667,71.4,67.21666666666667,65.3,72.1,72.97999999999999,61.43333333333334,78.475,,,,,-0.0714,0.0694,-0.258012,-0.1037,-0.1022,-0.139227,0.06,8.0,0.5,1513.19,32.0113,8.5972,0.6388,0.0111,6.5997,0.475,70.0,,54.699999999999996,66.89999999999999,59.160000000000004,59.42,56.38333333333333,69.36666666666666,62.599999999999994,,,,0.04,0.019999999999999997,1568.22,-55.02999999999997,0.03,0.5329999999999999,8.0
Vikings,MIN,2018,1589.26,4.0142,3.69556,-0.1198,-0.0326,-0.19581,-0.1259,-0.1557,-0.104018,1.1875,8,8.5133,8,0.6677,0.3323,0.0237,7.2902,0.4373,0.0683,0.5904,0.2694,29.7,0.03,0.5329999999999999,79.3,65.9,69.56,67.92,64.175,64.46666666666667,66.96666666666665,76.775,,,,,-0.0155,0.0832,-0.125649,-0.1268,-0.1113,-0.142291,0.15,14.0,0.778,1678.77,-19.3083,11.9394,0.5551,-0.0299,7.6015,0.3633,70.76666666666667,,71.4,67.21666666666667,65.3,72.1,72.97999999999999,61.43333333333334,78.475,,,,0.06,0.09,1513.19,165.57999999999993,0.123,0.611,11.0
Vikings,MIN,2019,1584.69,5.6373,4.08586,0.0064,0.113,-0.0621514,-0.0863,-0.0785,-0.0970454,5.1667,11,11.4497,9,0.5276,0.4724,-0.0845,7.5858,0.1225,0.0855,0.1153,0.3838,28.533333333333335,0.123,0.611,81.55000000000001,72.075,69.08333333333333,73.17999999999999,60.94000000000001,68.95,58.63333333333333,84.53333333333333,59.693670118455685,0.42100000000000004,0.48,0.353,-0.1198,-0.0326,-0.19581,-0.1259,-0.1557,-0.104018,0.03,8.0,0.5329999999999999,1589.26,4.0142,8.5133,0.6677,0.0237,7.2902,0.4373,79.3,,65.9,69.56,67.92,64.175,64.46666666666667,66.96666666666665,76.775,,,,0.15,-0.12,1678.77,-89.50999999999999,-0.006,0.43799999999999994,7.0
Vikings,MIN,2020,1485.6,15.7034,-0.0577148,0.0395,0.1577,0.0191507,0.1014,0.1466,0.0137473,-2.8125,7,7.0608,6,0.5625,0.4375,-0.0484,7.9981,0.156,0.041,0.1808,0.2741,29.95,-0.006,0.43799999999999994,83.4,78.525,75.5,60.15,53.7,45.9125,56.31428571428571,53.67999999999999,62.08693774112261,0.491,0.523,0.44799999999999995,0.0064,0.113,-0.0621514,-0.0863,-0.0785,-0.0970454,0.123,11.0,0.611,1584.69,5.6373,11.4497,0.5276,-0.0845,7.5858,0.1225,81.55000000000001,59.693670118455685,72.075,69.08333333333333,73.17999999999999,60.94000000000001,68.95,58.63333333333333,84.53333333333333,0.42100000000000004,0.48,0.353,0.03,0.093,1589.26,-4.569999999999936,0.022,0.47100000000000003,8.0
Vikings,MIN,2021,1505.64,-3.2969,-0.40728,-0.0067,0.0852,-0.0912043,-0.0155,-0.0596,0.0306526,-0.0588,8,8.4763,9,0.6022,0.3978,-0.0245,8.0835,0.246,0.0586,0.3741,0.1834,29.6,0.022,0.47100000000000003,59.63333333333333,64.55,69.4,56.550000000000004,61.957142857142856,57.879999999999995,58.957142857142856,70.10000000000001,60.86195204852631,0.41600000000000004,0.45299999999999996,0.359,0.0395,0.1577,0.0191507,0.1014,0.1466,0.0137473,-0.006,7.0,0.43799999999999994,1485.6,15.7034,7.0608,0.5625,-0.0484,7.9981,0.156,83.4,62.08693774112261,78.525,75.5,60.15,53.7,45.9125,56.31428571428571,53.67999999999999,0.491,0.523,0.44799999999999995,0.123,-0.129,1584.69,-99.09000000000015,-0.001,0.722,13.0
Vikings,MIN,2022,1485.19,-2.4264,0.108945,-0.0104,0.0538,-0.10562,0.0207,0.0514,0.00599326,-0.5556,13,8.7646,11,0.6589,0.3411,0.0243,7.4963,0.3617,0.1643,0.6739,0.1623,29.816666666666666,-0.001,0.722,73.2,62.275000000000006,76.06,75.5,66.2,66.2,62.457142857142856,71.43333333333332,65.00562884578557,0.45799999999999996,0.49700000000000005,0.38,-0.0067,0.0852,-0.0912043,-0.0155,-0.0596,0.0306526,0.022,8.0,0.47100000000000003,1505.64,-3.2969,8.4763,0.6022,-0.0245,8.0835,0.246,59.63333333333333,60.86195204852631,64.55,69.4,56.550000000000004,61.957142857142856,57.879999999999995,58.957142857142856,70.10000000000001,0.41600000000000004,0.45299999999999996,0.359,-0.006,0.027999999999999997,1485.6,20.04000000000019,-0.02,0.41200000000000003,7.0
Vikings,MIN,2023,1481.42,-35.9308,-0.515654,-0.062,-0.0243,-0.0725024,-0.0417,0.0204,-0.0990078,-1.0588,7,7.9869,7,0.667,0.333,0.0219,7.8487,0.4393,0.1364,0.6479,0.2781,29.133333333333333,-0.02,0.41200000000000003,67.5,65.975,63.53333333333333,62.425,56.65714285714286,64.25999999999999,57.32857142857143,69.4,,,,,-0.0104,0.0538,-0.10562,0.0207,0.0514,0.00599326,-0.001,13.0,0.722,1485.19,-2.4264,8.7646,0.6589,0.0243,7.4963,0.3617,73.2,65.00562884578557,62.275000000000006,76.06,75.5,66.2,66.2,62.457142857142856,71.43333333333332,0.45799999999999996,0.49700000000000005,0.38,0.022,-0.023,1505.64,-20.450000000000045,0.111098585,0.778,14.0
