team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Year,weighted_grade,weighted_average_grade,merge_player_y
Broncos,00-0032971,120.43504170167978,Broncos,0.06,56.30%,Justin Simmons,SS,0.3937367166870613,2016.0,justin simmons,justin simmons,justin simmons,1057.0,Justin Simmons,DEN,S,294.0,10732.0,12.0,2.0,0.0,0.0,10.0,0.0,75.4,75.3,83.3,85.5,2.0,0.0,0.0,0.0,1.0,0.0,43.6,8.0,214.0,50.0,212.0,20.0,5.0,19.0,1.0,13.0,0.0,93.0,2016.0,22138.2,MISSING,justin simmons
Broncos,00-0027653,104.85746176919314,Broncos,0.06,56.30%,T.J. Ward,SS,3.703226637470213,2016.0,tj ward,tj ward,tj ward,942.0,T.J. Ward,DEN,S,984.0,5563.0,14.0,15.0,0.0,3.0,10.0,2.0,65.2,66.7,66.7,57.6,1.0,0.0,13.7,13.0,5.0,6.0,88.5,42.0,246.0,456.0,526.0,171.0,28.0,67.0,1.0,60.0,2.0,344.0,2016.0,65632.8,MISSING,tj ward
Broncos,00-0027256,0.0,Broncos,0.06,56.30%,Darian Stewart,FS,2.994783280736782,2016.0,darian stewart,darian stewart,darian stewart,951.0,Darian Stewart,DEN,S,1080.0,5820.0,16.0,9.0,1.0,0.0,10.0,1.0,72.8,71.1,48.6,62.9,3.0,0.0,15.1,13.0,2.0,2.0,75.4,25.0,651.0,309.0,615.0,62.0,15.0,64.0,1.0,35.0,2.0,256.0,2016.0,76788.0,MISSING,darian stewart
Browns,00-0030114,17.589272964575017,Browns,-0.21,6.30%,Jordan Poyer,FS,0.4347266052682424,2016.0,jordan poyer,jordan poyer,jordan poyer,996.0,Jordan Poyer,CLV,S,354.0,8000.0,6.0,6.0,1.0,0.0,8.0,0.0,53.9,59.7,29.6,87.3,0.0,0.0,2.9,1.0,2.0,2.0,126.9,14.0,185.0,107.0,203.0,41.0,4.0,28.0,0.0,18.0,1.0,180.0,2016.0,21133.8,MISSING,jordan poyer
Browns,00-0031312,0.0,Browns,-0.21,6.30%,Ed Reynolds,FS,0.2187834095446641,2016.0,ed reynolds,ed reynolds,ed reynolds,1023.0,Ed Reynolds Jr.,CLV,S,505.0,8797.0,8.0,6.0,0.0,0.0,8.0,0.0,50.6,63.2,84.2,62.7,0.0,0.0,15.2,7.0,1.0,0.0,137.1,8.0,359.0,109.0,270.0,20.0,10.0,33.0,0.0,10.0,2.0,74.0,2016.0,31916.0,MISSING,ed reynolds
Browns,00-0032198,0.0,Browns,-0.21,6.30%,Ibraheim Campbell,SS,0.4205590262124041,2016.0,ibraheim campbell,ibraheim campbell,ibraheim campbell,1037.0,Ibraheim Campbell,CLV,S,418.0,9548.0,10.0,6.0,0.0,0.0,8.0,0.0,51.2,54.9,83.3,64.9,0.0,0.0,14.0,7.0,0.0,1.0,121.0,10.0,220.0,112.0,210.0,49.0,9.0,37.0,0.0,15.0,1.0,148.0,2016.0,22948.2,MISSING,ibraheim campbell
Buccaneers,00-0028031,63.62191573829264,Buccaneers,0.01,56.30%,Chris Conte,FS,1.932118245636633,2016.0,chris conte,chris conte,chris conte,958.0,Chris Conte,TB,S,718.0,6245.0,14.0,11.0,0.0,0.0,30.0,1.0,48.3,46.0,0.0,60.3,2.0,1.0,16.9,13.0,2.0,7.0,121.5,25.0,506.0,130.0,436.0,63.0,7.0,53.0,1.0,33.0,7.0,332.0,2016.0,33028.0,MISSING,chris conte
Buccaneers,00-0029422,32.250303709786536,Buccaneers,0.01,56.30%,Keith Tandy,FS,0.6504798093643331,2016.0,keith tandy,keith tandy,keith tandy,969.0,Keith Tandy,TB,S,402.0,7166.0,15.0,7.0,0.0,0.0,30.0,0.0,90.5,91.4,85.3,71.3,4.0,0.0,7.4,4.0,3.0,0.0,52.4,10.0,252.0,83.0,238.0,47.0,12.0,43.0,2.0,21.0,1.0,173.0,2016.0,36742.8,MISSING,keith tandy
Buccaneers,00-0030161,0.0,Buccaneers,0.01,56.30%,Bradley McDougald,SS,1.6442326270367746,2016.0,bradley mcdougald,bradley mcdougald,bradley mcdougald,1001.0,Bradley McDougald,TB,S,1012.0,8220.0,16.0,8.0,0.0,0.0,30.0,1.0,62.9,67.4,86.0,51.3,2.0,0.0,13.3,14.0,7.0,2.0,72.8,23.0,472.0,368.0,607.0,127.0,22.0,83.0,3.0,42.0,1.0,373.0,2016.0,68208.8,MISSING,bradley mcdougald
Cardinals,00-0030459,130.19224153531596,Cardinals,0.1,46.70%,Tyrann Mathieu,FS,2.793622077671153,2016.0,tyrann mathieu,tyrann mathieu,tyrann mathieu,987.0,Tyrann Mathieu,ARZ,S,561.0,7850.0,10.0,1.0,0.0,1.0,1.0,0.0,60.4,62.3,49.9,71.2,1.0,0.0,11.8,4.0,3.0,3.0,119.3,34.0,180.0,52.0,358.0,297.0,10.0,29.0,2.0,43.0,3.0,403.0,2016.0,34950.299999999996,MISSING,tyrann mathieu
Cardinals,00-0026240,23.69967991851887,Cardinals,0.1,46.70%,Tyvon Branch,SS,2.2541379532427386,2016.0,tyvon branch,tyvon branch,tyvon branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0031397,0.0,Cardinals,0.1,46.70%,Christian Bryant,FS,0.0198892252205835,2016.0,christian bryant,christian bryant,christian bryant,1026.0,Christian Bryant,ARZ,S,3.0,8875.0,2.0,0.0,0.0,0.0,1.0,0.0,28.1,31.5,68.6,70.8,0.0,0.0,0.0,0.0,0.0,0.0,83.3,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2016.0,94.5,MISSING,christian bryant
Cardinals,00-0030294,0.0,Cardinals,0.1,46.70%,Tony Jefferson,SS,1.0761898628196047,2016.0,tony jefferson,tony jefferson,tony jefferson,1003.0,Tony Jefferson,ARZ,S,931.0,8361.0,14.0,14.0,0.0,2.0,1.0,2.0,59.5,73.9,72.1,83.6,0.0,0.0,5.1,5.0,5.0,2.0,78.9,24.0,359.0,305.0,524.0,112.0,35.0,79.0,11.0,44.0,2.0,171.0,2016.0,68800.90000000001,MISSING,tony jefferson
Cardinals,00-0030566,0.0,Cardinals,0.1,46.70%,D.J. Swearinger,FS,1.0761898628196047,2016.0,dj swearinger,dj swearinger,dj swearinger,986.0,D.J. Swearinger Sr.,ARZ,S,839.0,7838.0,16.0,6.0,0.0,0.0,1.0,0.0,82.8,83.0,63.4,64.2,3.0,0.0,14.5,11.0,6.0,2.0,67.6,14.0,523.0,182.0,510.0,75.0,23.0,59.0,3.0,22.0,1.0,195.0,2016.0,69637.0,MISSING,dj swearinger
Chargers,00-0027710,38.087940425724895,Chargers,0.02,31.30%,Darrell Stuckey,FS,1.074740774135377,2016.0,darrell stuckey,darrell stuckey,darrell stuckey,944.0,Darrell Stuckey,SD,S,30.0,5634.0,8.0,0.0,0.0,0.0,27.0,0.0,47.0,50.1,77.5,82.4,0.0,0.0,0.0,0.0,0.0,0.0,118.8,2.0,14.0,1.0,18.0,6.0,1.0,4.0,0.0,2.0,0.0,46.0,2016.0,1503.0,MISSING,darrell stuckey
Chargers,00-0026253,20.11193878563836,Chargers,0.02,31.30%,Dwight Lowery,FS,1.0948670058607586,2016.0,dwight lowery,dwight lowery,dwight lowery,928.0,Dwight Lowery,SD,S,1003.0,4427.0,16.0,3.0,0.0,1.0,27.0,1.0,73.1,67.9,68.2,64.8,1.0,0.0,12.9,8.0,7.0,2.0,89.6,28.0,395.0,326.0,626.0,204.0,10.0,51.0,2.0,43.0,1.0,363.0,2016.0,68103.70000000001,MISSING,dwight lowery
Chargers,00-0031404,0.0,Chargers,0.02,31.30%,Adrian Phillips,FS,0.3864236491273266,2016.0,adrian phillips,adrian phillips,adrian phillips,1029.0,Adrian Phillips,SD,S,542.0,9177.0,14.0,5.0,0.0,0.0,27.0,0.0,46.2,54.0,84.8,68.5,1.0,0.0,9.4,3.0,2.0,1.0,120.5,9.0,296.0,153.0,339.0,43.0,4.0,24.0,0.0,11.0,2.0,252.0,2016.0,29268.0,MISSING,adrian phillips
Chargers,00-0030312,0.0,Chargers,0.02,31.30%,Jahleel Addae,SS,1.6442326270367746,2016.0,jahleel addae,jahleel addae,jahleel addae,1000.0,Jahleel Addae,SD,S,510.0,8117.0,8.0,7.0,0.0,0.0,27.0,0.0,80.3,79.5,47.6,72.9,1.0,1.0,9.3,5.0,3.0,1.0,76.5,16.0,316.0,144.0,306.0,35.0,17.0,42.0,2.0,23.0,0.0,191.0,2016.0,40545.0,MISSING,jahleel addae
Chiefs,00-0027858,244.80536618371596,Chiefs,0.05,70.60%,Eric Berry,FS,6.9594899207831515,2016.0,eric berry,eric berry,eric berry,938.0,Eric Berry,KC,S,1151.0,5530.0,17.0,13.0,0.0,1.0,16.0,0.0,90.3,89.9,71.7,80.6,5.0,2.0,8.9,9.0,4.0,3.0,55.3,26.0,743.0,173.0,698.0,164.0,19.0,79.0,4.0,37.0,1.0,224.0,2016.0,103474.9,MISSING,eric berry
Chiefs,00-0030665,0.0,Chiefs,0.05,70.60%,Daniel Sorensen,SS,0.3864236491273266,2016.0,daniel sorensen,daniel sorensen,daniel sorensen,1030.0,Daniel Sorensen,KC,S,573.0,9253.0,17.0,7.0,0.0,2.0,16.0,2.0,80.5,69.7,57.1,78.7,3.0,1.0,8.2,5.0,2.0,2.0,84.7,36.0,90.0,338.0,422.0,64.0,19.0,49.0,4.0,47.0,2.0,352.0,2016.0,39938.1,MISSING,daniel sorensen
Chiefs,00-0028445,0.0,Chiefs,0.05,70.60%,Ron Parker,FS,2.3185418947639596,2016.0,ron parker,ron parker,ron parker,964.0,Ron Parker,KC,S,1168.0,6625.0,17.0,13.0,2.0,2.0,16.0,0.0,74.5,72.8,86.0,72.2,1.0,0.0,10.1,8.0,8.0,3.0,100.4,32.0,604.0,267.0,705.0,220.0,11.0,58.0,1.0,51.0,4.0,343.0,2016.0,85030.4,MISSING,ron parker
Colts,00-0031571,94.69943124527188,Colts,-0.05,50.00%,Clayton Geathers,FS,0.4240883622077671,2016.0,clayton geathers,clayton geathers,clayton geathers,1036.0,Clayton Geathers,IND,S,559.0,9542.0,9.0,7.0,0.0,1.0,14.0,0.0,65.5,71.0,85.2,76.6,0.0,0.0,7.7,5.0,4.0,1.0,112.6,24.0,230.0,229.0,333.0,78.0,21.0,53.0,4.0,32.0,1.0,289.0,2016.0,39689.0,MISSING,clayton geathers
Colts,00-0030073,81.60324059712846,Colts,-0.05,50.00%,Duke Williams,FS,0.0767160430218329,2016.0,duke williams,duke williams,duke williams,992.0,Duke Williams,IND,S,91.0,7887.0,8.0,0.0,0.0,0.0,14.0,0.0,39.9,37.1,76.3,47.9,0.0,0.0,20.0,1.0,1.0,0.0,158.3,4.0,29.0,39.0,53.0,14.0,0.0,4.0,0.0,4.0,1.0,118.0,2016.0,3376.1,MISSING,duke williams
Colts,00-0027017,74.07323532237524,Colts,-0.05,50.00%,Darius Butler,FS,1.932118245636633,2016.0,darius butler,darius butler,darius butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0032496,0.0,Colts,-0.05,50.00%,Matthias Farley,SS,0.2898177368454949,2016.0,matthias farley,matthias farley,matthias farley,1071.0,Matthias Farley,IND,S,68.0,10953.0,7.0,1.0,0.0,0.0,14.0,0.0,61.6,62.1,81.7,52.8,0.0,0.0,16.7,1.0,0.0,0.0,123.6,2.0,35.0,22.0,47.0,8.0,4.0,4.0,0.0,3.0,1.0,19.0,2016.0,4222.8,MISSING,matthias farley
Colts,00-0022247,0.0,Colts,-0.05,50.00%,Mike Adams,SS,1.4229245829844783,2016.0,mike adams,mike adams,mike adams,917.0,Mike Adams,IND,S,997.0,1972.0,15.0,8.0,0.0,2.0,14.0,2.0,70.1,75.9,89.3,77.7,2.0,0.0,9.8,8.0,0.0,0.0,88.3,22.0,612.0,238.0,592.0,96.0,12.0,66.0,1.0,29.0,2.0,200.0,2016.0,75672.3,64.27699843260189,mike adams
Commanders,00-0024223,64.35308589748428,Commanders,0.02,53.30%,Donte Whitner,SS,0.2955000966059122,2016.0,donte whitner,donte whitner,donte whitner,918.0,Donte Whitner,WAS,S,564.0,2953.0,11.0,11.0,0.0,1.0,32.0,0.0,52.8,57.2,49.2,86.1,0.0,0.0,6.3,4.0,0.0,1.0,129.8,26.0,271.0,201.0,347.0,60.0,9.0,49.0,0.0,33.0,2.0,340.0,2016.0,32260.800000000003,67.57623188405799,donte whitner
Commanders,00-0030557,38.161714339649805,Commanders,0.02,53.30%,Josh Evans,SS,0.0255715849810008,2016.0,josh evans,josh evans,josh evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0031844,0.0,Commanders,0.02,53.30%,Deshazor Everett,SS,0.3381206929864107,2016.0,deshazor everett,deshazor everett,deshazor everett,1042.0,Deshazor Everett,WAS,S,40.0,9940.0,4.0,0.0,0.0,0.0,32.0,0.0,81.7,87.6,74.8,82.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,23.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,2016.0,3504.0,MISSING,deshazor everett
Commanders,00-0028942,0.0,Commanders,0.02,53.30%,Duke Ihenacho,SS,0.4347266052682424,2016.0,duke ihenacho,duke ihenacho,duke ihenacho,977.0,Duke Ihenacho,WAS,S,638.0,7297.0,14.0,7.0,0.0,0.0,32.0,0.0,67.4,61.9,57.4,34.9,0.0,0.0,20.5,15.0,1.0,1.0,117.9,15.0,372.0,187.0,385.0,46.0,17.0,51.0,4.0,17.0,1.0,129.0,2016.0,39492.2,MISSING,duke ihenacho
Cowboys,00-0030543,112.66388785777104,Cowboys,0.12,76.50%,J.J. Wilcox,FS,1.1705525858182522,2016.0,jj wilcox,jj wilcox,jj wilcox,989.0,J.J. Wilcox,DAL,S,573.0,7861.0,14.0,8.0,0.0,1.0,9.0,0.0,82.5,82.1,88.5,69.1,1.0,0.0,12.5,7.0,5.0,0.0,99.4,22.0,470.0,71.0,424.0,15.0,14.0,41.0,0.0,28.0,2.0,160.0,2016.0,47043.3,MISSING,jj wilcox
Cowboys,00-0030196,0.0,Cowboys,0.12,76.50%,Jeff Heath,FS,0.8694532105364848,2016.0,jeff heath,jeff heath,jeff heath,1004.0,Jeff Heath,DAL,S,263.0,8396.0,13.0,0.0,0.0,0.0,9.0,0.0,78.5,79.3,84.8,80.9,2.0,0.0,5.3,1.0,1.0,0.0,62.5,9.0,200.0,23.0,220.0,21.0,4.0,18.0,0.0,12.0,0.0,108.0,2016.0,20855.9,MISSING,jeff heath
Cowboys,00-0027416,0.0,Cowboys,0.12,76.50%,Barry Church,SS,3.0591872222580023,2016.0,barry church,barry church,barry church,953.0,Barry Church,DAL,S,724.0,5924.0,13.0,18.0,0.0,2.0,9.0,0.0,81.4,86.1,87.5,81.7,2.0,0.0,9.1,9.0,3.0,1.0,67.8,26.0,456.0,194.0,478.0,44.0,15.0,72.0,2.0,32.0,0.0,209.0,2016.0,62336.399999999994,MISSING,barry church
Dolphins,00-0031307,0.0,Dolphins,-0.01,58.80%,Walt Aikens,FS,0.4533889354028466,2016.0,walt aikens,walt aikens,walt aikens,1018.0,Walt Aikens,MIA,S,18.0,8760.0,2.0,0.0,0.0,0.0,17.0,0.0,55.0,53.9,74.4,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,11.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,970.2,MISSING,walt aikens
Dolphins,00-0030289,0.0,Dolphins,-0.01,58.80%,Bacarri Rambo,SS,0.25572100212533,2016.0,bacarri rambo,bacarri rambo,bacarri rambo,995.0,Bacarri Rambo,MIA,S,525.0,7972.0,10.0,6.0,0.0,0.0,17.0,0.0,48.6,50.6,86.3,55.3,1.0,0.0,18.4,9.0,2.0,0.0,104.3,12.0,368.0,79.0,335.0,59.0,8.0,34.0,2.0,17.0,1.0,197.0,2016.0,26565.0,MISSING,bacarri rambo
Dolphins,00-0027762,0.0,Dolphins,-0.01,58.80%,Reshad Jones,SS,5.283017968699685,2016.0,reshad jones,reshad jones,reshad jones,947.0,Reshad Jones,MIA,S,437.0,5686.0,6.0,7.0,0.0,0.0,17.0,0.0,86.4,85.3,82.8,71.3,1.0,0.0,8.2,4.0,1.0,0.0,42.8,8.0,233.0,125.0,226.0,41.0,17.0,38.0,4.0,13.0,0.0,67.0,2016.0,37276.1,MISSING,reshad jones
Dolphins,00-0028908,0.0,Dolphins,-0.01,58.80%,Michael Thomas,FS,0.4347266052682424,2016.0,michael thomas,michael thomas,michael thomas,975.0,Michael Thomas,MIA,S,620.0,7279.0,17.0,3.0,0.0,1.0,17.0,1.0,52.9,56.7,85.5,61.7,1.0,0.0,18.0,9.0,2.0,2.0,141.7,22.0,290.0,104.0,344.0,178.0,12.0,38.0,3.0,25.0,4.0,313.0,2016.0,35154.0,MISSING,michael thomas
Dolphins,00-0028564,MISSING,Dolphins,-0.01,58.80%,Isa Abdul-Quddus,FS,1.6637682746184066,2016.0,isa abdulquddus,isa abdulquddus,isa abdulquddus,965.0,Isa Abdul-Quddus,MIA,S,952.0,6722.0,15.0,13.0,1.0,0.0,17.0,0.0,70.2,67.3,11.7,63.5,2.0,0.0,13.6,11.0,3.0,4.0,81.0,17.0,643.0,179.0,561.0,66.0,20.0,57.0,2.0,28.0,3.0,150.0,2016.0,64069.6,MISSING,isa abdulquddus
Eagles,00-0026990,128.3858578639131,Eagles,0.04,43.80%,Malcolm Jenkins,FS,3.649557544921749,2016.0,malcolm jenkins,malcolm jenkins,malcolm jenkins,930.0,Malcolm Jenkins,PHI,S,1018.0,4937.0,16.0,11.0,1.0,0.0,24.0,1.0,74.7,74.5,68.6,54.6,3.0,2.0,16.1,14.0,6.0,5.0,103.5,47.0,231.0,240.0,600.0,439.0,30.0,62.0,3.0,68.0,7.0,455.0,2016.0,75841.0,MISSING,malcolm jenkins
Eagles,00-0031338,126.1343139114922,Eagles,0.04,43.80%,Terrence Brooks,FS,0.3960842403555097,2016.0,terrence brooks,terrence brooks,terrence brooks,1013.0,Terrence Brooks,PHI,S,4.0,8714.0,2.0,0.0,0.0,0.0,24.0,0.0,80.5,87.3,84.8,MISSING,1.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2016.0,349.2,MISSING,terrence brooks
Eagles,00-0027378,0.0,Eagles,0.04,43.80%,Chris Maragos,FS,1.2558768596638117,2016.0,chris maragos,chris maragos,chris maragos,952.0,Chris Maragos,PHI,S,2.0,5906.0,2.0,0.0,0.0,0.0,24.0,0.0,MISSING,43.2,69.5,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,86.4,MISSING,chris maragos
Eagles,00-0028899,0.0,Eagles,0.04,43.80%,Rodney McLeod,FS,1.6745024795517487,2016.0,rodney mcleod,rodney mcleod,rodney mcleod,974.0,Rodney McLeod,PHI,S,1014.0,7271.0,16.0,3.0,0.0,1.0,24.0,0.0,70.1,71.6,47.2,69.3,3.0,0.0,14.8,13.0,2.0,2.0,55.0,11.0,837.0,116.0,623.0,42.0,17.0,72.0,3.0,20.0,1.0,144.0,2016.0,72602.4,MISSING,rodney mcleod
Falcons,00-0032382,432.8370230110429,Falcons,0.12,68.40%,Keanu Neal,FS,1.2573575062793845,2016.0,keanu neal,keanu neal,keanu neal,1051.0,Keanu Neal,ATL,S,1136.0,10651.0,17.0,14.0,0.0,5.0,2.0,1.0,80.3,73.2,49.5,74.0,0.0,0.0,7.0,9.0,9.0,2.0,94.8,68.0,282.0,530.0,795.0,239.0,30.0,106.0,3.0,104.0,3.0,715.0,2016.0,83155.2,MISSING,keanu neal
Falcons,00-0031181,55.31933746765175,Falcons,0.12,68.40%,Ricardo Allen,SS,0.3381206929864107,2016.0,ricardo allen,ricardo allen,ricardo allen,1021.0,Ricardo Allen,ATL,S,1322.0,8782.0,19.0,12.0,0.0,0.0,2.0,0.0,85.8,81.2,89.1,74.5,4.0,0.0,11.5,11.0,1.0,1.0,63.6,13.0,1149.0,112.0,915.0,57.0,4.0,73.0,0.0,23.0,2.0,138.0,2016.0,107346.4,MISSING,ricardo allen
Falcons,00-0025513,12.766172196824169,Falcons,0.12,68.40%,Dashon Goldson,FS,0.0670554517936497,2016.0,dashon goldson,dashon goldson,dashon goldson,925.0,Dashon Goldson,ATL,S,5.0,3742.0,2.0,0.0,0.0,0.0,2.0,0.0,47.2,43.5,69.7,22.9,0.0,0.0,100.0,1.0,0.0,0.0,118.8,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,2016.0,217.5,MISSING,dashon goldson
Falcons,00-0030427,0.0,Falcons,0.12,68.40%,Kemal Ishmael,SS,1.0835795710697491,2016.0,kemal ishmael,kemal ishmael,kemal ishmael,997.0,Kemal Ishmael,ATL,S,310.0,8026.0,11.0,11.0,1.0,0.0,2.0,0.0,55.8,62.4,79.8,67.7,0.0,0.0,9.8,5.0,0.0,1.0,105.4,25.0,43.0,189.0,192.0,53.0,13.0,35.0,0.0,30.0,1.0,199.0,2016.0,19344.0,MISSING,kemal ishmael
Falcons,00-0031630,0.0,Falcons,0.12,68.40%,Akeem King,SS,0.3381206929864107,2016.0,akeem king,akeem king,akeem king,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0031070,0.0,Giants,0.02,64.70%,Nat Berhe,SS,0.4174663489405552,2016.0,nat berhe,nat berhe,nat berhe,1022.0,Nat Berhe,NYG,S,165.0,8787.0,7.0,1.0,0.0,1.0,21.0,0.0,46.9,52.3,81.0,65.7,0.0,0.0,11.1,2.0,0.0,0.0,101.7,7.0,133.0,19.0,99.0,12.0,5.0,15.0,0.0,11.0,0.0,123.0,2016.0,8629.5,MISSING,nat berhe
Giants,00-0031084,0.0,Giants,0.02,64.70%,Eric Pinkins,SS,0.0994467701423327,2016.0,eric pinkins,,eric pinkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0032262,0.0,Giants,0.02,64.70%,Landon Collins,FS,0.8958820119791331,2016.0,landon collins,landon collins,landon collins,1033.0,Landon Collins,NYG,S,1176.0,9466.0,17.0,13.0,0.0,0.0,21.0,1.0,73.4,81.7,70.5,83.0,5.0,1.0,9.7,13.0,8.0,2.0,70.1,46.0,438.0,478.0,707.0,118.0,49.0,108.0,6.0,67.0,2.0,514.0,2016.0,96079.2,MISSING,landon collins
Giants,00-0031586,0.0,Giants,0.02,64.70%,Mykkele Thompson,FS,0.2601771108391833,2016.0,mykkele thompson,jalen thompson,jalen thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0033083,0.0,Giants,0.02,64.70%,Darian Thompson,FS,0.4246048818187672,2016.0,darian thompson,darian thompson,darian thompson,1056.0,Darian Thompson,NYG,S,88.0,10705.0,2.0,1.0,0.0,0.0,21.0,0.0,57.2,56.4,80.8,67.9,0.0,0.0,12.5,1.0,0.0,0.0,118.8,3.0,70.0,9.0,61.0,4.0,2.0,6.0,0.0,3.0,0.0,40.0,2016.0,4963.2,MISSING,darian thompson
Jaguars,00-0032108,100.541862623757,Jaguars,-0.04,18.80%,James Sample,FS,0.3124525020931281,2016.0,james sample,james sample,james sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0030538,0.0,Jaguars,-0.04,18.80%,Johnathan Cyprien,SS,1.1207380691698332,2016.0,johnathan cyprien,johnathan cyprien,johnathan cyprien,985.0,Johnathan Cyprien,JAX,S,1070.0,7814.0,16.0,10.0,0.0,1.0,15.0,1.0,59.1,73.3,85.0,72.6,0.0,0.0,8.7,11.0,5.0,6.0,101.4,41.0,152.0,514.0,628.0,259.0,38.0,105.0,2.0,62.0,2.0,498.0,2016.0,78431.0,MISSING,johnathan cyprien
Jaguars,00-0028924,0.0,Jaguars,-0.04,18.80%,Tashaun Gipson,FS,2.7089907902363626,2016.0,tashaun gipson,tashaun gipson,tashaun gipson,976.0,Tashaun Gipson Sr.,JAX,S,1040.0,7288.0,16.0,4.0,0.0,0.0,15.0,0.0,47.4,53.1,86.9,86.9,1.0,0.0,2.4,1.0,1.0,1.0,124.6,12.0,901.0,66.0,630.0,69.0,4.0,37.0,1.0,17.0,2.0,200.0,2016.0,55224.0,MISSING,tashaun gipson
Jaguars,00-0028846,0.0,Jaguars,-0.04,18.80%,Peyton Thompson,SS,0.3864236491273266,2016.0,peyton thompson,peyton thompson,peyton thompson,973.0,Peyton Thompson,JAX,S,84.0,7235.0,4.0,4.0,0.0,0.0,15.0,0.0,62.5,65.5,78.7,82.2,0.0,0.0,0.0,0.0,0.0,0.0,84.0,6.0,10.0,2.0,58.0,66.0,0.0,2.0,0.0,9.0,0.0,57.0,2016.0,5502.0,MISSING,peyton thompson
Jaguars,00-0030644,MISSING,Jaguars,-0.04,18.80%,Akeem Davis,SS,0.039778450441167,2016.0,akeem davis,akeem davis,akeem davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031343,344.73542755459476,Jets,-0.11,31.30%,Calvin Pryor,FS,1.5041109035872997,2016.0,calvin pryor,calvin pryor,calvin pryor,1011.0,Calvin Pryor,NYJ,S,814.0,8653.0,15.0,11.0,1.0,1.0,22.0,0.0,46.5,50.5,16.5,62.0,0.0,0.0,15.9,11.0,4.0,5.0,99.0,30.0,298.0,358.0,455.0,93.0,18.0,47.0,6.0,41.0,0.0,354.0,2016.0,41107.0,MISSING,calvin pryor
Jets,00-0027988,116.70282360826918,Jets,-0.11,31.30%,Marcus Gilchrist,SS,3.622721710568687,2016.0,marcus gilchrist,marcus gilchrist,marcus gilchrist,957.0,Marcus Gilchrist,NYJ,S,819.0,6202.0,13.0,5.0,0.0,1.0,22.0,0.0,60.2,62.7,59.6,83.3,2.0,0.0,7.4,4.0,1.0,1.0,95.8,17.0,531.0,182.0,498.0,96.0,6.0,45.0,1.0,26.0,2.0,285.0,2016.0,51351.3,MISSING,marcus gilchrist
Jets,00-0030170,0.0,Jets,-0.11,31.30%,Rontez Miles,FS,0.3381206929864107,2016.0,rontez miles,rontez miles,rontez miles,999.0,Rontez Miles,NYJ,S,393.0,8102.0,16.0,15.0,0.0,1.0,22.0,0.0,66.4,75.7,82.9,91.0,0.0,0.0,1.9,1.0,0.0,0.0,127.0,12.0,193.0,133.0,199.0,39.0,18.0,37.0,1.0,19.0,5.0,149.0,2016.0,29750.1,MISSING,rontez miles
Jets,00-0031895,0.0,Jets,-0.11,31.30%,Ronald Martin,SS,0.0596676756617505,2016.0,ronald martin,ronald martin,ronald martin,1045.0,Ronald Martin,NYJ,S,3.0,9991.0,2.0,0.0,0.0,0.0,22.0,0.0,MISSING,63.7,63.9,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2016.0,191.1,MISSING,ronald martin
