team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,targeted_qb_rating,targets,touchdowns,wide_rate,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,inline_snaps,slot_snaps,wide_snaps,total_snaps,Year,weighted_grade,weighted_average_grade,merge_player_y
Panthers,00-0025470,16.216674048766254,Panthers,0.03,64.70%,Charles Johnson,WR,1.002994011976048,2017.0,charles johnson,charles johnson,charles johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0033412,0.0,Panthers,0.03,64.70%,Fred Ross,WR,0.2103790419161676,2017.0,fred ross,fred brown,fred brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0032488,0.0,Panthers,0.03,64.70%,Mose Frazier,WR,0.0327580838323353,2017.0,mose frazier,,mose frazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0030113,0.0,Panthers,0.03,64.70%,Charles Johnson,WR,1.002994011976048,2017.0,charles johnson,charles johnson,charles johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0026293,9.46195641710482,Patriots,0.09,79.00%,Matthew Slater,WR,0.9842814371257484,2017.0,matthew slater,matthew slater,matthew slater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0032400,0.0,Patriots,0.09,79.00%,Malcolm Mitchell,WR,0.3038910179640718,2017.0,malcolm mitchell,malcolm mitchell,malcolm mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0027150,0.0,Patriots,0.09,79.00%,Julian Edelman,WR,4.441117365269461,2017.0,julian edelman,julian edelman,julian edelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0032188,72.36323116309717,Ravens,0.07,56.30%,Vince Mayle,WR,0.3233532934131736,2017.0,vince mayle,vince mayle,vince mayle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0033366,0.0,Ravens,0.07,56.30%,Quincy Adeboyejo,WR,0.0163790419161676,2017.0,quincy adeboyejo,,quincy adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0033379,0.0,Ravens,0.07,56.30%,Tim White,WR,0.2095808383233532,2017.0,tim white,tim white,tim white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0033382,0.0,Saints,0.14,66.70%,Austin Carr,WR,0.2784431137724551,2017.0,austin carr,austin carr,austin carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0034011,0.0,Saints,0.14,66.70%,Dan Arnold,WR,0.2784431137724551,2017.0,dan arnold,,dan arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0033589,19.86096328928047,Seahawks,0.06,56.30%,David Moore,WR,0.0982742514970059,2017.0,david moore,david moore,david moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0033769,0.0,Texans,-0.08,25.00%,Deante' Gray,WR,0.2087820359281437,2017.0,deante gray,danny gray,danny gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0032778,0.0,Titans,-0.05,55.60%,Tajae Sharpe,WR,0.2585155688622754,2017.0,tajae sharpe,tajae sharpe,tajae sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0032937,0.0,49ers,-0.09,25.00%,Max McCaffrey,WR,0.0184238148984198,2018.0,max mccaffrey,max mccaffrey,max mccaffrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0034072,0.0,49ers,-0.09,25.00%,Steven Dunbar,WR,0.0159339729119638,2018.0,steven dunbar,,steven dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0032839,0.0,Bengals,-0.12,37.50%,Hunter Sharp,WR,0.0184238148984198,2018.0,hunter sharp,hunter sharp,hunter sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0034256,0.0,Bills,-0.05,37.50%,Da'Mari Scott,WR,0.0637358916478555,2018.0,damari scott,damari scott,damari scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0031697,0.0,Broncos,-0.01,37.50%,Jordan Taylor,WR,0.355530474040632,2018.0,jordan taylor,jordan taylor,jordan taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0034113,0.0,Broncos,-0.01,37.50%,Jimmy Williams,WR,0.0018809255079006,2018.0,jimmy williams,roy williams,roy williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0033079,0.0,Browns,-0.03,46.70%,Ricardo Louis,WR,0.4356444695259593,2018.0,ricardo louis,ricardo louis,ricardo louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029129,0.0,Browns,-0.03,46.70%,Rod Streater,WR,0.2217522573363431,2018.0,rod streater,rod streater,rod streater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0034864,0.0,Browns,-0.03,46.70%,Blake Jackson,WR,0.0159339729119638,2018.0,blake jackson,,blake jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0034609,0.0,Buccaneers,-0.06,31.30%,Sergio Bailey,WR,0.2050411963882618,2018.0,sergio bailey,,sergio bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0032577,0.0,Cardinals,-0.27,18.80%,D.J. Foster,WR,0.2217832957110609,2018.0,dj foster,,dj foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0033305,14.032545536471172,Cardinals,-0.27,18.80%,Malachi Dupre,WR,0.0159339729119638,2018.0,malachi dupre,malachi corley,malachi corley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0034409,38.054698123297094,Chargers,0.14,72.20%,Dylan Cantrell,WR,0.0637358916478555,2018.0,dylan cantrell,,dylan cantrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0031953,30.01517274223616,Chargers,0.14,72.20%,Geremy Davis,WR,0.431010158013544,2018.0,geremy davis,geremy davis,geremy davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0033706,0.0,Chargers,0.14,72.20%,Artavis Scott,WR,0.2048532731376975,2018.0,artavis scott,damari scott,damari scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0034297,0.0,Chiefs,0.2,72.20%,Byron Pringle,WR,0.2076749435665914,2018.0,byron pringle,byron pringle,byron pringle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0034395,58.54939093308889,Colts,0.11,61.10%,Daurice Fountain,WR,0.0637358916478555,2018.0,daurice fountain,daurice fountain,daurice fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0031291,0.0,Colts,0.11,61.10%,James Wright,WR,0.2217832957110609,2018.0,james wright,james wright,james wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0034406,0.0,Colts,0.11,61.10%,Deon Cain,WR,0.2197562076749435,2018.0,deon cain,deon cain,deon cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0033530,0.0,Commanders,-0.09,43.80%,Robert Davis,WR,0.2133182844243792,2018.0,robert davis,robert davis,robert davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0034104,0.0,Commanders,-0.09,43.80%,Cam Sims,WR,0.2087370203160271,2018.0,cam sims,cam sims,cam sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0034418,0.0,Cowboys,0.05,61.10%,Cedrick Wilson,WR,0.221558690744921,2018.0,cedrick wilson,cedrick wilson,cedrick wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0033555,0.0,Eagles,0.01,55.60%,Mack Hollins,WR,0.3030005643340858,2018.0,mack hollins,mack hollins,mack hollins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0032550,0.0,Giants,-0.04,31.30%,Alonzo Russell,WR,0.0159339729119638,2018.0,alonzo russell,,alonzo russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0034206,0.0,Giants,-0.04,31.30%,Quadree Henderson,WR,0.1080530474040632,2018.0,quadree henderson,devery henderson,devery henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0033006,0.0,Jaguars,-0.1,31.30%,Jaydon Mickens,WR,0.2485722347629797,2018.0,jaydon mickens,jaydon mickens,jaydon mickens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0031431,0.0,Jaguars,-0.1,31.30%,Marqise Lee,WR,2.6276805869074495,2018.0,marqise lee,marqise lee,marqise lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0032688,0.0,Jets,-0.15,25.00%,Robby Anderson,WR,0.3574119638826185,2018.0,robby anderson,,robby anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0033757,0.0,Packers,0.0,40.00%,Robert Tonyan Jr.,WR,0.2708803611738148,2018.0,robert tonyan,robert herron,robert herron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0032423,0.0,Packers,0.0,40.00%,Trevor Davis,WR,0.3875812641083521,2018.0,trevor davis,trevor davis,trevor davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0033003,0.0,Panthers,0.01,43.80%,Jamaal Jones,WR,0.2048532731376975,2018.0,jamaal jones,james jones,james jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0032488,0.0,Panthers,0.01,43.80%,Mose Frazier,WR,0.0637358916478555,2018.0,mose frazier,,mose frazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0026293,7.0095897170875565,Patriots,0.11,73.70%,Matthew Slater,WR,1.1427765237020315,2018.0,matthew slater,matthew slater,matthew slater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0033386,0.0,Patriots,0.11,73.70%,Cody Hollister,WR,0.2048532731376975,2018.0,cody hollister,cody hollister,cody hollister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0034419,0.0,Patriots,0.11,73.70%,Braxton Berrios,WR,0.221558690744921,2018.0,braxton berrios,braxton berrios,braxton berrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0033266,0.0,Rams,0.15,79.00%,Jojo Natson,WR,0.2947810383747178,2018.0,jojo natson,jojo natson,jojo natson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0033114,0.0,Rams,0.15,79.00%,Mike Thomas,WR,0.3719057562076749,2018.0,mike thomas,mike thomas,mike thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0034271,56.585388556441146,Ravens,0.11,58.80%,Jordan Lasley,WR,0.3087861173814898,2018.0,jordan lasley,jordan leslie,jordan leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0033366,0.0,Ravens,0.11,58.80%,Quincy Adeboyejo,WR,0.2708803611738148,2018.0,quincy adeboyejo,,quincy adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0034267,0.0,Ravens,0.11,58.80%,Jaleel Scott,WR,0.2867353273137697,2018.0,jaleel scott,jaleel scott,jaleel scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0034011,0.0,Saints,0.13,77.80%,Dan Arnold,WR,0.2708803611738148,2018.0,dan arnold,,dan arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0027902,0.0,Saints,0.13,77.80%,Dez Bryant,WR,0.3319610609480812,2018.0,dez bryant,dez bryant,dez bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0033517,0.0,Saints,0.13,77.80%,Travin Dural,WR,0.2048532731376975,2018.0,travin dural,,travin dural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030990,0.0,Saints,0.13,77.80%,Josh Huff,WR,0.3510490970654628,2018.0,josh huff,josh huff,josh huff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0034068,0.0,Saints,0.13,77.80%,Simmie Cobbs Jr.,WR,0.0478019187358916,2018.0,simmie cobbs,sammie coates,sammie coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0033937,0.0,Seahawks,0.1,58.80%,Amara Darboh,WR,0.4258306997742663,2018.0,amara darboh,amara darboh,amara darboh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0033222,0.0,Texans,0.08,64.70%,Deante Burton,WR,0.1434057562076749,2018.0,deante burton,jermaine burton,jermaine burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0034081,0.0,Texans,0.08,64.70%,Steven Mitchell,WR,0.0159339729119638,2018.0,steven mitchell,steven mitchell,steven mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0033292,0.0,49ers,0.216,79.00%,Trent Taylor,WR,0.3695451647183847,2019.0,trent taylor,trent taylor,trent taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0035035,0.0,49ers,0.216,79.00%,Shawn Poindexter,WR,0.2017353878852284,2019.0,shawn poindexter,,shawn poindexter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0034971,0.0,49ers,0.216,79.00%,Jalen Hurd,WR,0.3659155154091392,2019.0,jalen hurd,allen hurns,allen hurns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0035562,0.0,Bears,-0.032,50.00%,Jesper Horsted,WR,0.0928294367693942,2019.0,jesper horsted,,jesper horsted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0035341,0.0,Bengals,-0.193,12.50%,Trenton Irwin,WR,0.015471838469713,2019.0,trenton irwin,trenton irwin,trenton irwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0027942,0.0,Bengals,-0.193,12.50%,A.J. Green,WR,8.063761955366632,2019.0,aj green,aj green,aj green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0032945,0.0,Bills,0.061,58.80%,Duke Williams,WR,0.2011339001062699,2019.0,duke williams,mike williams,mike williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0035593,0.0,Broncos,-0.053,43.80%,Juwann Winfree,WR,0.2747763018065887,2019.0,juwann winfree,juwann winfree,juwann winfree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0035045,0.0,Browns,-0.076,37.50%,DJ Montgomery,WR,0.2013815090329436,2019.0,dj montgomery,dj montgomery,dj montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0034258,0.0,Browns,-0.076,37.50%,Derrick Willies,WR,0.0722635494155154,2019.0,derrick willies,derrick willies,derrick willies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0033006,0.0,Buccaneers,0.072,43.80%,Jaydon Mickens,WR,0.0201599362380446,2019.0,jaydon mickens,jaydon mickens,jaydon mickens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0035587,0.0,Buccaneers,0.072,43.80%,Spencer Schnell,WR,0.030943145589798,2019.0,spencer schnell,,spencer schnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0034901,0.0,Buccaneers,0.072,43.80%,Bryant Mitchell,WR,0.2008501594048884,2019.0,bryant mitchell,adonai mitchell,adonai mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0035529,0.0,Cardinals,-0.081,33.30%,Hakeem Butler,WR,0.3077183846971307,2019.0,hakeem butler,jeremy butler,jeremy butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0034409,0.0,Chargers,0.0,31.30%,Dylan Cantrell,WR,0.2088204038257173,2019.0,dylan cantrell,,dylan cantrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0033481,0.0,Chiefs,0.133,79.00%,Marcus Kemp,WR,0.3028692879914984,2019.0,marcus kemp,marcus kemp,marcus kemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0035154,0.0,Chiefs,0.133,79.00%,Felton Davis,WR,0.2017353878852284,2019.0,felton davis,,felton davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0034395,0.0,Colts,0.009,43.80%,Daurice Fountain,WR,0.2088204038257173,2019.0,daurice fountain,daurice fountain,daurice fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0034087,0.0,Colts,0.009,43.80%,Steve Ishmael,WR,0.2008501594048884,2019.0,steve ishmael,steven mitchell,steven mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0034633,0.0,Commanders,-0.213,18.80%,Jester Weah,WR,0.015471838469713,2019.0,jester weah,,jester weah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0034710,0.0,Commanders,-0.213,18.80%,Darvin Kidsy,WR,0.0618873538788522,2019.0,darvin kidsy,darvin kidsy,darvin kidsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0033591,0.0,Cowboys,0.137,50.00%,Noah Brown,WR,0.3522763018065887,2019.0,noah brown,noah brown,noah brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0035417,0.0,Cowboys,0.137,50.00%,Jon’Vea Johnson,WR,0.2026211477151966,2019.0,jonvea johnson,diontae johnson,diontae johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0033992,0.0,Cowboys,0.137,50.00%,Lance Lenoir,WR,0.2088204038257173,2019.0,lance lenoir,lance moore,lance moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0033079,0.0,Dolphins,-0.201,31.30%,Ricardo Louis,WR,0.2167906482465462,2019.0,ricardo louis,ricardo louis,ricardo louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0035589,0.0,Dolphins,-0.201,31.30%,Gary Jennings,WR,0.1018315621679065,2019.0,gary jennings,greg jennings,greg jennings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0034646,0.0,Falcons,-0.03,43.80%,Brandon Powell,WR,0.1425265674814027,2019.0,brandon powell,brandon powell,brandon powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0032966,0.0,Giants,-0.137,25.00%,Corey Coleman,WR,0.3825717321997874,2019.0,corey coleman,corey coleman,corey coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0033687,0.0,Giants,-0.137,25.00%,Amba Etta-Tawo,WR,0.2008501594048884,2019.0,amba ettatawo,,amba ettatawo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0035359,0.0,Giants,-0.137,25.00%,David Sills,WR,0.030943145589798,2019.0,david sills,david sills,david sills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0033859,68.28537390531133,Jets,-0.133,43.80%,Josh Malone,WR,0.0403198724760892,2019.0,josh malone,josh malone,josh malone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0032688,0.0,Jets,-0.133,43.80%,Robby Anderson,WR,1.6445270988310303,2019.0,robby anderson,,robby anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029159,0.0,Lions,-0.11,20.00%,Jermaine Kearse,WR,0.7106801275239107,2019.0,jermaine kearse,jermaine kearse,jermaine kearse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0034279,0.0,Packers,0.089,77.80%,Equanimeous St. Brown,WR,0.2404899043570669,2019.0,equanimeous st brown,equanimeous st brown,equanimeous st brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0033434,0.0,Panthers,-0.146,31.30%,Bobo Wilson,WR,0.0127523910733262,2019.0,bobo wilson,bobo wilson,bobo wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0026293,5.192831781921669,Patriots,0.227,70.60%,Matthew Slater,WR,1.5940488841657812,2019.0,matthew slater,matthew slater,matthew slater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0033266,0.0,Rams,0.04,56.30%,Jojo Natson,WR,0.3427205100956429,2019.0,jojo natson,jojo natson,jojo natson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0035621,0.0,Rams,0.04,56.30%,Nsimba Webster,WR,0.1083012752391073,2019.0,nsimba webster,nsimba webster,nsimba webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0034317,0.0,Saints,0.12,76.50%,Keith Kirkwood,WR,0.2198841657810839,2019.0,keith kirkwood,keith kirkwood,keith kirkwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0033937,88.92539996728728,Steelers,-0.014,50.00%,Amara Darboh,WR,0.0356312433581296,2019.0,amara darboh,amara darboh,amara darboh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0033449,0.0,Texans,-0.002,61.10%,Isaac Whitney,WR,0.2088204038257173,2019.0,isaac whitney,isaac whitney,isaac whitney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0034652,0.0,Titans,0.084,57.90%,Cameron Batson,WR,0.2088204038257173,2019.0,cameron batson,cameron batson,cameron batson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0034971,163.6474926526475,49ers,0.025,37.50%,Jalen Hurd,WR,0.4907436932391523,2020.0,jalen hurd,allen hurns,allen hurns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0031299,98.29240534363272,49ers,0.025,37.50%,Jordan Matthews,WR,0.0060544904137235,2020.0,jordan matthews,jordan matthews,jordan matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0035838,0.0,49ers,0.025,37.50%,Matt Cole,WR,0.0362078708375378,2020.0,matt cole,,matt cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0033855,0.0,49ers,0.025,37.50%,Chris Thompson,WR,0.2144298688193743,2020.0,chris thompson,chris thompson,chris thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0035035,0.0,49ers,0.025,37.50%,Shawn Poindexter,WR,0.0254288597376387,2020.0,shawn poindexter,,shawn poindexter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0030578,90.97118280539252,Bears,-0.032,47.10%,Cordarrelle Patterson,WR,2.9011099899091826,2020.0,cordarrelle patterson,cordarrelle patterson,cordarrelle patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
