player_id,Year,Team,Cap_Space,age,adjusted_value,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,weighted_grade,weighted_average_grade
00-0031566,2015,Patriots,0.377108458961474,22.0,115.6948254946398,0.16,72.20%,Trey Flowers,ED,4.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,54.0,70.3,54.8,MISSING,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,MISSING
00-0027975,2015,Patriots,2.7917364600781687,26.0,194.29741504092613,0.16,72.20%,Jabaal Sheard,ED,665.0,15.0,3.0,1.0,0.0,4.0,19.0,0.0,89.8,65.5,83.1,82.7,65.7,5.0,51.0,18.6,8.0,2.0,8.0,396.0,231.0,606.0,415.0,105.0,35.0,32.0,5.0,64.0,59717.0,MISSING
00-0029585,2015,Patriots,1.815088637632608,25.0,289.7795974451737,0.16,72.20%,Chandler Jones,ED,943.0,17.0,11.0,0.0,0.0,5.0,19.0,0.0,76.8,89.9,69.0,72.3,66.0,8.0,46.0,16.7,7.0,0.0,14.0,579.0,315.0,927.0,684.0,113.0,33.0,24.0,4.0,68.0,72422.4,MISSING
00-0025404,2011,Raiders,1.038421599169263,27.0,290.13933319069133,-0.05,50.00%,Jarvis Moss,ED,298.0,14.0,1.0,1.0,0.0,0.0,23.0,0.0,60.5,32.8,61.3,59.4,76.6,4.0,9.0,0.0,0.0,2.0,2.0,184.0,105.0,291.0,0.0,289.0,11.0,12.0,2.0,15.0,18029.0,MISSING
00-0031843,2015,Panthers,0.2500244276940256,23.0,0.0,0.21,89.50%,Ryan Delaire,ED,245.0,10.0,2.0,0.0,0.0,0.0,5.0,0.0,48.5,65.3,60.7,29.5,25.2,5.0,12.0,33.3,3.0,1.0,3.0,171.0,70.0,245.0,239.0,0.0,6.0,4.0,1.0,20.0,11882.5,MISSING
00-0027045,2011,Raiders,0.575752440290758,24.0,140.38837704451873,-0.05,50.00%,Matt Shaughnessy,ED,143.0,3.0,0.0,0.0,0.0,0.0,23.0,1.0,63.7,32.9,56.8,75.4,51.8,1.0,4.0,28.6,2.0,1.0,1.0,102.0,40.0,142.0,0.0,140.0,4.0,5.0,2.0,6.0,9109.1,MISSING
00-0026309,2011,Raiders,0.4849428868120456,27.0,38.161714339649805,-0.05,50.00%,Trevor Scott,ED,243.0,15.0,0.0,0.0,0.0,0.0,23.0,0.0,41.9,54.9,50.5,45.0,29.1,0.0,5.0,16.7,1.0,1.0,0.0,156.0,81.0,241.0,0.0,236.0,3.0,5.0,1.0,5.0,10181.7,MISSING
00-0026142,2011,Rams,7.877466251298026,26.0,637.5902848677591,-0.23,12.50%,Chris Long,ED,920.0,16.0,4.0,2.0,0.0,1.0,26.0,0.0,63.5,52.9,83.3,42.2,78.6,12.0,58.0,4.0,1.0,3.0,13.0,511.0,389.0,901.0,2.0,899.0,29.0,20.0,2.0,83.0,58420.0,MISSING
00-0028339,2015,Panthers,0.7118927973199329,27.0,0.0,0.21,89.50%,Mario Addison,ED,447.0,17.0,1.0,0.0,0.0,0.0,5.0,0.0,63.4,48.9,67.3,55.0,68.9,13.0,30.0,8.3,1.0,3.0,6.0,345.0,82.0,437.0,425.0,5.0,12.0,10.0,0.0,49.0,28339.8,MISSING
00-0027952,2011,Rams,1.4252510903426792,21.0,471.0858004294942,-0.23,12.50%,Robert Quinn,ED,561.0,15.0,5.0,2.0,0.0,0.0,26.0,0.0,57.8,69.4,62.1,49.2,61.1,9.0,21.0,14.3,3.0,0.0,6.0,340.0,213.0,557.0,0.0,557.0,13.0,13.0,1.0,36.0,32425.8,MISSING
00-0022740,2015,Panthers,0.5747689838079285,33.0,7.006223849997142,0.21,89.50%,Jared Allen,ED,730.0,17.0,6.0,3.0,0.0,0.0,5.0,0.0,65.4,74.9,63.1,61.7,68.9,24.0,20.0,10.0,3.0,2.0,3.0,448.0,257.0,726.0,708.0,16.0,16.0,21.0,2.0,47.0,47742.00000000001,78.30707279297883
00-0027787,2011,Rams,0.3579023883696781,25.0,35.05482781900024,-0.23,12.50%,Eugene Sims,ED,276.0,13.0,0.0,0.0,0.0,0.0,26.0,0.0,47.1,17.9,54.4,52.0,27.7,2.0,8.0,25.0,2.0,4.0,0.0,185.0,84.0,274.0,1.0,134.0,2.0,6.0,0.0,10.0,12999.6,MISSING
00-0025626,2011,Rams,0.4361370716510903,29.0,11.308236180317351,-0.23,12.50%,C.J. Ah You,ED,246.0,9.0,1.0,0.0,0.0,0.0,26.0,0.0,45.9,55.6,66.7,28.0,73.9,1.0,14.0,0.0,0.0,1.0,1.0,150.0,80.0,228.0,0.0,77.0,5.0,4.0,1.0,16.0,11291.4,MISSING
00-0024373,2011,Patriots,1.142263759086189,28.0,29.074767083309943,0.14,79.00%,Mark Anderson,ED,625.0,19.0,4.0,2.0,0.0,2.0,19.0,1.0,75.8,61.1,74.1,66.2,75.0,6.0,36.0,4.2,1.0,2.0,15.0,418.0,192.0,620.0,159.0,452.0,26.0,19.0,3.0,57.0,47375.0,MISSING
00-0025470,2015,Panthers,13.972640982691232,29.0,29.54870666406186,0.21,89.50%,Charles Johnson,ED,528.0,12.0,2.0,1.0,1.0,2.0,5.0,0.0,72.3,54.4,69.4,69.7,69.9,3.0,23.0,6.7,1.0,3.0,4.0,349.0,154.0,516.0,498.0,16.0,13.0,12.0,2.0,30.0,38174.4,MISSING
00-0024247,2011,Giants,2.36760124610592,28.0,156.5431299171274,-0.02,65.00%,Mathias Kiwanuka,ED,948.0,20.0,10.0,0.0,0.0,1.0,21.0,1.0,67.4,43.1,65.9,76.4,72.7,8.0,21.0,7.1,6.0,2.0,5.0,334.0,374.0,301.0,15.0,203.0,42.0,68.0,12.0,34.0,63895.2,MISSING
00-0027952,2015,Rams,11.686286292573982,25.0,315.77825543063454,-0.08,43.80%,Robert Quinn,ED,334.0,8.0,5.0,3.0,1.0,3.0,26.0,0.0,83.9,37.9,79.4,79.5,79.6,2.0,11.0,5.9,1.0,3.0,5.0,218.0,116.0,332.0,301.0,26.0,11.0,11.0,2.0,18.0,28022.6,MISSING
00-0025413,2011,Cowboys,1.8242990654205609,27.0,237.2273204359716,0.07,50.00%,Anthony Spencer,ED,931.0,16.0,11.0,0.0,0.0,4.0,9.0,0.0,69.3,20.6,67.9,72.8,55.4,9.0,35.0,12.3,9.0,7.0,6.0,428.0,341.0,678.0,426.0,251.0,39.0,53.0,8.0,50.0,64518.3,MISSING
00-0023445,2011,Cowboys,5.389823468328141,29.0,190.97884593839663,0.07,50.00%,DeMarcus Ware,ED,880.0,16.0,8.0,3.0,1.0,2.0,9.0,1.0,86.8,0.0,90.5,68.1,69.4,8.0,44.0,10.3,4.0,10.0,20.0,478.0,322.0,550.0,418.0,132.0,42.0,27.0,7.0,72.0,76384.0,MISSING
00-0023368,2011,Dolphins,0.5815160955347871,29.0,0.0,-0.01,37.50%,Cameron Wake,ED,875.0,16.0,3.0,1.0,0.0,0.0,17.0,0.0,85.4,79.2,82.1,75.2,77.9,20.0,52.0,9.8,4.0,1.0,9.0,518.0,305.0,849.0,243.0,605.0,32.0,34.0,9.0,81.0,74725.0,MISSING
00-0027865,2011,Eagles,3.854620976116304,23.0,439.3162435847672,0.11,50.00%,Brandon Graham,ED,55.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,63.9,77.6,68.5,55.8,70.9,0.0,5.0,0.0,0.0,0.0,0.0,28.0,27.0,54.0,0.0,51.0,4.0,4.0,0.0,5.0,3514.5,MISSING
00-0024278,2011,Eagles,2.699896157840083,26.0,95.09406923109704,0.11,50.00%,Darryl Tapp,ED,304.0,12.0,3.0,1.0,0.0,1.0,24.0,0.0,83.6,56.9,70.2,76.9,53.0,6.0,13.0,9.5,2.0,1.0,3.0,172.0,130.0,302.0,1.0,299.0,13.0,16.0,5.0,22.0,25414.4,MISSING
00-0032024,2015,Saints,0.3047640982691234,22.0,0.0,-0.08,43.80%,Bobby Richardson,ED,583.0,15.0,10.0,0.0,0.0,0.0,20.0,0.0,45.0,32.5,50.6,50.3,49.2,0.0,9.0,15.2,7.0,6.0,1.0,306.0,274.0,583.0,369.0,146.0,20.0,29.0,5.0,10.0,26235.0,MISSING
00-0032032,2015,Saints,0.3053461753210497,23.0,0.0,-0.08,43.80%,Tavaris Barnes,ED,130.0,12.0,1.0,0.0,0.0,0.0,20.0,0.0,50.9,82.3,51.2,52.9,73.2,2.0,1.0,0.0,0.0,0.0,0.0,57.0,73.0,130.0,55.0,60.0,5.0,5.0,0.0,3.0,6617.0,MISSING
00-0022695,2011,Eagles,4.402907580477674,31.0,94.48816616502424,0.11,50.00%,Jason Babin,ED,697.0,16.0,0.0,0.0,3.0,3.0,24.0,0.0,76.7,0.0,89.9,58.3,79.7,12.0,37.0,10.5,2.0,11.0,18.0,428.0,267.0,682.0,2.0,674.0,28.0,17.0,3.0,67.0,53459.9,MISSING
00-0019986,2011,Eagles,3.578915887850467,33.0,0.0,0.11,50.00%,Juqua Parker,ED,254.0,12.0,1.0,3.0,0.0,0.0,24.0,2.0,73.6,28.3,79.0,58.9,73.8,4.0,14.0,0.0,0.0,2.0,2.0,146.0,106.0,254.0,1.0,213.0,9.0,7.0,0.0,20.0,18694.4,MISSING
00-0031614,2015,Saints,0.3036013400335008,24.0,28.02931822464414,-0.08,43.80%,Obum Gwacham,ED,97.0,8.0,0.0,0.0,0.0,0.0,20.0,1.0,54.8,83.4,50.6,73.1,73.5,1.0,3.0,MISSING,0.0,0.0,3.0,90.0,7.0,95.0,93.0,2.0,2.0,0.0,0.0,7.0,5315.599999999999,MISSING
00-0027962,2015,Saints,2.909687325516471,26.0,246.66423575131813,-0.08,43.80%,Cameron Jordan,ED,979.0,16.0,7.0,5.0,0.0,1.0,20.0,2.0,82.0,71.9,77.8,71.7,59.3,10.0,50.0,22.2,10.0,3.0,10.0,600.0,374.0,970.0,769.0,119.0,32.0,28.0,5.0,70.0,80278.0,MISSING
00-0027560,2015,Ravens,0.8375209380234505,29.0,0.0,-0.08,31.30%,Albert McClellan,ED,158.0,13.0,2.0,1.0,0.0,0.0,3.0,1.0,49.2,82.6,58.0,48.1,24.6,0.0,4.0,43.8,7.0,0.0,1.0,66.0,61.0,143.0,142.0,0.0,6.0,7.0,0.0,5.0,7773.6,MISSING
00-0024341,2015,Ravens,5.147264098269123,31.0,12.766172196824169,-0.08,31.30%,Elvis Dumervil,ED,786.0,16.0,9.0,2.0,0.0,1.0,3.0,1.0,71.8,39.7,75.2,58.9,70.6,16.0,42.0,7.1,3.0,5.0,7.0,465.0,285.0,778.0,778.0,0.0,28.0,30.0,4.0,65.0,56434.8,MISSING
00-0023259,2015,Raiders,0.6072026800670016,32.0,0.0,-0.03,43.80%,Lorenzo Alexander,ED,45.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,89.0,81.6,72.2,63.0,73.9,0.0,2.0,25.0,1.0,0.0,0.0,5.0,30.0,38.0,38.0,0.0,3.0,3.0,2.0,2.0,4005.0,MISSING
00-0022161,2015,Ravens,2.756839754327192,32.0,32.688716164198105,-0.08,31.30%,Terrell Suggs,ED,48.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,62.5,77.6,64.3,44.8,MISSING,0.0,1.0,MISSING,0.0,0.0,0.0,27.0,14.0,48.0,48.0,0.0,0.0,0.0,0.0,1.0,3000.0,56.28071850841291
00-0023566,2015,Ravens,1.2109156895589055,32.0,8.850922552357531,-0.08,31.30%,Chris Carter,ED,116.0,12.0,1.0,0.0,0.0,0.0,3.0,1.0,53.5,39.5,58.9,63.4,26.1,2.0,7.0,42.9,3.0,1.0,0.0,97.0,10.0,106.0,106.0,0.0,1.0,3.0,0.0,9.0,6206.0,MISSING
00-0026759,2011,Eagles,0.3087568016614745,25.0,0.0,0.11,50.00%,Phillip Hunt,ED,177.0,9.0,3.0,0.0,0.0,0.0,24.0,0.0,80.2,80.7,90.0,52.0,74.4,1.0,15.0,0.0,0.0,0.0,2.0,105.0,70.0,177.0,0.0,171.0,5.0,5.0,0.0,18.0,14195.4,MISSING
00-0029894,2015,Ravens,0.4236864879955332,25.0,26.76924061964463,-0.08,31.30%,Kapron Lewis-Moore,ED,51.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,48.3,77.7,50.6,51.3,70.5,0.0,0.0,0.0,0.0,0.0,0.0,32.0,19.0,51.0,6.0,18.0,0.0,1.0,0.0,0.0,2463.3,MISSING
00-0026294,2011,Falcons,1.0331771547248183,25.0,46.12289473310628,0.08,58.80%,Kroy Biermann,ED,556.0,17.0,11.0,0.0,1.0,0.0,2.0,0.0,49.7,70.5,60.5,49.5,50.5,8.0,16.0,10.3,3.0,2.0,3.0,346.0,197.0,539.0,10.0,503.0,10.0,15.0,2.0,27.0,27633.2,MISSING
00-0024342,2011,Falcons,2.3260643821391485,26.0,42.00094837133548,0.08,58.80%,Ray Edwards,ED,718.0,17.0,3.0,3.0,0.0,0.0,2.0,2.0,59.9,22.9,59.7,66.0,78.8,5.0,26.0,3.2,1.0,5.0,4.0,439.0,264.0,718.0,2.0,706.0,25.0,27.0,4.0,35.0,43008.2,MISSING
00-0027867,2011,Giants,3.9028037383177567,22.0,413.9577795709173,-0.02,65.00%,Jason Pierre-Paul,ED,1173.0,20.0,13.0,10.0,0.0,2.0,21.0,0.0,77.9,57.9,75.3,70.7,51.7,16.0,39.0,9.4,8.0,3.0,17.0,737.0,415.0,1155.0,6.0,995.0,57.0,64.0,12.0,72.0,91376.7,MISSING
00-0023509,2011,Giants,4.236760124610592,28.0,60.50058993512635,-0.02,65.00%,Justin Tuck,ED,797.0,16.0,10.0,3.0,0.0,1.0,21.0,0.0,69.8,88.2,67.0,59.6,52.2,9.0,34.0,9.5,4.0,0.0,10.0,516.0,256.0,759.0,1.0,605.0,26.0,28.0,2.0,53.0,55630.6,MISSING
00-0030986,2015,Rams,0.3605988274706868,24.0,0.0,-0.08,43.80%,Ethan Westbrooks,ED,274.0,13.0,2.0,0.0,0.0,0.0,26.0,0.0,56.2,43.9,58.5,57.7,68.3,2.0,9.0,5.6,1.0,2.0,2.0,165.0,108.0,274.0,170.0,33.0,12.0,15.0,2.0,13.0,15398.8,MISSING
00-0031814,2015,Rams,0.1607300390843104,23.0,0.0,-0.08,43.80%,Matt Longacre,ED,138.0,5.0,4.0,0.0,0.0,0.0,26.0,0.0,77.2,84.3,61.5,80.0,76.2,2.0,5.0,0.0,0.0,0.0,0.0,73.0,65.0,138.0,100.0,35.0,7.0,7.0,2.0,7.0,10653.6,MISSING
00-0024467,2011,Giants,0.4361370716510903,29.0,7.1664624258639735,-0.02,65.00%,Dave Tollefson,ED,551.0,20.0,6.0,1.0,0.0,0.0,21.0,0.0,47.0,45.4,55.0,45.8,55.3,2.0,13.0,13.3,2.0,2.0,5.0,356.0,187.0,542.0,9.0,323.0,8.0,7.0,1.0,20.0,25897.0,MISSING
00-0027787,2015,Rams,1.6692392518146286,29.0,19.238497408339917,-0.08,43.80%,Eugene Sims,ED,581.0,13.0,9.0,1.0,1.0,1.0,26.0,1.0,54.9,58.5,49.8,57.5,60.0,4.0,19.0,15.4,4.0,3.0,2.0,368.0,213.0,579.0,502.0,61.0,8.0,13.0,0.0,25.0,31896.9,MISSING
00-0026243,2015,Rams,3.126744835287549,30.0,30.752290848188064,-0.08,43.80%,William Hayes,ED,579.0,16.0,8.0,0.0,0.0,2.0,26.0,0.0,82.4,10.3,77.4,84.4,76.2,9.0,31.0,2.3,1.0,8.0,7.0,344.0,235.0,577.0,489.0,76.0,34.0,35.0,9.0,47.0,47709.600000000006,MISSING
00-0026142,2015,Rams,8.724176437744276,30.0,234.556357693492,-0.08,43.80%,Chris Long,ED,481.0,12.0,3.0,0.0,0.0,1.0,26.0,0.0,54.7,89.9,53.4,54.3,61.1,0.0,14.0,13.3,2.0,0.0,4.0,315.0,166.0,478.0,416.0,54.0,8.0,10.0,0.0,18.0,26310.7,MISSING
00-0031576,2015,Ravens,0.3879034059184812,22.0,89.16640637281117,-0.08,31.30%,Za'Darius Smith,ED,403.0,15.0,5.0,2.0,0.0,0.0,3.0,0.0,58.3,69.9,56.9,59.4,76.5,2.0,9.0,4.2,1.0,1.0,6.0,248.0,133.0,383.0,326.0,10.0,13.0,18.0,2.0,17.0,23494.9,MISSING
00-0031336,2015,Panthers,0.5626032942490229,23.0,181.6178445660616,0.21,89.50%,Kony Ealy,ED,740.0,19.0,8.0,2.0,0.0,4.0,5.0,3.0,59.1,27.3,69.2,47.4,35.9,6.0,32.0,22.5,9.0,7.0,8.0,473.0,243.0,735.0,545.0,119.0,23.0,23.0,1.0,46.0,43734.0,MISSING
00-0030752,2015,Packers,0.357109156895589,23.0,0.0,0.02,61.10%,Jayrone Elliott,ED,174.0,12.0,4.0,1.0,0.0,1.0,12.0,1.0,70.9,21.5,57.4,60.7,62.8,3.0,4.0,21.1,4.0,2.0,3.0,91.0,76.0,171.0,163.0,5.0,10.0,11.0,1.0,10.0,12336.6,MISSING
00-0019387,2011,Rams,2.4922118380062304,34.0,0.0,-0.23,12.50%,James Hall,ED,718.0,15.0,7.0,0.0,0.0,0.0,26.0,0.0,71.7,84.7,69.2,65.6,74.7,4.0,31.0,2.0,1.0,0.0,6.0,388.0,280.0,652.0,0.0,473.0,36.0,42.0,4.0,41.0,51480.6,78.53264957264958
00-0021140,2012,Bears,10.10226616915423,32.0,95.3634985374373,0.09,62.50%,Julius Peppers,ED,783.0,16.0,2.0,2.0,0.0,1.0,6.0,4.0,74.4,42.8,76.2,61.3,79.9,7.0,37.0,3.7,1.0,4.0,13.0,508.0,264.0,781.0,3.0,708.0,30.0,24.0,4.0,57.0,58255.2,64.51852122986821
00-0026994,2015,Giants,1.701214405360134,29.0,154.89961255761355,-0.05,37.50%,Robert Ayers,ED,570.0,12.0,9.0,4.0,0.0,2.0,21.0,0.0,82.5,56.5,85.0,64.6,64.7,13.0,25.0,8.8,3.0,3.0,10.0,380.0,178.0,561.0,351.0,100.0,27.0,22.0,2.0,48.0,47025.0,MISSING
00-0021604,2012,Bears,2.0729684908789388,31.0,0.0,0.09,62.50%,Israel Idonije,ED,712.0,16.0,6.0,0.0,0.0,1.0,6.0,0.0,76.6,44.4,77.0,68.4,61.9,5.0,37.0,5.7,2.0,4.0,9.0,469.0,237.0,711.0,1.0,464.0,30.0,27.0,3.0,51.0,54539.2,MISSING
00-0025395,2012,Bengals,2.321724709784411,26.0,288.4105217092819,0.06,58.80%,Jamaal Anderson,ED,60.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,57.0,77.9,57.6,56.6,69.1,1.0,1.0,0.0,0.0,0.0,0.0,33.0,27.0,60.0,0.0,46.0,2.0,2.0,0.0,2.0,3420.0,MISSING
00-0027867,2015,Giants,5.129815745393636,26.0,227.18484628016552,-0.05,37.50%,Jason Pierre-Paul,ED,503.0,8.0,1.0,6.0,0.0,0.0,21.0,2.0,68.3,64.8,73.7,53.7,44.0,6.0,34.0,18.5,5.0,2.0,1.0,314.0,182.0,500.0,437.0,53.0,16.0,21.0,3.0,41.0,34354.9,MISSING
00-0027662,2012,Bengals,0.7023217247097844,23.0,180.72008729049932,0.06,58.80%,Carlos Dunlap,ED,640.0,15.0,4.0,4.0,1.0,4.0,7.0,3.0,89.4,38.7,76.9,79.3,69.5,14.0,34.0,9.1,4.0,4.0,5.0,423.0,197.0,638.0,0.0,637.0,34.0,36.0,9.0,53.0,57216.0,MISSING
00-0027730,2015,Falcons,1.1864879955332217,28.0,40.54063811849951,0.0,50.00%,O'Brien Schofield,ED,494.0,16.0,0.0,0.0,1.0,1.0,2.0,0.0,56.7,46.7,58.9,63.9,54.9,12.0,14.0,14.3,4.0,4.0,2.0,264.0,172.0,449.0,437.0,11.0,14.0,24.0,3.0,28.0,28009.800000000003,MISSING
00-0027044,2012,Bengals,1.3463971807628523,25.0,128.41807042673943,0.06,58.80%,Michael Johnson,ED,905.0,17.0,10.0,1.0,1.0,0.0,7.0,1.0,76.1,56.0,64.9,75.7,69.3,8.0,34.0,10.6,5.0,3.0,13.0,563.0,317.0,874.0,1.0,871.0,33.0,32.0,2.0,55.0,68870.5,MISSING
00-0022867,2012,Bengals,5.168601160862355,29.0,19.137634444251557,0.06,58.80%,Robert Geathers,ED,676.0,17.0,3.0,0.0,0.0,0.0,7.0,0.0,59.6,87.2,56.3,60.2,28.5,4.0,17.0,20.0,6.0,0.0,4.0,399.0,261.0,672.0,1.0,472.0,20.0,21.0,1.0,25.0,40289.6,MISSING
00-0027980,2015,Falcons,2.1915131211613623,28.0,179.10043971223772,0.0,50.00%,Brooks Reed,ED,345.0,13.0,5.0,0.0,0.0,0.0,2.0,0.0,63.4,87.0,58.5,64.8,62.7,0.0,12.0,15.8,3.0,0.0,0.0,108.0,163.0,315.0,314.0,1.0,7.0,11.0,3.0,12.0,21873.0,MISSING
00-0026105,2012,Bengals,0.4477611940298507,27.0,0.0,0.06,58.80%,Wallace Gilberry,ED,346.0,15.0,8.0,0.0,0.0,1.0,7.0,3.0,77.1,83.2,74.9,66.3,77.7,3.0,10.0,10.0,2.0,0.0,7.0,208.0,136.0,346.0,0.0,233.0,13.0,10.0,2.0,20.0,26676.6,MISSING
00-0028004,2012,Bengals,0.5694378109452737,24.0,165.89288938100736,0.06,58.80%,Dontay Moch,ED,4.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,53.3,64.0,54.4,MISSING,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.2,MISSING
00-0023750,2012,Bills,8.12603648424544,27.0,367.8794411714424,-0.09,37.50%,Mario Williams,ED,929.0,16.0,4.0,3.0,0.0,2.0,4.0,2.0,74.9,69.7,69.6,71.4,54.0,7.0,38.0,11.1,4.0,2.0,11.0,535.0,388.0,867.0,58.0,809.0,35.0,28.0,5.0,56.0,69582.1,MISSING
00-0027818,2015,Giants,0.8375209380234505,28.0,9.862662488597374,-0.05,37.50%,George Selvie,ED,370.0,12.0,5.0,0.0,0.0,0.0,21.0,1.0,56.7,57.2,47.3,70.5,64.9,4.0,12.0,11.5,3.0,2.0,2.0,223.0,137.0,366.0,344.0,20.0,16.0,18.0,0.0,18.0,20979.0,MISSING
00-0026906,2012,Bills,0.5099502487562189,25.0,70.22165829240748,-0.09,37.50%,Kyle Moore,ED,491.0,12.0,4.0,0.0,0.0,0.0,4.0,0.0,54.6,26.4,66.7,48.7,48.5,5.0,23.0,13.6,3.0,4.0,4.0,305.0,177.0,473.0,44.0,429.0,8.0,15.0,1.0,32.0,26808.6,MISSING
00-0030424,2015,Falcons,0.4775767727526522,25.0,69.2478569693987,0.0,50.00%,Malliciah Goodman,ED,106.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,56.0,82.9,57.2,51.6,43.2,1.0,4.0,25.0,1.0,0.0,0.0,79.0,27.0,106.0,66.0,6.0,1.0,1.0,0.0,5.0,5936.0,MISSING
00-0027958,2015,Falcons,1.4394891122278055,27.0,269.25561964048075,0.0,50.00%,Adrian Clayborn,ED,519.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,61.5,57.1,66.4,48.4,33.3,15.0,26.0,14.3,2.0,2.0,3.0,397.0,120.0,518.0,128.0,150.0,10.0,12.0,1.0,44.0,31918.5,MISSING
00-0021995,2012,Bills,4.223673300165838,32.0,36.23338197221747,-0.09,37.50%,Chris Kelsay,ED,289.0,9.0,5.0,0.0,0.0,0.0,4.0,0.0,65.9,56.9,65.4,56.5,56.8,1.0,10.0,7.1,1.0,1.0,2.0,143.0,139.0,283.0,4.0,276.0,7.0,8.0,2.0,13.0,19045.1,MISSING
00-0032240,2015,Falcons,1.8394025683975432,23.0,580.787468955039,0.0,50.00%,Vic Beasley Jr.,ED,534.0,16.0,3.0,2.0,1.0,2.0,2.0,0.0,73.5,29.7,70.6,65.0,63.8,5.0,33.0,10.0,2.0,5.0,4.0,388.0,132.0,528.0,520.0,8.0,15.0,15.0,0.0,42.0,39249.0,MISSING
00-0024373,2012,Bills,2.902155887230514,29.0,21.53911721739305,-0.09,37.50%,Mark Anderson,ED,244.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,43.7,52.6,57.6,43.7,56.3,2.0,7.0,7.1,1.0,1.0,1.0,125.0,109.0,235.0,9.0,226.0,7.0,10.0,1.0,10.0,10662.8,MISSING
00-0026994,2012,Broncos,1.7796434494195688,26.0,311.92951417402213,0.19,76.50%,Robert Ayers,ED,337.0,16.0,3.0,0.0,0.0,0.0,10.0,0.0,64.6,32.4,64.6,66.3,50.6,9.0,14.0,16.7,2.0,3.0,2.0,239.0,86.0,294.0,24.0,245.0,8.0,7.0,1.0,25.0,21770.2,MISSING
00-0028536,2015,Eagles,0.7816862088218872,28.0,0.0,-0.07,43.80%,Bryan Braman,ED,15.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,71.5,74.8,69.6,60.0,69.9,0.0,2.0,MISSING,0.0,0.0,1.0,11.0,4.0,15.0,15.0,0.0,1.0,0.0,0.0,3.0,1072.5,MISSING
00-0027022,2015,Eagles,4.885538805136795,28.0,92.06987763029323,-0.07,43.80%,Connor Barwin,ED,1043.0,16.0,8.0,5.0,0.0,1.0,24.0,0.0,60.9,69.9,67.5,52.0,68.0,7.0,33.0,10.4,5.0,3.0,8.0,482.0,394.0,897.0,876.0,7.0,23.0,35.0,3.0,48.0,63518.7,MISSING
00-0027865,2015,Eagles,4.187604690117253,27.0,241.101866404438,-0.07,43.80%,Brandon Graham,ED,849.0,16.0,6.0,1.0,0.0,3.0,24.0,0.0,82.7,70.4,81.0,64.0,66.1,7.0,44.0,12.8,6.0,2.0,7.0,439.0,326.0,813.0,758.0,18.0,26.0,35.0,8.0,58.0,70212.3,MISSING
00-0031371,2015,Eagles,1.2371021775544389,23.0,320.223387888151,-0.07,43.80%,Marcus Smith,ED,127.0,10.0,1.0,0.0,0.0,0.0,24.0,0.0,56.3,83.0,63.6,45.9,50.6,3.0,3.0,33.3,1.0,0.0,2.0,56.0,55.0,120.0,114.0,4.0,2.0,1.0,0.0,8.0,7150.099999999999,MISSING
00-0027940,2012,Broncos,3.957557213930348,23.0,778.7545325136094,0.19,76.50%,Von Miller,ED,1037.0,17.0,3.0,0.0,0.0,6.0,10.0,0.0,93.4,3.6,93.1,93.1,88.1,16.0,58.0,5.2,3.0,10.0,20.0,498.0,382.0,296.0,237.0,59.0,58.0,52.0,15.0,94.0,96855.8,MISSING
00-0027975,2012,Browns,0.9592661691542288,23.0,262.2740769822443,-0.06,31.30%,Jabaal Sheard,ED,986.0,16.0,9.0,3.0,1.0,1.0,8.0,0.0,68.8,35.2,57.2,74.4,64.7,4.0,26.0,8.2,4.0,6.0,7.0,576.0,391.0,852.0,38.0,813.0,38.0,36.0,2.0,37.0,67836.8,MISSING
00-0027748,2012,Browns,0.3855721393034826,25.0,53.88655670393069,-0.06,31.30%,Hall Davis,ED,22.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,57.3,74.4,59.5,55.8,MISSING,1.0,0.0,MISSING,0.0,0.0,0.0,11.0,10.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,1260.6,MISSING
