Unnamed: 0.1,Unnamed: 0_x,season,team,position_x,player_name,player_id_x,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year_x,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,player,team_name,position_y,snap_counts_defense,player_id_y,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Year_y,weighted_grade,weighted_average_grade,merge_player_y
21057.0,21057.0,2019.0,49ers,DL,Ronald Blair,00-0032413,3.0,2016.0,2016.0,49ers,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,49ers,0.216,79.00%,ronald blair,ronald blair,ronald blair,1621,Ronald Blair III,SF,ED,199,10776,9,4,0,0,0,28,1,77.5,59.8,70.5,74.0,61.2,0,7,10.5,2,1,3,112,85,198,192,5,13,13,4,10,2019,15422.5,MISSING,ronald blair
23384.0,23384.0,2019.0,Ravens,LB,Matt Judon,00-0032415,3.0,2016.0,2016.0,Ravens,27.0,146.0,0.125,2.9,33.0,12.95,376.0,50.85428474430284,2019.0,Ravens,0.292,82.40%,matt judon,matthew judon,matthew judon,1622,Matthew Judon,BLT,ED,791,10780,16,5,0,0,4,3,0,70.5,58.1,78.3,58.7,46.4,25,27,15.7,8,3,10,439,243,711,707,3,36,38,8,62,2019,55765.5,MISSING,matthew judon
21153.0,21153.0,2019.0,Bears,LB,Devante Bond,00-0032789,3.0,2016.0,2016.0,Buccaneers,26.0,183.0,0.084,1.4,18.0,5.68,257.0,31.38371269590614,2019.0,Bears,-0.032,50.00%,devante bond,devante bond,devante bond,1623,Devante Bond,CHI,ED,30,10817,4,0,0,0,0,6,0,41.7,0.0,47.9,71.1,74.2,0,1,0.0,0,1,0,19,6,27,27,0,2,3,1,1,2019,1251.0,MISSING,devante bond
21052.0,21052.0,2019.0,49ers,DL,Anthony Zettel,00-0032435,3.0,2016.0,2016.0,Lions,27.0,202.0,0.067,0.8,11.0,3.72,205.0,23.39092405836725,2019.0,49ers,0.216,79.00%,anthony zettel,anthony zettel,anthony zettel,1624,Anthony Zettel,SF,ED,103,10836,5,3,0,0,0,28,0,57.0,82.6,49.8,64.3,26.2,0,4,44.4,4,0,0,58,43,103,70,9,1,2,0,4,2019,5871.0,MISSING,anthony zettel
23934.0,23934.0,2019.0,Vikings,DL,Stephen Weatherly,00-0032448,3.0,2016.0,2016.0,Vikings,25.0,227.0,0.054,0.0,0.0,2.13,143.0,14.42725100301978,2019.0,Vikings,0.123,61.10%,stephen weatherly,stephen weatherly,stephen weatherly,1625,Stephen Weatherly,MIN,ED,422,10861,16,4,0,2,1,18,0,50.1,38.0,54.4,58.9,45.5,6,19,18.5,5,4,4,297,120,403,265,82,14,18,3,29,2019,21142.2,MISSING,stephen weatherly
22070.0,22070.0,2019.0,Commanders,LB,Cassanova McKinzy,00-0032751,3.0,2016.0,2016.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Commanders,-0.213,18.80%,cassanova mckinzy,cassanova mckinzy,cassanova mckinzy,1626,Cassanova McKinzy,WAS,ED,40,10938,3,0,0,0,0,32,0,44.4,77.1,54.4,38.6,70.5,0,0,MISSING,0,0,1,23,14,37,37,0,1,0,0,1,2019,1776.0,MISSING,cassanova mckinzy
23859.0,23859.0,2019.0,Titans,LB,Reggie Gilbert,00-0032633,3.0,2016.0,2016.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Titans,0.084,57.90%,reggie gilbert,reggie gilbert,reggie gilbert,1627,Reggie Gilbert,TEN,ED,294,11147,11,4,1,0,0,31,0,67.6,84.8,58.5,71.4,57.3,3,6,10.5,2,0,1,177,105,294,277,11,10,13,1,10,2019,19874.4,MISSING,reggie gilbert
23769.0,23769.0,2019.0,Texans,LB,Brennan Scarlett,00-0032734,3.0,2016.0,2016.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Texans,-0.002,61.10%,brennan scarlett,brennan scarlett,brennan scarlett,1628,Brennan Scarlett,HST,ED,491,11169,15,10,1,2,2,13,0,55.5,13.7,63.2,59.8,62.6,3,7,7.0,3,6,4,194,234,393,384,5,18,30,2,14,2019,27250.5,MISSING,brennan scarlett
22840.0,22840.0,2019.0,Lions,DL,Romeo Okwara,00-0032655,3.0,2016.0,2016.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Lions,-0.11,20.00%,romeo okwara,romeo okwara,romeo okwara,1629,Romeo Okwara,DET,ED,605,11250,14,6,0,0,1,11,0,60.7,88.7,58.3,64.5,46.2,7,25,19.2,5,0,2,376,207,598,272,122,10,15,0,34,2019,36723.5,MISSING,romeo okwara
,,,,,,,,,,,,,,,,,,,,Cardinals,,,,,,1630,Pete Robertson,ARZ,ED,7,11317,2,0,0,0,0,1,0,57.6,71.4,55.4,59.9,MISSING,0,0,MISSING,0,0,0,3,2,6,6,0,0,0,0,0,2019,403.2,MISSING,pete robertson
23559.0,23559.0,2019.0,Seahawks,DL,Branden Jackson,00-0033024,3.0,2016.0,2016.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Seahawks,-0.001,66.70%,branden jackson,branden jackson,branden jackson,1631,Branden Jackson,SEA,ED,418,11394,15,2,1,0,0,29,0,55.3,55.1,45.4,65.7,67.4,1,7,10.0,2,2,2,238,174,414,162,153,15,16,1,10,2019,23115.4,MISSING,branden jackson
21486.0,21486.0,2019.0,Browns,DL,Myles Garrett,00-0033868,2.0,2017.0,2017.0,Browns,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Browns,-0.076,37.50%,myles garrett,myles garrett,myles garrett,1632,Myles Garrett,CLV,ED,544,11756,10,4,0,2,1,8,0,86.5,18.9,91.6,63.0,67.7,9,31,5.0,1,7,9,324,211,540,499,36,20,15,3,49,2019,47056.0,MISSING,myles garrett
21047.0,21047.0,2019.0,49ers,DL,Solomon Thomas,00-0033870,2.0,2017.0,2017.0,49ers,24.0,3.0,1.063,27.6,2200.0,514.33,2421.0,620.4202579277504,2019.0,49ers,0.216,79.00%,solomon thomas,solomon thomas,solomon thomas,1633,Solomon Thomas,SF,ED,425,11758,16,4,0,0,0,28,0,56.7,42.0,57.8,56.9,53.4,4,6,9.5,2,4,2,266,153,422,184,37,12,15,1,12,2019,24097.5,MISSING,solomon thomas
22346.0,22346.0,2019.0,Eagles,DL,Derek Barnett,00-0033876,2.0,2017.0,2017.0,Eagles,23.0,14.0,0.695,17.8,1100.0,325.31,1610.0,385.6924321499836,2019.0,Eagles,0.035,52.90%,derek barnett,derek barnett,derek barnett,1634,Derek Barnett,PHI,ED,694,11769,14,1,0,0,2,24,0,59.2,17.9,62.2,66.4,62.6,14,26,19.2,5,8,7,455,225,690,657,31,21,20,5,47,2019,41084.8,MISSING,derek barnett
22245.0,22245.0,2019.0,Dolphins,DL,Charles Harris,00-0033880,2.0,2017.0,2017.0,Dolphins,24.0,22.0,0.584,14.9,780.0,252.71,1372.0,313.60934853339984,2019.0,Dolphins,-0.201,31.30%,charles harris,charles harris,charles harris,1635,Charles Harris,MIA,ED,429,11777,14,6,0,0,0,17,0,62.3,72.3,61.4,57.0,66.6,6,7,8.7,2,1,0,231,189,420,325,46,8,15,2,13,2019,26726.699999999997,MISSING,charles harris
22453.0,22453.0,2019.0,Falcons,DL,Takkarist McKinley,00-0033540,2.0,2017.0,2017.0,Falcons,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Falcons,-0.03,43.80%,takkarist mckinley,takk mckinley,takk mckinley,1636,Takk McKinley,ATL,ED,546,11781,14,6,0,0,0,2,0,67.0,87.8,65.5,63.0,42.4,10,19,18.2,6,0,4,298,220,544,514,26,18,21,3,33,2019,36582.0,MISSING,takk mckinley
22246.0,22246.0,2019.0,Dolphins,DL,Taco Charlton,00-0033541,2.0,2017.0,2017.0,Cowboys,24.0,28.0,0.533,13.4,660.0,209.11,1245.0,278.5316718599112,2019.0,Dolphins,-0.201,31.30%,taco charlton,taco charlton,taco charlton,1637,Taco Charlton,MIA,ED,396,11783,10,5,0,0,2,17,0,51.6,71.4,58.3,45.7,73.1,2,12,5.6,1,1,5,227,152,391,338,25,12,12,1,19,2019,20433.6,MISSING,taco charlton
23668.0,23668.0,2019.0,Steelers,LB,T.J. Watt,00-0033886,2.0,2017.0,2017.0,Steelers,24.0,30.0,0.518,12.9,620.0,196.31,1209.0,267.75716542023196,2019.0,Steelers,-0.014,50.00%,tj watt,tj watt,tj watt,1638,T.J. Watt,PIT,ED,935,11785,16,9,6,1,8,25,4,91.3,20.0,91.7,80.1,37.2,19,44,20.4,10,9,18,511,372,862,861,1,37,30,7,81,2019,85365.5,MISSING,tj watt
23382.0,23382.0,2019.0,Ravens,LB,Tyus Bowser,00-0033283,2.0,2017.0,2017.0,Ravens,24.0,47.0,0.396,10.1,430.0,124.41,973.0,201.87982240825352,2019.0,Ravens,0.292,82.40%,tyus bowser,tyus bowser,tyus bowser,1639,Tyus Bowser,BLT,ED,389,11802,16,2,0,0,1,3,1,70.8,66.9,70.6,62.8,82.0,5,15,0.0,0,1,5,222,87,354,354,0,12,12,0,25,2019,27541.199999999997,MISSING,tyus bowser
22061.0,22061.0,2019.0,Commanders,LB,Ryan Anderson,00-0033525,2.0,2017.0,2017.0,Commanders,25.0,49.0,0.384,9.8,410.0,118.06,951.0,195.39658709682783,2019.0,Commanders,-0.213,18.80%,ryan anderson,ryan anderson,ryan anderson,1640,Ryan Anderson,WAS,ED,559,11804,16,7,0,2,4,32,2,58.2,5.8,67.9,55.7,78.7,5,14,5.3,2,8,4,238,244,525,520,3,21,29,3,23,2019,32533.800000000003,MISSING,ryan anderson
21863.0,21863.0,2019.0,Chiefs,DL,Tanoh Kpassagnon,00-0033902,2.0,2017.0,2017.0,Chiefs,25.0,59.0,0.332,8.6,310.0,90.84,853.0,166.95108740594816,2019.0,Chiefs,0.133,79.00%,tanoh kpassagnon,tanoh kpassagnon,tanoh kpassagnon,1641,Tanoh Kpassagnon,KC,ED,691,11814,16,3,0,0,1,16,1,53.2,90.5,50.8,55.5,35.8,6,21,19.4,6,0,4,453,218,682,452,70,16,22,3,31,2019,36761.2,MISSING,tanoh kpassagnon
22627.0,22627.0,2019.0,Jaguars,DL,Dawuane Smoot,00-0033907,2.0,2017.0,2017.0,Jaguars,24.0,68.0,0.287,7.7,250.0,72.97,778.0,145.9049358515241,2019.0,Jaguars,-0.125,37.50%,dawuane smoot,dawuane smoot,dawuane smoot,1642,Dawuane Smoot,JAX,ED,404,11823,16,3,0,0,0,15,1,45.1,71.1,52.0,38.8,53.0,2,10,12.5,2,1,6,291,112,404,191,169,13,11,0,18,2019,18220.4,MISSING,dawuane smoot
22739.0,22739.0,2019.0,Jets,DL,Jordan Willis,00-0033912,2.0,2017.0,2017.0,Bengals,24.0,73.0,0.267,7.3,225.0,65.36,741.0,136.49632672585193,2019.0,Jets,-0.133,43.80%,jordan willis,jordan willis,jordan willis,1643,Jordan Willis,NYJ,ED,162,11828,9,2,0,0,1,22,0,73.2,84.2,74.8,66.8,56.8,2,8,14.3,1,0,1,105,39,159,139,17,4,4,0,11,2019,11858.4,MISSING,jordan willis
22353.0,22353.0,2019.0,Eagles,DL,Daeshon Hall,00-0033285,2.0,2017.0,2017.0,Panthers,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Eagles,0.035,52.90%,daeshon hall,daeshon hall,daeshon hall,1644,Daeshon Hall,PHI,ED,50,11832,7,0,0,0,0,24,0,60.1,79.9,62.5,54.6,74.0,1,0,0.0,0,0,1,33,16,50,37,8,4,3,0,2,2019,3005.0,MISSING,daeshon hall
22946.0,22946.0,2019.0,Packers,LB,Tim Williams,00-0033915,2.0,2017.0,2017.0,Ravens,25.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Packers,0.089,77.80%,tim williams,tim williams,tim williams,1645,Tim Williams,GB,ED,75,11833,4,0,0,0,0,12,0,55.6,16.6,68.4,38.8,73.9,0,5,0.0,0,1,0,58,13,74,74,0,2,2,0,5,2019,4170.0,MISSING,tim williams
22752.0,22752.0,2019.0,Jets,LB,Tarell Basham,00-0033917,2.0,2017.0,2017.0,Colts,25.0,80.0,0.246,6.7,190.0,56.02,692.0,124.5128523777446,2019.0,Jets,-0.133,43.80%,tarell basham,tarell basham,tarell basham,1646,Tarell Basham,NYJ,ED,590,11835,16,6,4,0,0,22,1,73.1,87.7,67.1,67.5,40.0,3,34,17.6,6,0,2,329,186,579,550,25,19,22,2,39,2019,43129.0,MISSING,tarell basham
23460.0,23460.0,2019.0,Saints,DL,Trey Hendrickson,00-0033935,2.0,2017.0,2017.0,Saints,24.0,103.0,0.19,5.1,88.0,33.73,559.0,92.3849873246454,2019.0,Saints,0.12,76.50%,trey hendrickson,trey hendrickson,trey hendrickson,1647,Trey Hendrickson,NO,ED,404,11858,13,4,0,1,1,20,0,63.3,44.1,62.8,69.5,53.9,5,18,20.0,3,4,6,286,111,399,371,10,13,8,0,29,2019,25573.199999999997,MISSING,trey hendrickson
22264.0,22264.0,2019.0,Dolphins,LB,Vince Biegel,00-0033939,2.0,2017.0,2017.0,Packers,26.0,108.0,0.179,4.8,78.0,30.17,534.0,86.88494786109887,2019.0,Dolphins,-0.201,31.30%,vince biegel,vince biegel,vince biegel,1648,Vince Biegel,MIA,ED,627,11863,15,21,0,0,0,17,0,69.8,74.5,59.7,69.5,55.0,11,19,13.6,8,1,4,317,239,576,558,15,22,30,2,34,2019,43764.6,MISSING,vince biegel
21224.0,21224.0,2019.0,Bengals,DL,Carl Lawson,00-0033463,2.0,2017.0,2017.0,Bengals,24.0,116.0,0.161,4.3,62.0,25.25,497.0,78.22333903431455,2019.0,Bengals,-0.193,12.50%,carl lawson,carl lawson,carl lawson,1649,Carl Lawson,CIN,ED,457,11871,12,3,0,1,0,7,0,55.5,33.8,64.3,61.0,41.3,16,14,20.0,4,4,5,268,161,450,435,11,9,13,1,35,2019,25363.5,MISSING,carl lawson
23299.0,23299.0,2019.0,Rams,LB,Samson Ebukam,00-0033945,2.0,2017.0,2017.0,Rams,24.0,125.0,0.149,3.9,47.0,20.67,457.0,70.84711298624562,2019.0,Rams,0.04,56.30%,samson ebukam,samson ebukam,samson ebukam,1650,Samson Ebukam,LA,ED,565,11880,16,14,2,1,1,26,2,66.8,60.2,64.9,73.5,45.2,5,15,12.8,6,2,5,263,247,534,534,0,28,27,2,25,2019,37742.0,MISSING,samson ebukam
23118.0,23118.0,2019.0,Patriots,DL,Deatrich Wise,00-0033947,2.0,2017.0,2017.0,Patriots,25.0,131.0,0.142,3.6,41.0,18.08,433.0,66.35589648472298,2019.0,Patriots,0.227,70.60%,deatrich wise,deatrich wise,deatrich wise,1651,Deatrich Wise Jr.,NE,ED,229,11886,14,4,0,1,1,19,0,68.8,0.0,85.2,64.4,62.0,8,16,10.0,3,7,2,121,106,229,42,108,14,23,2,26,2019,15755.2,MISSING,deatrich wise
22248.0,22248.0,2019.0,Dolphins,DL,Avery Moss,00-0033574,2.0,2017.0,2017.0,Giants,24.0,167.0,0.101,2.0,25.0,8.11,305.0,43.376396619258934,2019.0,Dolphins,-0.201,31.30%,avery moss,avery moss,avery moss,1652,Avery Moss,MIA,ED,348,11922,11,9,0,0,0,17,0,49.8,86.8,48.6,55.0,63.5,0,3,12.0,3,1,0,155,189,344,198,59,11,13,0,3,2019,17330.399999999998,MISSING,avery moss
21960.0,21960.0,2019.0,Colts,DL,Al-Quadin Muhammad,00-0033964,2.0,2017.0,2017.0,Saints,24.0,196.0,0.072,1.0,13.0,4.25,221.0,28.588089601999915,2019.0,Colts,0.009,43.80%,alquadin muhammad,alquadin muhammad,alquadin muhammad,1653,Al-Quadin Muhammad,IND,ED,483,11951,16,3,0,0,1,14,0,66.2,90.7,58.5,62.3,36.3,6,15,24.1,7,0,3,273,209,482,462,20,18,19,5,24,2019,31974.6,MISSING,alquadin muhammad
23932.0,23932.0,2019.0,Vikings,DL,Ifeadi Odenigbo,00-0033969,2.0,2017.0,2017.0,Vikings,25.0,220.0,0.057,0.3,3.0,2.49,160.0,18.94774137501227,2019.0,Vikings,0.123,61.10%,ifeadi odenigbo,ifeadi odenigbo,ifeadi odenigbo,1654,Ifeadi Odenigbo,MIN,ED,368,11975,16,0,0,0,1,18,2,74.4,87.6,73.2,60.1,56.3,7,11,20.0,3,0,7,273,92,368,173,78,14,12,1,25,2019,27379.2,MISSING,ifeadi odenigbo
23941.0,23941.0,2019.0,Vikings,DL,Tito Odenigbo,00-0035110,0.0,2019.0,2019.0,MISSING,MISSING,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Vikings,0.123,61.10%,tito odenigbo,ifeadi odenigbo,ifeadi odenigbo,1654,Ifeadi Odenigbo,MIN,ED,368,11975,16,0,0,0,1,18,2,74.4,87.6,73.2,60.1,56.3,7,11,20.0,3,0,7,273,92,368,173,78,14,12,1,25,2019,27379.2,MISSING,ifeadi odenigbo
21769.0,21769.0,2019.0,Chargers,DL,Isaac Rochell,00-0033588,2.0,2017.0,2017.0,Chargers,24.0,225.0,0.055,0.0,0.0,2.23,148.0,16.378132838627927,2019.0,Chargers,0.0,31.30%,isaac rochell,isaac rochell,isaac rochell,1655,Isaac Rochell,LAC,ED,274,11980,16,7,1,0,0,27,0,51.7,65.5,47.6,63.2,30.1,0,8,16.7,2,1,1,178,95,270,195,44,2,3,0,9,2019,14165.8,MISSING,isaac rochell
22067.0,22067.0,2019.0,Commanders,LB,Chris Odom,00-0033234,2.0,2017.0,2017.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Commanders,-0.213,18.80%,chris odom,chris odom,chris odom,1656,Chris Odom,WAS,ED,47,12031,4,1,0,0,1,32,0,56.4,79.7,66.2,65.7,77.0,0,0,0.0,0,0,2,26,13,45,45,0,5,5,0,2,2019,2650.7999999999997,MISSING,chris odom
,,,,,,,,,,,,,,,,,,,,Falcons,,,,,,1657,Jermaine Grace,ATL,ED,7,12081,5,0,0,0,0,2,0,31.2,71.9,58.3,MISSING,MISSING,0,0,MISSING,0,0,0,2,0,3,2,1,0,0,0,0,2019,218.4,MISSING,jermaine grace
21487.0,21487.0,2019.0,Browns,DL,Bryan Cox,00-0033408,2.0,2017.0,2017.0,MISSING,25.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Browns,-0.076,37.50%,bryan cox,bryan cox,bryan cox,1658,Bryan Cox Jr.,CLV,ED,208,12092,7,0,0,0,0,8,0,57.0,59.5,58.2,56.4,30.9,4,6,25.0,4,1,2,118,80,207,200,5,9,12,2,12,2019,11856.0,MISSING,bryan cox
21154.0,21154.0,2019.0,Bears,LB,Isaiah Irving,00-0033635,2.0,2017.0,2017.0,MISSING,25.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Bears,-0.032,50.00%,isaiah irving,isaiah irving,isaiah irving,1659,Isaiah Irving,CHI,ED,128,12171,13,1,0,0,0,6,0,61.1,35.8,61.8,67.2,64.7,1,2,10.0,1,1,0,50,51,117,117,0,3,8,0,3,2019,7820.8,MISSING,isaiah irving
23204.0,23204.0,2019.0,Raiders,DL,Jeremiah Valoaga,00-0033758,2.0,2017.0,2017.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Raiders,-0.081,43.80%,jeremiah valoaga,jeremiah valoaga,jeremiah valoaga,1660,Jeremiah Valoaga,OAK,ED,44,12194,4,0,1,0,0,23,0,61.6,80.5,56.4,63.5,70.6,0,1,0.0,0,0,0,28,16,44,38,5,0,2,0,1,2019,2710.4,MISSING,jeremiah valoaga
22258.0,22258.0,2019.0,Dolphins,DL,Jonathan Ledbetter,00-0035343,0.0,2019.0,2019.0,MISSING,21.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Dolphins,-0.201,31.30%,jonathan ledbetter,jonathan ledbetter,jonathan ledbetter,1661,Jonathan Ledbetter,MIA,ED,51,18645,1,0,0,0,0,17,0,74.8,78.7,68.7,69.8,71.8,0,1,0.0,0,0,1,13,38,51,21,20,4,3,1,2,2019,3814.8,MISSING,jonathan ledbetter
21969.0,21969.0,2019.0,Colts,DL,Kemoko Turay,00-0034354,1.0,2018.0,2018.0,Colts,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Colts,0.009,43.80%,kemoko turay,kemoko turay,kemoko turay,1662,Kemoko Turay,IND,ED,81,21702,4,1,0,0,1,14,0,91.3,29.2,91.0,72.1,74.8,4,8,0.0,0,1,2,69,9,81,79,2,3,2,0,14,2019,7395.3,MISSING,kemoko turay
23197.0,23197.0,2019.0,Raiders,DL,Clelin Ferrell,00-0035692,0.0,2019.0,2019.0,Raiders,22.0,4.0,1.027,25.8,1800.0,490.52,2270.0,699.5394443058067,2019.0,Raiders,-0.081,43.80%,clelin ferrell,clelin ferrell,clelin ferrell,1663,Clelin Ferrell,OAK,ED,648,25955,15,10,5,0,0,23,1,62.3,22.8,60.1,68.4,42.5,3,18,17.9,7,7,5,350,287,644,504,116,21,22,4,26,2019,40370.4,MISSING,clelin ferrell
23200.0,23200.0,2019.0,Raiders,DL,Maxx Crosby,00-0034973,0.0,2019.0,2019.0,Raiders,22.0,106.0,0.183,4.9,82.0,31.55,544.0,108.61372879054096,2019.0,Raiders,-0.081,43.80%,maxx crosby,maxx crosby,maxx crosby,1664,Maxx Crosby,OAK,ED,750,26316,16,8,3,0,4,23,0,65.4,49.0,67.3,58.8,28.7,5,29,22.7,10,5,11,481,259,749,685,51,29,26,8,45,2019,49050.00000000001,MISSING,maxx crosby
21954.0,21954.0,2019.0,Colts,DL,Ben Banogu,00-0034969,0.0,2019.0,2019.0,Colts,23.0,49.0,0.384,9.8,410.0,118.06,951.0,238.65793041514945,2019.0,Colts,0.009,43.80%,ben banogu,ben banogu,ben banogu,1665,Ben Banogu,IND,ED,272,26554,15,2,1,0,1,14,0,49.0,66.8,54.9,48.4,40.4,3,11,22.2,2,1,3,181,86,271,252,18,6,5,2,17,2019,13328.0,MISSING,ben banogu
22060.0,22060.0,2019.0,Commanders,LB,Montez Sweat,00-0035647,0.0,2019.0,2019.0,Commanders,22.0,26.0,0.549,13.9,700.0,222.74,1284.0,353.9015755816421,2019.0,Commanders,-0.213,18.80%,montez sweat,montez sweat,montez sweat,1666,Montez Sweat,WAS,ED,724,27271,16,7,2,1,2,32,0,60.2,50.3,58.8,67.2,67.2,5,19,10.9,5,4,8,341,317,696,693,2,34,34,4,32,2019,43584.8,MISSING,montez sweat
21494.0,21494.0,2019.0,Browns,DL,Robert McCray,00-0034326,1.0,2018.0,2018.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Browns,-0.076,37.50%,robert mccray,rob mccray,rob mccray,1667,Rob McCray,CLV,ED,25,28474,1,0,0,0,0,8,0,40.8,77.7,51.4,41.7,69.6,0,1,0.0,0,0,0,11,12,25,25,0,1,1,0,1,2019,1020.0,MISSING,rob mccray
,,,,,,,,,,,,,,,,,,,,Broncos,,,,,,1668,Ahmad Gooden,DEN,ED,24,29951,3,1,0,0,0,10,0,61.7,74.7,57.4,61.8,72.8,1,1,0.0,0,0,0,13,10,24,24,0,0,1,0,2,2019,1480.8000000000002,MISSING,ahmad gooden
22265.0,22265.0,2019.0,Dolphins,LB,Andrew Van Ginkel,00-0035272,0.0,2019.0,2019.0,Dolphins,24.0,151.0,0.119,2.7,31.0,11.58,358.0,64.82543274511302,2019.0,Dolphins,-0.201,31.30%,andrew van ginkel,andrew van ginkel,andrew van ginkel,1669,Andrew Van Ginkel,MIA,ED,197,30267,6,1,0,0,0,17,1,58.2,50.4,54.2,57.6,31.3,4,1,28.6,4,1,1,113,64,194,194,0,7,9,3,6,2019,11465.4,MISSING,andrew van ginkel
23862.0,23862.0,2019.0,Titans,LB,Derick Roberson,00-0035521,0.0,2019.0,2019.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Titans,0.084,57.90%,derick roberson,derick roberson,derick roberson,1670,Derick Roberson,TEN,ED,29,30462,2,1,0,0,0,31,0,67.2,79.0,67.7,60.0,29.5,0,2,33.3,1,0,3,24,3,28,26,1,4,1,0,5,2019,1948.8,MISSING,derick roberson
22837.0,22837.0,2019.0,Lions,DL,Austin Bryant,00-0035531,0.0,2019.0,2019.0,Lions,22.0,117.0,0.16,4.3,60.0,24.7,492.0,94.7893239285987,2019.0,Lions,-0.11,20.00%,austin bryant,austin bryant,austin bryant,1671,Austin Bryant,DET,ED,133,36248,4,3,0,0,0,11,0,54.5,83.1,45.9,71.8,76.4,1,1,0.0,0,0,0,65,43,131,127,3,3,4,0,2,2019,7248.5,MISSING,austin bryant
22747.0,22747.0,2019.0,Jets,DL,Kyle Phillips,00-0035507,0.0,2019.0,2019.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Jets,-0.133,43.80%,kyle phillips,kyle phillips,kyle phillips,1672,Kyle Phillips,NYJ,ED,549,36340,15,10,1,0,0,22,0,66.0,63.5,52.0,76.6,71.6,4,9,5.1,2,2,4,291,234,548,362,139,22,27,8,17,2019,36234.0,MISSING,kyle phillips
21310.0,21310.0,2019.0,Bills,DL,Darryl Johnson,00-0035306,0.0,2019.0,2019.0,Bills,22.0,225.0,0.055,0.0,0.0,2.23,148.0,20.004296622613804,2019.0,Bills,0.061,58.80%,darryl johnson,darryl johnson,darryl johnson,1673,Darryl Johnson,BUF,ED,224,37479,15,2,0,1,0,4,0,54.1,37.8,61.5,51.5,44.2,1,8,27.3,3,2,1,115,102,223,213,7,5,6,1,10,2019,12118.4,MISSING,darryl johnson
22273.0,22273.0,2019.0,Dolphins,LB,Jamal Davis,00-0035449,0.0,2019.0,2019.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Dolphins,-0.201,31.30%,jamal davis,jamal davis,jamal davis,1674,Jamal Davis II,MIA,ED,12,38297,2,0,0,0,0,17,0,42.3,0.0,55.4,60.2,MISSING,0,0,MISSING,0,1,0,3,6,12,12,0,0,0,0,0,2019,507.6,MISSING,jamal davis
22458.0,22458.0,2019.0,Falcons,DL,Austin Larkin,00-0034559,1.0,2018.0,2018.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Falcons,-0.03,43.80%,austin larkin,austin larkin,austin larkin,1675,Austin Larkin,ATL,ED,10,38754,1,0,0,0,0,2,0,42.8,73.5,52.4,49.9,69.6,0,0,MISSING,0,0,0,7,2,10,10,0,0,0,0,0,2019,428.0,MISSING,austin larkin
