team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Year,weighted_grade,weighted_average_grade,merge_player_y
Packers,00-0029284,0.0,Packers,0.0,40.00%,Mike Daniels,DE,5.481094808126411,2018.0,mike daniels,mike neal,mike neal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027968,0.0,Packers,0.0,40.00%,Muhammad Wilkerson,DE,2.5465575620767495,2018.0,muhammad wilkerson,muhammad wilkerson,muhammad wilkerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0033438,0.0,Packers,0.0,40.00%,Fadol Brown,DE,0.0637358916478555,2018.0,fadol brown,alex brown,alex brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0034287,15.369027900146843,Packers,0.0,40.00%,Kendall Donnerson,OLB,0.0637358916478555,2018.0,kendall donnerson,,kendall donnerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0031596,38.161714339649805,Panthers,0.01,43.80%,David Mayo,OLB,0.4213120767494357,2018.0,david mayo,david ojabo,david ojabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0023448,21.22203956827947,Panthers,0.01,43.80%,Thomas Davis,OLB,2.1452996613995485,2018.0,thomas davis,hall davis,hall davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0032998,0.0,Panthers,0.01,43.80%,Jared Norris,OLB,0.3592934537246049,2018.0,jared norris,jared verse,jared verse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0031550,0.0,Panthers,0.01,43.80%,Shaq Thompson,OLB,1.5817020316027088,2018.0,shaq thompson,bj thompson,bj thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0032442,20.840648821963164,Patriots,0.11,73.70%,Elandon Roberts,OLB,0.3696890519187359,2018.0,elandon roberts,,elandon roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0026672,0.0,Patriots,0.11,73.70%,Ramon Humber,OLB,0.1463955981941309,2018.0,ramon humber,,ramon humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0027560,0.0,Patriots,0.11,73.70%,Albert McClellan,OLB,0.167308690744921,2018.0,albert mcclellan,albert mcclellan,albert mcclellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0029647,36.646341773614715,Raiders,-0.2,25.00%,Kyle Wilber,OLB,0.7054176072234764,2018.0,kyle wilber,kyle wilber,kyle wilber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0029212,27.469598815420767,Raiders,-0.2,25.00%,Tahir Whitehead,OLB,4.185477426636569,2018.0,tahir whitehead,,tahir whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0033445,0.0,Raiders,-0.2,25.00%,Nicholas Morrow,OLB,0.3146162528216704,2018.0,nicholas morrow,,nicholas morrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0029630,173.30278100580392,Rams,0.15,79.00%,Michael Brockers,DE,6.207674943566591,2018.0,michael brockers,,michael brockers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0034813,15.92636123348018,Rams,0.15,79.00%,Justin Lawler,DE,0.2812838600451467,2018.0,justin lawler,justin lawler,justin lawler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0032671,0.0,Rams,0.15,79.00%,Morgan Fox,OLB,0.2217832957110609,2018.0,morgan fox,tomon fox,tomon fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0034807,57.99784614601104,Rams,0.15,79.00%,Ogbonnia Okoronkwo,DE,0.2863069977426636,2018.0,ogbonnia okoronkwo,ogbo okoronkwo,ogbo okoronkwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0033270,0.0,Rams,0.15,79.00%,Garrett Sickels,OLB,0.2048532731376975,2018.0,garrett sickels,garrett sickels,garrett sickels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0031177,52.297717417813494,Ravens,0.11,58.80%,Brent Urban,DE,0.6207674943566591,2018.0,brent urban,brent urban,brent urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0034285,17.011239353891337,Ravens,0.11,58.80%,Zach Sieler,DE,0.2822629796839729,2018.0,zach sieler,,zach sieler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0033914,144.6998849461099,Saints,0.13,77.80%,Alex Anzalone,OLB,0.4662234762979684,2018.0,alex anzalone,,alex anzalone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0029607,58.05582800961685,Saints,0.13,77.80%,Demario Davis,OLB,1.8623024830699777,2018.0,demario davis,dexter davis,dexter davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030463,33.18452900093269,Saints,0.13,77.80%,A.J. Klein,OLB,2.9345372460496613,2018.0,aj klein,,aj klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0032416,55.31933746765175,Seahawks,0.1,58.80%,Quinton Jefferson,DE,0.355530474040632,2018.0,quinton jefferson,,quinton jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0033513,0.0,Seahawks,0.1,58.80%,Ricky Ali'ifua,DE,0.2048532731376975,2018.0,ricky aliifua,,ricky aliifua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0034755,72.38723079795948,Seahawks,0.1,58.80%,Shaquem Griffin,OLB,0.3156907449209932,2018.0,shaquem griffin,shaquem griffin,shaquem griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0028037,32.34241550777703,Seahawks,0.1,58.80%,K.J. Wright,OLB,4.6275395033860045,2018.0,kj wright,alex wright,alex wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029409,0.0,Seahawks,0.1,58.80%,Mychal Kendricks,OLB,0.183573927765237,2018.0,mychal kendricks,,mychal kendricks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0031412,167.76225497981088,Steelers,0.07,60.00%,Stephon Tuitt,DE,3.0654627539503387,2018.0,stephon tuitt,,stephon tuitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027862,108.53035971928584,Steelers,0.07,60.00%,Tyson Alualu,DE,2.0457110609480815,2018.0,tyson alualu,,tyson alualu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0032107,86.96115654866401,Texans,0.08,64.70%,Angelo Blackson,DE,0.6997742663656885,2018.0,angelo blackson,,angelo blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0031619,18.41275128906353,Texans,0.08,64.70%,Christian Covington,DE,0.4106218961625282,2018.0,christian covington,christian jones,christian jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0031127,0.0,Texans,0.08,64.70%,Brandon Dunn,DE,0.445823927765237,2018.0,brandon dunn,brandon lang,brandon lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0032727,0.0,Texans,0.08,64.70%,Joel Heath,DE,0.3576004514672686,2018.0,joel heath,,joel heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0034421,25.454825952993303,Texans,0.08,64.70%,Peter Kalambayi,DE,0.2875857787810383,2018.0,peter kalambayi,peter kalambayi,peter kalambayi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0032094,0.0,Texans,0.08,64.70%,Tyrell Adams,OLB,0.0209136568848758,2018.0,tyrell adams,tarell basham,tarell basham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0032734,0.0,Texans,0.08,64.70%,Brennan Scarlett,OLB,0.356471783295711,2018.0,brennan scarlett,brennan scarlett,brennan scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0031054,67.7462591094527,Titans,-0.04,56.30%,DaQuan Jones,DE,3.0097816027088036,2018.0,daquan jones,daquan bowers,daquan bowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0034657,0.0,Titans,-0.04,56.30%,Matt Dickerson,DE,0.2725733634311512,2018.0,matt dickerson,,matt dickerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0033700,0.0,Titans,-0.04,56.30%,Nigel Harris,OLB,0.0368476297968397,2018.0,nigel harris,demone harris,demone harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0034166,0.0,Vikings,0.03,53.30%,Ade Aruna,DE,0.221558690744921,2018.0,ade aruna,,ade aruna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0031256,374.4373674602113,Vikings,0.03,53.30%,Anthony Barr,OLB,6.944695259593679,2018.0,anthony barr,,anthony barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0033944,82.54608326818396,Vikings,0.03,53.30%,Ben Gedeon,OLB,0.4025316027088036,2018.0,ben gedeon,,ben gedeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0032422,47.48462025202455,Vikings,0.03,53.30%,Kentrell Brothers,OLB,0.2969796839729119,2018.0,kentrell brothers,,kentrell brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0033336,0.0,Vikings,0.03,53.30%,Eric Wilson,OLB,0.3150863431151242,2018.0,eric wilson,ej wilson,ej wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0034320,0.0,49ers,0.216,79.00%,Kentavius Street,DE,0.2819075451647184,2019.0,kentavius street,,kentavius street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0034815,156.85018541682646,49ers,0.216,79.00%,Fred Warner,OLB,0.486548352816153,2019.0,fred warner,,fred warner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0034982,66.82543512176075,49ers,0.216,79.00%,Dre Greenlaw,OLB,0.3057539851222104,2019.0,dre greenlaw,,dre greenlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0033973,15.01961205847217,49ers,0.216,79.00%,Elijah Lee,OLB,0.161279489904357,2019.0,elijah lee,,elijah lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0031961,11.75525795269152,49ers,0.216,79.00%,Mark Nzeocha,OLB,0.8767268862911796,2019.0,mark nzeocha,,mark nzeocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0034387,62.56677691617768,Bears,-0.032,50.00%,Bilal Nichols,DE,0.3426514346439957,2019.0,bilal nichols,,bilal nichols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0031177,38.74310196317988,Bears,-0.032,50.00%,Brent Urban,DE,0.2516094580233793,2019.0,brent urban,brent urban,brent urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0033438,0.0,Bears,-0.032,50.00%,Fadol Brown,DE,0.0467587672688629,2019.0,fadol brown,alex brown,alex brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0034587,0.0,Bears,-0.032,50.00%,Abdullah Anderson,DE,0.1701880977683315,2019.0,abdullah anderson,will anderson,will anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0031308,39.66708286530943,Bears,-0.032,50.00%,Kevin Pierre-Louis,OLB,0.3427205100956429,2019.0,kevin pierrelouis,,kevin pierrelouis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0035600,0.0,Bengals,-0.193,12.50%,Freedom Akinmoladun,DE,0.0464144527098831,2019.0,freedom akinmoladun,,freedom akinmoladun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0032892,102.82354820342296,Bengals,-0.193,12.50%,Nick Vigil,OLB,1.181672688629118,2019.0,nick vigil,,nick vigil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0033790,30.03451587827227,Bengals,-0.193,12.50%,Jordan Evans,OLB,0.363510095642933,2019.0,jordan evans,jordan jenkins,jordan jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0033997,0.0,Bengals,-0.193,12.50%,Brady Sheldon,OLB,0.030943145589798,2019.0,brady sheldon,,brady sheldon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0034511,0.0,Bills,0.061,58.80%,Mike Love,DE,0.2088204038257173,2019.0,mike love,mike love,mike love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0033571,45.93285061885616,Bills,0.061,58.80%,Matt Milano,OLB,0.3774580233793836,2019.0,matt milano,,matt milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0029061,0.0,Bills,0.061,58.80%,Julian Stanford,OLB,0.8103081827842721,2019.0,julian stanford,julian stanford,julian stanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0033782,189.58327506038972,Broncos,-0.053,43.80%,DeMarcus Walker,DE,0.7352709883103081,2019.0,demarcus walker,demarcus walker,demarcus walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0035678,171.47075093580506,Broncos,-0.053,43.80%,Dre'Mont Jones,DE,0.4046758767268863,2019.0,dremont jones,dremont jones,dremont jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0033064,0.0,Broncos,-0.053,43.80%,Adam Gotsis,DE,0.6657656748140276,2019.0,adam gotsis,adam gotsis,adam gotsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0029890,0.0,Broncos,-0.053,43.80%,Mike Purcell,DE,0.3427205100956429,2019.0,mike purcell,mike vrabel,mike vrabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0029586,0.0,Broncos,-0.053,43.80%,Derek Wolfe,DE,5.738575982996812,2019.0,derek wolfe,,derek wolfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0029303,0.0,Broncos,-0.053,43.80%,Billy Winn,DE,0.2699256110520722,2019.0,billy winn,,billy winn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0033659,0.0,Broncos,-0.053,43.80%,Joe Jones,OLB,0.3427205100956429,2019.0,joe jones,kobe jones,kobe jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0033125,87.9158003632623,Browns,-0.076,37.50%,Joe Schobert,OLB,1.1601960680127523,2019.0,joe schobert,joe schobert,joe schobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0027855,128.727258422021,Buccaneers,0.072,43.80%,Ndamukong Suh,DE,4.914984059511158,2019.0,ndamukong suh,,ndamukong suh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0030386,31.39971685287407,Buccaneers,0.072,43.80%,William Gholston,DE,1.9925611052072263,2019.0,william gholston,william gholston,william gholston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0031957,16.057540184155325,Buccaneers,0.072,43.80%,Rakeem Nunez-Roches,DE,0.3905419766206164,2019.0,rakeem nunezroches,,rakeem nunezroches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0033595,12.156091030475611,Buccaneers,0.072,43.80%,Pat O'Connor,DE,0.2494187035069075,2019.0,pat oconnor,patrick oconnor,patrick oconnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029562,56.447950660616264,Buccaneers,0.072,43.80%,Lavonte David,OLB,5.180658873538788,2019.0,lavonte david,,lavonte david,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0033938,0.0,Buccaneers,0.072,43.80%,Kendell Beckwith,OLB,0.4487630180658873,2019.0,kendell beckwith,,kendell beckwith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0035541,14.986816446402347,Cardinals,-0.081,33.30%,Michael Dogbe,DE,0.2729245483528161,2019.0,michael dogbe,michael hoecht,michael hoecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0033093,0.0,Cardinals,-0.081,33.30%,Jonathan Bullard,DE,0.4357066950053135,2019.0,jonathan bullard,jonathan woodard,jonathan woodard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0032131,0.0,Cardinals,-0.081,33.30%,Rodney Gunter,DE,0.9298618490967056,2019.0,rodney gunter,,rodney gunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0035248,0.0,Cardinals,-0.081,33.30%,Zach Allen,DE,0.3892194473963868,2019.0,zach allen,zach allen,zach allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0026964,0.0,Cardinals,-0.081,33.30%,Clinton McDonald,DE,0.6176939426142402,2019.0,clinton mcdonald,,clinton mcdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0033580,0.0,Cardinals,-0.081,33.30%,Tanner Vallejo,OLB,0.0806397449521785,2019.0,tanner vallejo,,tanner vallejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0032484,0.0,Cardinals,-0.081,33.30%,Vontarrius Dora,OLB,0.0403198724760892,2019.0,vontarrius dora,vontarrius dora,vontarrius dora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0034473,0.0,Cardinals,-0.081,33.30%,Dennis Gardeck,OLB,0.3039319872476089,2019.0,dennis gardeck,dennis gardeck,dennis gardeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0034375,83.78793424989426,Chargers,0.0,31.30%,Kyzir White,OLB,0.3898034006376195,2019.0,kyzir white,keion white,keion white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0035262,81.63881977370919,Chargers,0.0,31.30%,Drue Tranquill,OLB,0.3505324123273113,2019.0,drue tranquill,,drue tranquill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0032895,35.161240375774206,Chargers,0.0,31.30%,Jatavis Brown,OLB,1.1004766206163656,2019.0,jatavis brown,titus brown,titus brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0023448,15.721673592209807,Chargers,0.0,31.30%,Thomas Davis,OLB,1.726886291179596,2019.0,thomas davis,hall davis,hall davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0030757,0.0,Chiefs,0.133,79.00%,Mike Pennel,DE,0.2016004250797024,2019.0,mike pennel,mike neal,mike neal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0035135,0.0,Chiefs,0.133,79.00%,Tim Ward,DE,0.2634606801275239,2019.0,tim ward,tim ward,tim ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0034781,106.21459646133653,Chiefs,0.133,79.00%,Dorian O'Daniel,OLB,0.4239527098831031,2019.0,dorian odaniel,,dorian odaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0032215,56.695350085592175,Chiefs,0.133,79.00%,Damien Wilson,OLB,0.9962805526036131,2019.0,damien wilson,ej wilson,ej wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0035157,0.0,Chiefs,0.133,79.00%,Darius Harris,OLB,0.0017709883103081,2019.0,darius harris,charles harris,charles harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0034774,0.0,Chiefs,0.133,79.00%,Breeland Speaks,DE,0.6420260361317747,2019.0,breeland speaks,breeland speaks,breeland speaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0034846,266.8818960783634,Colts,0.009,43.80%,Shaquille Leonard,OLB,0.8752539851222103,2019.0,shaquille leonard,,shaquille leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0034424,20.22744946382536,Colts,0.009,43.80%,Matthew Adams,OLB,0.3163629117959617,2019.0,matthew adams,matthew judon,matthew judon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0034431,15.99582217118425,Colts,0.009,43.80%,Zaire Franklin,OLB,0.314433581296493,2019.0,zaire franklin,,zaire franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0033523,354.3769818098629,Commanders,-0.213,18.80%,Jonathan Allen,DE,1.680471838469713,2019.0,jonathan allen,jonathan fanene,jonathan fanene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0032781,47.23051002430954,Commanders,-0.213,18.80%,Matthew Ioannidis,DE,1.3416578108395325,2019.0,matthew ioannidis,,matthew ioannidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0033976,13.039401726479202,Commanders,-0.213,18.80%,Treyvon Hester,DE,0.3427205100956429,2019.0,treyvon hester,,treyvon hester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0033962,0.0,Commanders,-0.213,18.80%,Caleb Brantley,DE,0.2241981934112646,2019.0,caleb brantley,,caleb brantley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0034650,0.0,Commanders,-0.213,18.80%,Jojo Wicker,DE,0.0255047821466524,2019.0,jojo wicker,,jojo wicker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0032851,0.0,Commanders,-0.213,18.80%,Pete Robertson,OLB,0.0127523910733262,2019.0,pete robertson,pete robertson,pete robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0035319,0.0,Commanders,-0.213,18.80%,Jordan Brailford,OLB,0.2107566418703506,2019.0,jordan brailford,jordan brailford,jordan brailford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0034308,0.0,Commanders,-0.213,18.80%,Myles Humphrey,DE,0.2008501594048884,2019.0,myles humphrey,myles murphy,myles murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0032197,0.0,Cowboys,0.137,50.00%,Randy Gregory,OLB,0.0823591923485653,2019.0,randy gregory,randy gregory,randy gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0035314,0.0,Cowboys,0.137,50.00%,Jalen Jelks,OLB,0.2113002125398512,2019.0,jalen jelks,,jalen jelks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0034410,33.193273487147785,Cowboys,0.137,50.00%,Chris Covington,OLB,0.0534473963868225,2019.0,chris covington,chris long,chris long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0027663,32.526725680693716,Cowboys,0.137,50.00%,Sean Lee,OLB,4.024973432518597,2019.0,sean lee,sean lissemore,sean lissemore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0028180,3.32117874688998,Cowboys,0.137,50.00%,Malcolm Smith,OLB,0.058135494155154,2019.0,malcolm smith,aldon smith,aldon smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0031999,0.0,Cowboys,0.137,50.00%,Justin March-Lillard,OLB,0.3825717321997874,2019.0,justin marchlillard,,justin marchlillard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0034674,0.0,Cowboys,0.137,50.00%,Leighton Vander Esch,OLB,1.4307529224229545,2019.0,leighton vander esch,,leighton vander esch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0034285,15.392405894566744,Dolphins,-0.201,31.30%,Zach Sieler,DE,0.0712624867162593,2019.0,zach sieler,,zach sieler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0035565,0.0,Dolphins,-0.201,31.30%,Jonathan Bonner,DE,0.0085015940488841,2019.0,jonathan bonner,jonathan fanene,jonathan fanene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0034797,150.85177072156333,Dolphins,-0.201,31.30%,Jerome Baker,OLB,0.4770456960680128,2019.0,jerome baker,,jerome baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0033399,0.0,Dolphins,-0.201,31.30%,Chase Allen,OLB,0.3444920297555792,2019.0,chase allen,zach allen,zach allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0033461,0.0,Dolphins,-0.201,31.30%,Raekwon McMillan,OLB,0.6807369819341127,2019.0,raekwon mcmillan,,raekwon mcmillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0030197,0.0,Dolphins,-0.201,31.30%,Deon Lacey,OLB,0.3427205100956429,2019.0,deon lacey,,deon lacey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0035267,74.67011129501839,Eagles,0.035,52.90%,Shareef Miller,DE,0.3276471838469713,2019.0,shareef miller,gabe miller,gabe miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0034463,0.0,Eagles,0.035,52.90%,Joe Ostman,DE,0.2088204038257173,2019.0,joe ostman,joe ostman,joe ostman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0033577,34.35670114784227,Eagles,0.035,52.90%,Nate Gerry,OLB,0.3427205100956429,2019.0,nate gerry,,nate gerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
