Team,Year,Cap_Space,adjusted_value,snap_counts_defense,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,assists,tackles,tackles_for_loss,stops,interceptions,interception_touchdowns,missed_tackles,pass_break_ups,penalties,declined_penalties,forced_fumbles,fumble_recoveries,receptions,targets,touchdowns,yards,player_game_count,Net EPA,Win %,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,missed_tackle_rate,qb_rating_against
Eagles,2015,5.374406058068118,277.9877881864947,1511.0,604.0,179.0,944.0,583.0,14.0,97.0,12.0,42.0,2.0,1.0,15.0,5.0,2.0,0.0,1.0,1.0,55.0,83.0,6.0,490.0,29.0,-0.07,43.80%,68.56666666666666,68.8,80.23333333333333,63.45,16.85,32.0
Falcons,2015,4.324063372417644,108.14313033779334,875.0,233.0,386.0,511.0,163.0,14.0,84.0,1.0,35.0,3.0,0.0,11.0,4.0,4.0,1.0,1.0,0.0,50.0,73.0,0.0,400.0,25.0,0.0,50.00%,61.2,63.199999999999996,29.25,65.95,10.15,64.65
Giants,2015,1.4029731993299832,436.6558950516025,2401.0,1502.0,492.0,1472.0,259.0,24.0,175.0,11.0,54.0,3.0,0.0,39.0,13.0,4.0,0.0,2.0,0.0,82.0,121.0,12.0,1246.0,47.0,-0.05,37.50%,49.925,53.275,73.3,57.925,16.725,126.7
Jaguars,2015,4.063893774427694,407.2321848923938,2318.0,1351.0,527.0,1375.0,271.0,25.0,177.0,6.0,67.0,1.0,0.0,43.0,5.0,9.0,1.0,2.0,2.0,75.0,101.0,8.0,796.0,51.0,-0.09,31.30%,48.3,53.6,76.53999999999999,48.074999999999996,15.9,95.46000000000001
Jets,2015,5.097763121161362,686.4849964439924,2047.0,1114.0,577.0,1281.0,246.0,38.0,154.0,6.0,55.0,6.0,0.0,18.0,4.0,2.0,0.0,1.0,0.0,67.0,103.0,3.0,664.0,44.0,0.12,62.50%,64.58,66.66,79.88,79.625,6.25,85.88
Lions,2015,6.097182439977666,86.82499410045881,2152.0,1453.0,380.0,1262.0,221.0,27.0,149.0,4.0,41.0,5.0,1.0,25.0,5.0,11.0,2.0,5.0,0.0,56.0,73.0,6.0,654.0,54.0,-0.05,43.80%,60.08,64.28,49.5,70.4,9.4,88.24
Packers,2015,8.535814489112228,814.0629818152019,2851.0,1487.0,797.0,1790.0,402.0,37.0,219.0,6.0,75.0,6.0,0.0,25.0,14.0,6.0,0.0,2.0,2.0,76.0,130.0,7.0,975.0,59.0,0.02,61.10%,67.53999999999999,69.1,78.17999999999999,75.82000000000001,5.779999999999999,74.26
Panthers,2015,3.532936906756002,148.299630603936,2723.0,1604.0,556.0,1853.0,419.0,26.0,174.0,8.0,61.0,11.0,1.0,27.0,9.0,4.0,0.0,0.0,3.0,81.0,116.0,8.0,1105.0,62.0,0.21,89.50%,70.82000000000001,70.4,63.8,64.625,13.55,74.3
Patriots,2015,7.974200167504187,785.186741827494,3079.0,1682.0,637.0,2048.0,491.0,39.0,165.0,5.0,57.0,4.0,0.0,23.0,19.0,7.0,1.0,2.0,0.0,86.0,143.0,9.0,821.0,74.0,0.16,72.20%,76.56,76.24,84.14,60.540000000000006,16.08,95.9
Raiders,2015,9.64446747627024,387.1958658656982,2021.0,1214.0,525.0,1329.0,219.0,20.0,116.0,5.0,26.0,6.0,0.0,28.0,12.0,4.0,1.0,1.0,3.0,44.0,65.0,3.0,530.0,46.0,-0.03,43.80%,62.36,61.160000000000004,80.72,45.6,18.575,70.94
Rams,2015,3.836344221105528,480.0013959288568,2348.0,1589.0,344.0,1389.0,179.0,24.0,138.0,7.0,51.0,1.0,0.0,23.0,4.0,1.0,1.0,4.0,2.0,56.0,80.0,7.0,633.0,42.0,-0.08,43.80%,56.525,59.75,83.0,62.833333333333336,13.266666666666666,83.95
Ravens,2015,3.4865166108319374,177.31057326817563,2020.0,1157.0,435.0,1197.0,258.0,22.0,112.0,11.0,44.0,1.0,0.0,15.0,7.0,12.0,1.0,1.0,0.0,49.0,75.0,8.0,659.0,44.0,-0.08,31.30%,59.575,62.425,62.175,67.975,7.875,108.64999999999999
Saints,2015,7.457688442211055,479.7224587129733,1993.0,1032.0,479.0,1170.0,195.0,33.0,130.0,6.0,49.0,2.0,0.0,27.0,5.0,7.0,2.0,2.0,2.0,53.0,74.0,4.0,551.0,43.0,-0.08,43.80%,61.225,62.400000000000006,65.97500000000001,58.7,21.825,53.425
Seahawks,2015,9.606446817420435,273.2552037454572,2079.0,1304.0,444.0,1302.0,225.0,33.0,126.0,1.0,35.0,7.0,0.0,23.0,8.0,4.0,2.0,3.0,0.0,64.0,86.0,5.0,669.0,38.0,0.19,61.10%,77.96666666666667,78.16666666666667,85.53333333333335,69.86666666666666,9.299999999999999,86.33333333333333
Steelers,2015,3.80265843104411,182.60143407189813,2577.0,1662.0,485.0,1600.0,265.0,27.0,170.0,7.0,58.0,5.0,0.0,37.0,11.0,5.0,0.0,4.0,3.0,58.0,100.0,12.0,760.0,55.0,0.08,61.10%,65.55,63.42,59.52,62.425,11.55,63.620000000000005
Texans,2015,3.537164293690676,231.6017234496241,2433.0,1527.0,557.0,1573.0,285.0,22.0,115.0,2.0,27.0,8.0,1.0,31.0,12.0,9.0,2.0,1.0,2.0,51.0,105.0,5.0,688.0,54.0,0.06,52.90%,67.0,63.900000000000006,51.7,50.2,19.375,66.675
Titans,2015,9.101765773311,254.90912434027064,2237.0,1219.0,615.0,1213.0,188.0,36.0,141.0,4.0,50.0,2.0,0.0,25.0,9.0,5.0,1.0,0.0,0.0,62.0,91.0,5.0,802.0,53.0,-0.16,18.80%,60.075,61.75,50.074999999999996,60.075,15.274999999999999,101.875
Vikings,2015,3.8612765214963707,341.50326342605933,2196.0,1522.0,330.0,1314.0,225.0,28.0,157.0,4.0,45.0,3.0,1.0,23.0,7.0,3.0,0.0,2.0,3.0,40.0,64.0,3.0,580.0,47.0,0.04,64.70%,57.4,62.56,68.6,63.42,11.620000000000001,95.67999999999999
49ers,2016,7.840633734784569,852.6913408065657,2497.0,1264.0,669.0,1311.0,401.0,32.0,188.0,6.0,53.0,2.0,0.0,19.0,6.0,6.0,0.0,2.0,1.0,70.0,93.0,6.0,975.0,47.0,-0.15,12.50%,54.1,56.2,64.22,73.8,5.18,88.24
Bears,2016,1.8386417208733172,0.0,2183.0,1448.0,502.0,1320.0,199.0,31.0,146.0,4.0,37.0,1.0,0.0,24.0,8.0,3.0,1.0,1.0,1.0,58.0,77.0,7.0,581.0,54.0,-0.11,18.80%,62.379999999999995,64.64,82.17999999999999,70.625,11.95,79.62
Bengals,2016,6.623643330971856,189.4281211449723,2104.0,1411.0,421.0,1285.0,154.0,23.0,137.0,4.0,33.0,6.0,0.0,21.0,4.0,4.0,0.0,0.0,0.0,40.0,57.0,6.0,604.0,45.0,0.04,40.00%,65.9,68.5,67.25,67.975,11.75,72.925
Bills,2016,9.258330005796354,200.80568999480695,1899.0,1097.0,451.0,1046.0,208.0,21.0,115.0,3.0,32.0,1.0,0.0,26.0,13.0,4.0,1.0,0.0,2.0,43.0,69.0,5.0,506.0,52.0,0.03,43.80%,52.98,48.73333333333333,61.13333333333333,47.81666666666667,31.566666666666666,82.45
Broncos,2016,7.39772267662781,248.82353850096297,2626.0,1251.0,885.0,1566.0,296.0,29.0,163.0,4.0,51.0,7.0,0.0,28.0,10.0,9.0,1.0,3.0,3.0,89.0,127.0,4.0,808.0,57.0,0.06,56.30%,66.625,65.975,69.9,68.67500000000001,9.975,68.575
Browns,2016,1.478383461067817,17.589272964575017,1815.0,1104.0,441.0,964.0,150.0,22.0,136.0,0.0,32.0,0.0,0.0,27.0,6.0,3.0,1.0,0.0,0.0,44.0,60.0,7.0,613.0,36.0,-0.21,6.30%,52.5,58.375,71.25,64.45,13.575,134.3
Buccaneers,2016,4.226830682037741,95.87221944807918,2132.0,1230.0,581.0,1281.0,237.0,26.0,179.0,6.0,41.0,8.0,1.0,31.0,12.0,9.0,0.0,0.0,2.0,58.0,96.0,9.0,878.0,45.0,0.01,56.30%,67.23333333333333,68.26666666666667,57.1,60.96666666666666,12.533333333333333,82.23333333333333
Cardinals,2016,7.254124428415019,153.89192145383484,2334.0,1064.0,539.0,1395.0,484.0,21.0,168.0,16.0,68.0,4.0,0.0,20.0,14.0,7.0,0.0,3.0,2.0,73.0,110.0,6.0,773.0,42.0,0.1,46.70%,57.7,62.675,63.5,72.45,7.85,87.275
Chargers,2016,4.490081793005731,58.19987921136325,2333.0,1194.0,675.0,1471.0,307.0,16.0,140.0,4.0,36.0,4.0,1.0,20.0,15.0,5.0,0.0,1.0,1.0,59.0,87.0,4.0,871.0,57.0,0.02,31.30%,63.760000000000005,64.14,72.12,68.62,9.66,92.34
Chiefs,2016,9.66445546467444,244.805366183716,2892.0,1437.0,778.0,1825.0,448.0,33.0,186.0,9.0,49.0,9.0,3.0,22.0,14.0,8.0,2.0,5.0,2.0,94.0,135.0,7.0,919.0,51.0,0.05,70.60%,81.76666666666667,77.46666666666667,71.60000000000001,77.16666666666667,9.066666666666666,80.13333333333334
Colts,2016,4.924638371868358,461.29797771726135,2193.0,1149.0,669.0,1344.0,261.0,20.0,163.0,5.0,46.0,2.0,0.0,23.0,6.0,4.0,0.0,3.0,2.0,84.0,109.0,8.0,1021.0,54.0,-0.05,50.00%,53.46,55.18000000000001,68.8,60.5,14.180000000000001,122.8
Commanders,2016,1.093918979841566,102.51480023713408,1242.0,656.0,405.0,755.0,110.0,18.0,104.0,4.0,27.0,1.0,0.0,19.0,1.0,2.0,0.0,1.0,0.0,41.0,51.0,3.0,469.0,29.0,0.02,53.30%,67.3,68.89999999999999,60.46666666666667,67.8,8.933333333333334,82.56666666666668
Cowboys,2016,5.405169060346493,139.1227484928453,1596.0,1157.0,291.0,1146.0,82.0,27.0,131.0,2.0,33.0,5.0,0.0,17.0,9.0,1.0,0.0,3.0,0.0,57.0,73.0,2.0,477.0,43.0,0.12,76.50%,72.875,74.25,83.55,76.725,6.725,67.325
Dolphins,2016,8.107670509435177,0.0,2552.0,1545.0,492.0,1480.0,345.0,29.0,167.0,11.0,57.0,5.0,0.0,33.0,8.0,6.0,1.0,1.0,1.0,59.0,83.0,8.0,727.0,50.0,-0.01,58.80%,62.620000000000005,62.760000000000005,68.14,62.95,14.55,73.96
Eagles,2016,7.664637083789528,367.38007897457106,2425.0,1312.0,429.0,1492.0,544.0,18.0,156.0,6.0,54.0,7.0,2.0,30.0,11.0,9.0,1.0,1.0,2.0,65.0,104.0,9.0,680.0,51.0,0.04,43.80%,69.75,66.2,54.02,65.96666666666665,13.733333333333334,50.04
Falcons,2016,3.8521452952920714,500.9225326755188,2802.0,1486.0,841.0,1917.0,358.0,37.0,217.0,3.0,48.0,4.0,0.0,27.0,10.0,4.0,1.0,5.0,1.0,107.0,158.0,6.0,1066.0,54.0,0.12,68.40%,68.38,66.17999999999999,72.67999999999999,58.56,30.660000000000004,76.52000000000001
Giants,2016,2.0975771237199714,0.0,1429.0,641.0,506.0,867.0,134.0,15.0,129.0,6.0,56.0,5.0,1.0,16.0,8.0,2.0,0.0,1.0,1.0,56.0,81.0,2.0,677.0,26.0,0.02,64.70%,59.166666666666664,63.46666666666667,77.43333333333334,72.2,11.1,96.86666666666667
Jaguars,2016,4.859274167579056,100.541862623757,2224.0,1066.0,586.0,1325.0,397.0,19.0,145.0,3.0,43.0,1.0,0.0,12.0,6.0,7.0,0.0,1.0,1.0,59.0,89.0,4.0,755.0,46.0,-0.04,18.80%,58.65,64.475,82.0,78.425,2.775,87.4
Jets,2016,5.592811876086817,461.438251162864,2070.0,1039.0,692.0,1179.0,233.0,32.0,134.0,8.0,45.0,2.0,0.0,17.0,6.0,8.0,1.0,3.0,0.0,61.0,89.0,7.0,838.0,50.0,-0.11,31.30%,50.625,56.17999999999999,59.56,74.03999999999999,8.379999999999999,86.3
Lions,2016,7.916561473562182,0.0,2544.0,1422.0,629.0,1547.0,350.0,34.0,200.0,7.0,76.0,7.0,1.0,21.0,3.0,8.0,3.0,1.0,1.0,96.0,124.0,6.0,925.0,65.0,-0.06,52.90%,69.45,70.05,62.675,78.95,7.6,87.975
Packers,2016,8.144271269401687,0.0,2703.0,1479.0,820.0,1711.0,223.0,25.0,194.0,5.0,55.0,7.0,0.0,16.0,13.0,7.0,0.0,1.0,2.0,64.0,98.0,4.0,737.0,59.0,0.07,63.20%,60.45,62.375,74.25,68.55,21.95,88.19999999999999
Panthers,2016,3.4063328395697816,68.28537390531133,2136.0,1208.0,617.0,1372.0,198.0,21.0,152.0,4.0,48.0,6.0,1.0,24.0,6.0,0.0,0.0,1.0,0.0,40.0,67.0,2.0,525.0,44.0,-0.05,37.50%,63.1,60.56,79.22,55.3,17.775,51.040000000000006
Patriots,2016,8.17474979068719,0.0,3041.0,1690.0,760.0,2004.0,336.0,28.0,188.0,6.0,49.0,5.0,0.0,23.0,13.0,3.0,3.0,2.0,1.0,89.0,134.0,9.0,956.0,69.0,0.17,89.50%,69.44,68.75,80.53333333333333,72.675,8.45,55.5
Raiders,2016,8.468421459393316,0.0,2217.0,1324.0,617.0,1306.0,184.0,31.0,151.0,2.0,40.0,9.0,0.0,18.0,11.0,3.0,0.0,0.0,3.0,49.0,71.0,3.0,705.0,47.0,-0.01,70.60%,61.98,65.12,77.58,70.92,9.32,80.5
Rams,2016,3.9742364912732655,522.2208457061482,2415.0,1431.0,406.0,1408.0,275.0,20.0,114.0,7.0,42.0,5.0,0.0,26.0,7.0,3.0,0.0,0.0,0.0,53.0,86.0,4.0,513.0,50.0,-0.24,25.00%,60.52,60.06,69.86,57.375,18.75,49.519999999999996
Ravens,2016,5.2917414825787334,28.08486157885467,1135.0,498.0,389.0,686.0,148.0,22.0,72.0,2.0,31.0,4.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,17.0,27.0,2.0,255.0,28.0,-0.01,50.00%,63.449999999999996,63.275,74.425,65.5,17.733333333333334,66.125
Saints,2016,10.502438977265408,338.9199646105864,2843.0,1275.0,586.0,1706.0,538.0,40.0,203.0,9.0,69.0,4.0,0.0,21.0,8.0,14.0,3.0,4.0,2.0,105.0,150.0,7.0,1269.0,62.0,0.02,43.80%,58.457142857142856,59.98571428571429,49.01428571428572,75.06666666666666,6.433333333333333,86.47142857142856
Seahawks,2016,11.273151928898049,0.0,1909.0,866.0,578.0,1128.0,254.0,35.0,135.0,6.0,51.0,4.0,0.0,24.0,11.0,7.0,0.0,1.0,1.0,60.0,93.0,5.0,634.0,37.0,0.07,64.70%,67.075,70.25,58.6,63.475,17.099999999999998,86.325
Steelers,2016,4.623207960327171,0.0,2660.0,1653.0,536.0,1698.0,311.0,35.0,165.0,4.0,45.0,2.0,0.0,31.0,11.0,8.0,0.0,1.0,3.0,74.0,109.0,7.0,1021.0,61.0,0.08,68.40%,62.660000000000004,61.4,56.58,62.525000000000006,16.15,92.16
Texans,2016,3.5462143363173824,0.0,2474.0,1239.0,837.0,1568.0,290.0,26.0,127.0,5.0,37.0,10.0,0.0,29.0,13.0,4.0,1.0,1.0,0.0,60.0,98.0,3.0,782.0,64.0,-0.02,55.60%,68.21666666666667,69.7,66.11666666666666,60.79999999999999,10.733333333333334,48.46666666666667
Titans,2016,6.431209506021768,291.8319117332706,2377.0,1148.0,777.0,1539.0,298.0,17.0,159.0,8.0,60.0,2.0,0.0,30.0,7.0,6.0,1.0,1.0,2.0,57.0,98.0,3.0,572.0,59.0,0.0,56.30%,63.125,65.4,70.025,57.75,14.925,67.65
Vikings,2016,8.306822309525343,275.22087176719947,2062.0,1190.0,512.0,1219.0,218.0,26.0,153.0,2.0,44.0,2.0,0.0,26.0,6.0,2.0,0.0,1.0,5.0,37.0,56.0,5.0,548.0,41.0,0.06,50.00%,58.275,62.599999999999994,77.80000000000001,59.1,16.799999999999997,101.45
49ers,2017,7.167678443113772,333.59486615876,2343.0,1114.0,650.0,1321.0,330.0,21.0,163.0,7.0,55.0,3.0,0.0,24.0,10.0,6.0,0.0,2.0,2.0,68.0,103.0,6.0,729.0,42.0,-0.04,37.50%,63.98333333333333,63.1,62.86666666666667,69.3,8.016666666666667,92.56666666666668
Bears,2017,4.007261077844312,275.8369210810075,2004.0,1142.0,641.0,1182.0,202.0,22.0,128.0,7.0,45.0,3.0,2.0,18.0,7.0,1.0,1.0,3.0,4.0,57.0,77.0,6.0,616.0,44.0,-0.07,31.30%,65.36,64.3,81.3,51.975,19.4,106.66
Bengals,2017,6.113224550898203,165.9469346513767,1944.0,1083.0,599.0,1053.0,152.0,41.0,133.0,7.0,44.0,3.0,0.0,22.0,5.0,4.0,0.0,0.0,2.0,31.0,49.0,1.0,354.0,40.0,-0.08,43.80%,67.86666666666666,69.46666666666667,41.333333333333336,70.03333333333333,10.966666666666667,61.76666666666667
Bills,2017,4.527122155688623,123.540693716239,2226.0,1219.0,672.0,1270.0,183.0,29.0,156.0,3.0,48.0,10.0,1.0,24.0,16.0,4.0,2.0,0.0,1.0,53.0,81.0,3.0,575.0,38.0,-0.07,52.90%,75.75,80.325,65.55,74.275,5.725,29.325
Broncos,2017,5.508146107784431,21.291760980340403,2370.0,982.0,857.0,1339.0,334.0,30.0,162.0,12.0,68.0,6.0,1.0,30.0,6.0,6.0,1.0,0.0,0.0,85.0,120.0,12.0,955.0,58.0,-0.01,31.30%,64.2,67.76,66.72,67.24,8.6,95.3
Browns,2017,2.041331137724551,388.894006470697,1745.0,1056.0,205.0,885.0,169.0,15.0,111.0,10.0,36.0,2.0,0.0,19.0,7.0,7.0,1.0,0.0,0.0,39.0,50.0,6.0,491.0,36.0,-0.16,0.00%,63.94,60.160000000000004,45.5,63.55,10.125,106.72
Buccaneers,2017,5.584591017964072,148.7042052773881,2121.0,982.0,789.0,1248.0,283.0,24.0,163.0,3.0,45.0,4.0,0.0,29.0,10.0,7.0,1.0,3.0,1.0,48.0,79.0,7.0,753.0,50.0,-0.04,31.30%,60.725,63.46,60.04,63.05,12.3,76.16
Cardinals,2017,9.306942514970059,412.7529217858238,1836.0,892.0,553.0,1157.0,246.0,29.0,150.0,8.0,52.0,5.0,0.0,15.0,10.0,3.0,1.0,4.0,1.0,61.0,87.0,6.0,689.0,41.0,-0.06,50.00%,74.76666666666667,74.525,56.95,78.13333333333334,7.733333333333333,77.3
Chargers,2017,4.1911976047904185,226.2276790819315,2668.0,1180.0,926.0,1651.0,368.0,49.0,185.0,12.0,61.0,7.0,0.0,34.0,13.0,8.0,2.0,1.0,0.0,95.0,143.0,4.0,910.0,60.0,0.15,56.30%,76.3,72.57499999999999,68.35,60.975,12.825,73.275
Chiefs,2017,7.624785628742515,23.74303503009006,2224.0,997.0,702.0,1307.0,327.0,19.0,146.0,5.0,39.0,3.0,0.0,34.0,6.0,6.0,1.0,0.0,2.0,64.0,94.0,4.0,793.0,33.0,0.08,58.80%,65.56666666666666,61.4,66.0,57.53333333333333,11.933333333333332,86.43333333333334
Colts,2017,4.428846706586826,331.41257297461556,2332.0,1284.0,652.0,1281.0,228.0,30.0,164.0,6.0,52.0,5.0,0.0,28.0,9.0,6.0,0.0,2.0,2.0,49.0,76.0,6.0,820.0,59.0,-0.18,25.00%,60.36,66.26,48.14,58.9,12.72,106.58
Commanders,2017,2.9728305389221554,141.3852920426746,2003.0,1145.0,552.0,1147.0,211.0,22.0,120.0,2.0,38.0,5.0,0.0,26.0,10.0,5.0,1.0,2.0,0.0,41.0,68.0,7.0,591.0,38.0,-0.03,43.80%,65.975,64.975,51.275,50.275,36.625,64.125
Cowboys,2017,1.9994377245508983,61.99566526451095,1653.0,1000.0,304.0,1069.0,292.0,22.0,103.0,4.0,23.0,4.0,0.0,21.0,3.0,3.0,2.0,1.0,0.0,53.0,63.0,3.0,476.0,44.0,0.0,56.30%,70.66666666666667,70.39999999999999,76.8,59.26666666666667,15.566666666666668,89.83333333333333
Dolphins,2017,7.75298622754491,221.61173227241068,2231.0,1272.0,552.0,1262.0,226.0,37.0,178.0,7.0,62.0,4.0,0.0,29.0,7.0,7.0,0.0,0.0,3.0,54.0,72.0,8.0,800.0,53.0,-0.15,37.50%,61.1125,61.8125,67.7,61.650000000000006,14.8125,102.9
Eagles,2017,9.328820359281437,203.04774552735012,2757.0,1334.0,731.0,1879.0,502.0,30.0,176.0,7.0,57.0,8.0,0.0,33.0,8.0,3.0,0.0,2.0,2.0,97.0,130.0,4.0,1033.0,54.0,0.16,84.20%,72.35,70.775,77.525,58.3,16.725,89.975
Falcons,2017,3.8548892215568857,452.47129793499414,2389.0,1111.0,744.0,1474.0,332.0,31.0,174.0,7.0,51.0,2.0,0.0,28.0,8.0,8.0,2.0,4.0,2.0,85.0,117.0,5.0,836.0,51.0,0.06,61.10%,62.075,64.925,64.875,74.525,6.725,71.575
Giants,2017,2.17785748502994,214.96675735651422,2019.0,1070.0,533.0,1124.0,259.0,32.0,138.0,6.0,45.0,3.0,0.0,25.0,7.0,3.0,0.0,1.0,2.0,37.0,69.0,4.0,560.0,42.0,-0.14,18.80%,59.375,60.875,70.25,55.96666666666667,25.0,64.375
Jaguars,2017,9.508782035928144,0.0,2512.0,1226.0,753.0,1543.0,298.0,18.0,146.0,9.0,52.0,8.0,1.0,19.0,7.0,2.0,0.0,0.0,1.0,48.0,82.0,5.0,628.0,57.0,0.2,63.20%,67.35,67.975,73.525,63.25,15.95,43.575
Jets,2017,4.144719161676647,1030.3536495414219,2381.0,1108.0,868.0,1318.0,228.0,25.0,157.0,7.0,56.0,4.0,0.0,28.0,6.0,7.0,1.0,2.0,2.0,47.0,74.0,10.0,649.0,58.0,-0.09,31.30%,59.675,63.125,75.225,62.849999999999994,14.6,93.07499999999999
Lions,2017,6.30847005988024,148.77707635574873,1953.0,893.0,654.0,1155.0,275.0,27.0,140.0,10.0,59.0,5.0,2.0,30.0,5.0,1.0,0.0,6.0,1.0,52.0,76.0,3.0,600.0,41.0,0.02,56.30%,67.26666666666667,69.53333333333333,84.83333333333333,60.56666666666666,15.033333333333333,81.06666666666668
Packers,2017,8.293892814371258,801.9383288046871,3053.0,1198.0,1102.0,1727.0,540.0,27.0,221.0,10.0,67.0,5.0,0.0,24.0,12.0,9.0,2.0,0.0,0.0,105.0,147.0,9.0,1227.0,69.0,-0.06,43.80%,60.38333333333333,60.38333333333333,44.833333333333336,69.68333333333334,11.316666666666668,103.53333333333332
Panthers,2017,4.500877245508982,72.3656658912106,2180.0,1089.0,578.0,1391.0,320.0,18.0,156.0,6.0,54.0,4.0,0.0,23.0,10.0,5.0,0.0,3.0,3.0,79.0,108.0,8.0,890.0,48.0,0.03,64.70%,60.06,59.28000000000001,62.52,58.84000000000001,15.26,102.88
Patriots,2017,14.049245508982036,398.29867181742077,3497.0,1483.0,978.0,2319.0,647.0,36.0,224.0,5.0,65.0,7.0,0.0,30.0,15.0,2.0,0.0,1.0,3.0,137.0,207.0,9.0,1461.0,77.0,0.09,79.00%,67.7,66.32000000000001,79.22,63.0,12.825000000000001,68.5
Raiders,2017,6.7088832335329345,562.7321866190179,2184.0,910.0,860.0,1272.0,276.0,31.0,154.0,8.0,54.0,2.0,0.0,24.0,7.0,3.0,1.0,3.0,1.0,50.0,82.0,4.0,660.0,56.0,-0.13,37.50%,56.14,62.779999999999994,76.06,71.02000000000001,6.94,96.94
Rams,2017,3.1165209580838322,364.8139198221174,2056.0,1192.0,519.0,1297.0,238.0,34.0,143.0,2.0,45.0,6.0,1.0,23.0,17.0,3.0,0.0,1.0,0.0,46.0,88.0,7.0,550.0,63.0,0.14,64.70%,76.03333333333333,74.4,61.699999999999996,64.21666666666667,13.466666666666667,55.45000000000001
Ravens,2017,6.160898802395209,72.63339197761591,2228.0,1136.0,664.0,1307.0,272.0,26.0,119.0,9.0,40.0,7.0,1.0,21.0,5.0,2.0,0.0,2.0,1.0,48.0,64.0,8.0,540.0,42.0,0.07,56.30%,66.7,67.46666666666667,78.10000000000001,61.0,8.833333333333334,110.03333333333335
Saints,2017,5.663724550898204,446.04597462401534,3005.0,1307.0,698.0,1879.0,631.0,37.0,220.0,9.0,69.0,9.0,0.0,26.0,5.0,16.0,2.0,2.0,2.0,97.0,143.0,8.0,1134.0,69.0,0.14,66.70%,67.08,68.64,55.56,73.44,7.359999999999999,74.24
Seahawks,2017,13.15665508982036,355.4255364053304,2234.0,1190.0,550.0,1344.0,252.0,38.0,157.0,7.0,60.0,2.0,1.0,22.0,10.0,3.0,1.0,2.0,0.0,56.0,88.0,4.0,563.0,46.0,0.06,56.30%,73.94,72.97999999999999,70.66,72.06666666666666,10.266666666666666,52.6
Steelers,2017,7.940681437125749,339.1392489241742,2094.0,1289.0,447.0,1235.0,209.0,31.0,150.0,7.0,45.0,5.0,0.0,36.0,7.0,6.0,0.0,0.0,1.0,56.0,81.0,4.0,743.0,52.0,0.09,76.50%,58.3,57.95,41.85,50.275,20.1,86.575
Texans,2017,6.591105389221556,235.78721652106196,2574.0,1030.0,993.0,1508.0,338.0,25.0,157.0,6.0,54.0,5.0,0.0,24.0,11.0,5.0,0.0,4.0,1.0,70.0,103.0,13.0,934.0,75.0,-0.08,25.00%,70.68333333333334,71.89999999999999,67.28333333333333,65.81666666666666,10.666666666666666,100.76666666666667
Titans,2017,7.817563473053892,421.27434122399865,2355.0,1110.0,774.0,1455.0,303.0,39.0,153.0,7.0,46.0,9.0,0.0,31.0,12.0,5.0,2.0,0.0,2.0,69.0,99.0,10.0,758.0,49.0,-0.05,55.60%,68.7,67.85,76.0,62.53333333333334,15.566666666666668,56.050000000000004
Vikings,2017,6.884746107784432,180.1710700606777,2239.0,1157.0,606.0,1380.0,275.0,31.0,174.0,10.0,52.0,8.0,0.0,18.0,12.0,5.0,2.0,1.0,2.0,50.0,83.0,1.0,493.0,45.0,0.15,77.80%,76.6,78.475,58.85,81.625,5.475,43.175
49ers,2018,8.040834085778782,196.09334020034234,2201.0,1044.0,604.0,1288.0,247.0,26.0,131.0,9.0,41.0,2.0,1.0,29.0,7.0,8.0,4.0,1.0,0.0,71.0,97.0,15.0,1001.0,49.0,-0.09,25.00%,47.53333333333333,48.6,61.0,59.800000000000004,13.65,129.76666666666668
Bears,2018,2.3013955981941305,249.58756746992756,2134.0,1433.0,461.0,1478.0,220.0,15.0,114.0,3.0,39.0,8.0,2.0,24.0,13.0,4.0,0.0,3.0,2.0,57.0,92.0,5.0,522.0,48.0,0.17,70.60%,81.05,79.375,50.974999999999994,62.625,16.25,75.975
Bengals,2018,3.733345936794582,331.2179951339322,2330.0,1384.0,614.0,1373.0,239.0,36.0,198.0,2.0,48.0,8.0,2.0,34.0,6.0,5.0,0.0,2.0,1.0,64.0,91.0,10.0,810.0,56.0,-0.12,37.50%,71.325,69.25,62.95,61.224999999999994,20.925,112.5
Bills,2018,7.350138261851016,103.12460503304165,1961.0,1039.0,616.0,1070.0,199.0,22.0,130.0,8.0,44.0,6.0,0.0,26.0,4.0,1.0,0.0,1.0,2.0,40.0,60.0,8.0,429.0,37.0,-0.05,37.50%,70.75,71.275,80.975,70.175,7.525,55.125
Broncos,2018,5.097567720090293,301.47035781699714,2683.0,1147.0,913.0,1582.0,451.0,27.0,168.0,1.0,41.0,7.0,0.0,28.0,4.0,11.0,2.0,1.0,1.0,95.0,125.0,7.0,1240.0,56.0,-0.01,37.50%,57.6,62.08,73.17999999999999,65.03999999999999,9.86,82.46000000000001
Browns,2018,3.0253295711060946,636.3864373045578,2574.0,1311.0,492.0,1461.0,269.0,35.0,181.0,6.0,44.0,6.0,0.0,35.0,11.0,5.0,0.0,1.0,3.0,78.0,111.0,10.0,934.0,56.0,-0.03,46.70%,64.85,63.724999999999994,59.375,57.475,14.0,106.225
